name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	195257	1139171	1334428	0.58629
Cryptococcaceae	1884633	F	21921	70049	91970	0.04041
Trichosporonaceae	1759442	F	378	2812	3190	0.00140
Marasmiaceae	654128	F	476	537	1013	0.00045
Agrocybaceae	3710399	F	31	21	52	0.00002
Ceratobasidiaceae	5250	F	54	22	76	0.00003
Ustilaginaceae	5268	F	1708	10259	11967	0.00526
Malasseziaceae	742845	F	382	1288	1670	0.00073
Pucciniaceae	5262	F	1403	4991	6394	0.00281
Hypocreaceae	5129	F	601	2783	3384	0.00149
Nectriaceae	110618	F	538	1746	2284	0.00100
Clavicipitaceae	34397	F	163	90	253	0.00011
Ophiocordycipitaceae	474942	F	71	151	222	0.00010
Cordycipitaceae	474943	F	59	82	141	0.00006
Glomerellaceae	681950	F	399	788	1187	0.00052
Chaetomiaceae	35718	F	379	358	737	0.00032
Sordariaceae	5148	F	140	323	463	0.00020
Podosporaceae	2609812	F	96	80	176	0.00008
Pyriculariaceae	2528436	F	207	10	217	0.00010
Sclerotiniaceae	28983	F	61	590	651	0.00029
Aspergillaceae	1131492	F	3141	7536	10677	0.00469
Trichocomaceae	28568	F	56	199	255	0.00011
Onygenaceae	33184	F	109	817	926	0.00041
Mycosphaerellaceae	93133	F	2990	3848	6838	0.00300
Pleosporaceae	28556	F	49	225	274	0.00012
Didymellaceae	683158	F	30	48	78	0.00003
Debaryomycetaceae	766764	F	789	3869	4658	0.00205
Metschnikowiaceae	27319	F	543	908	1451	0.00064
Pichiaceae	1156497	F	641	1739	2380	0.00105
Saccharomycetaceae	4893	F	1390	22093	23483	0.01032
Saccharomycodaceae	34365	F	86	1060	1146	0.00050
Trichomonascaceae	410830	F	19	132	151	0.00007
Schizosaccharomycetaceae	4894	F	207	216	423	0.00019
Glomeraceae	36751	F	490	424	914	0.00040
Unikaryonidae	36734	F	127	0	127	0.00006
Nosematidae	27974	F	37	6	43	0.00002
Plasmodiidae	1639119	F	86539	217435	303974	0.13355
Babesiidae	32594	F	1411	2723	4134	0.00182
Theileriidae	27994	F	81	67	148	0.00007
Sarcocystidae	5809	F	3753	4168	7921	0.00348
Cryptosporidiidae	35082	F	69	87	156	0.00007
Thalassiosiraceae	29202	F	1060	35	1095	0.00048
Neidiaceae	432548	F	77	0	77	0.00003
Peronosporaceae	4777	F	91	1	92	0.00004
Hemiselmidaceae	589351	F	5475	4981	10456	0.00459
Dictyosteliaceae	2058185	F	2707	4256	6963	0.00306
Trypanosomatidae	5654	F	711	73	784	0.00034
Trichomonadidae	181550	F	181	12	193	0.00008
Hexamitidae	5739	F	38	1	39	0.00002
Cyanidiaceae	265316	F	16	3	19	0.00001
Vibrionaceae	641	F	45301	33520	78821	0.03463
Lysobacteraceae	32033	F	30727	11296	42023	0.01846
