name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Plasmodiidae	1639119	F	153271	557350	710621	0.15403
Babesiidae	32594	F	878	1828	2706	0.00059
Theileriidae	27994	F	85	99	184	0.00004
Sarcocystidae	5809	F	6136	40808	46944	0.01018
Cryptosporidiidae	35082	F	86	154	240	0.00005
Thalassiosiraceae	29202	F	3202	126	3328	0.00072
Neidiaceae	432548	F	24	0	24	0.00001
Peronosporaceae	4777	F	153	4	157	0.00003
Hominidae	9604	F	264454	2212921	2477375	0.53700
Cryptococcaceae	1884633	F	26667	121781	148448	0.03218
Trichosporonaceae	1759442	F	194	2020	2214	0.00048
Marasmiaceae	654128	F	81	141	222	0.00005
Agrocybaceae	3710399	F	27	28	55	0.00001
Ceratobasidiaceae	5250	F	18	12	30	0.00001
Ustilaginaceae	5268	F	646	5139	5785	0.00125
Malasseziaceae	742845	F	128	705	833	0.00018
Pucciniaceae	5262	F	384	1458	1842	0.00040
Hypocreaceae	5129	F	423	3886	4309	0.00093
Nectriaceae	110618	F	411	2430	2841	0.00062
Clavicipitaceae	34397	F	313	248	561	0.00012
Ophiocordycipitaceae	474942	F	51	207	258	0.00006
Cordycipitaceae	474943	F	39	93	132	0.00003
Glomerellaceae	681950	F	474	2035	2509	0.00054
Sordariaceae	5148	F	884	2901	3785	0.00082
Chaetomiaceae	35718	F	201	364	565	0.00012
Podosporaceae	2609812	F	93	182	275	0.00006
Pyriculariaceae	2528436	F	174	13	187	0.00004
Sclerotiniaceae	28983	F	43	576	619	0.00013
Mycosphaerellaceae	93133	F	915	901	1816	0.00039
Didymellaceae	683158	F	52	61	113	0.00002
Pleosporaceae	28556	F	43	131	174	0.00004
Aspergillaceae	1131492	F	564	2278	2842	0.00062
Trichocomaceae	28568	F	69	323	392	0.00008
Onygenaceae	33184	F	117	1084	1201	0.00026
Metschnikowiaceae	27319	F	1065	2518	3583	0.00078
Debaryomycetaceae	766764	F	419	3473	3892	0.00084
Pichiaceae	1156497	F	470	1789	2259	0.00049
Saccharomycetaceae	4893	F	902	17475	18377	0.00398
Saccharomycodaceae	34365	F	29	430	459	0.00010
Trichomonascaceae	410830	F	26	238	264	0.00006
Schizosaccharomycetaceae	4894	F	134	189	323	0.00007
Glomeraceae	36751	F	473	345	818	0.00018
Unikaryonidae	36734	F	104	0	104	0.00002
Nosematidae	27974	F	53	9	62	0.00001
Dictyosteliaceae	2058185	F	7261	16119	23380	0.00507
Trypanosomatidae	5654	F	348	58	406	0.00009
Trichomonadidae	181550	F	190	18	208	0.00005
Hexamitidae	5739	F	54	3	57	0.00001
Hemiselmidaceae	589351	F	62	80	142	0.00003
Vibrionaceae	641	F	243108	248324	491432	0.10652
Lysobacteraceae	32033	F	48374	23373	71747	0.01555
Rhodanobacteraceae	1775411	F	98	6	104	0.00002
Enterobacteriaceae	543	F	7594	249433	257027	0.05571
Morganellaceae	1903414	F	993	2658	3651	0.00079
Yersiniaceae	1903411	F	447	1089	1536	0.00033
Erwiniaceae	1903409	F	433	85	518	0.00011
Pectobacteriaceae	1903410	F	98	18	116	0.00003
Bruguierivoracaceae	2812006	F	33	1	34	0.00001
Hafniaceae	1903412	F	30	22	52	0.00001
Pseudomonadaceae	135621	F	1453	2680	4133	0.00090
Marinobacteraceae	2887365	F	255	4	259	0.00006
Pseudoalteromonadaceae	267888	F	574	110	684	0.00015
Alteromonadaceae	72275	F	291	18	309	0.00007
Shewanellaceae	267890	F	243	34	277	0.00006
Colwelliaceae	267889	F	148	10	158	0.00003
Idiomarinaceae	267893	F	144	34	178	0.00004
Moritellaceae	267891	F	32	6	38	0.00001
Psychromonadaceae	267894	F	31	1	32	0.00001
Moraxellaceae	468	F	810	684	1494	0.00032
Aeromonadaceae	84642	F	668	969	1637	0.00035
Succinivibrionaceae	83763	F	11	0	11	0.00000
Oceanospirillaceae	135620	F	178	11	189	0.00004
Halomonadaceae	28256	F	141	22	163	0.00004
Alcanivoracaceae	224372	F	67	6	73	0.00002
Hahellaceae	224379	F	39	0	39	0.00001
Endozoicomonadaceae	2066474	F	29	0	29	0.00001
Pleioneaceae	2823145	F	27	0	27	0.00001
Saccharospirillaceae	255527	F	18	0	18	0.00000
Balneatrichaceae	2301193	F	10	6	16	0.00000
Pasteurellaceae	712	F	377	1277	1654	0.00036
Candidatus Pseudothioglobaceae	3399801	F	305	14	319	0.00007
Piscirickettsiaceae	135616	F	77	6	83	0.00002
Francisellaceae	34064	F	38	0	38	0.00001
Thiotrichaceae	135617	F	28	7	35	0.00001
Legionellaceae	444	F	114	1	115	0.00002
Coxiellaceae	118968	F	28	0	28	0.00001
Microbulbiferaceae	1706373	F	50	1	51	0.00001
Cellvibrionaceae	1706371	F	47	2	49	0.00001
Halieaceae	1706372	F	15	2	17	0.00000
Methylococcaceae	403	F	77	5	82	0.00002
Chromatiaceae	1046	F	34	2	36	0.00001
Sedimenticolaceae	3067276	F	12	0	12	0.00000
Orbaceae	1240483	F	54	16	70	0.00002
Kangiellaceae	1920240	F	18	12	30	0.00001
Nevskiaceae	568386	F	11	0	11	0.00000
Methylobacteriaceae	119045	F	3603	290	3893	0.00084
Brucellaceae	118882	F	2534	16	2550	0.00055
Nitrobacteraceae	41294	F	367	6	373	0.00008
Rhizobiaceae	82115	F	299	44	343	0.00007
Phyllobacteriaceae	69277	F	177	27	204	0.00004
Aurantimonadaceae	255475	F	107	26	133	0.00003
Bartonellaceae	772	F	97	3	100	0.00002
Stappiaceae	2821832	F	68	2	70	0.00002
Alloboseaceae	2831100	F	50	1	51	0.00001
Devosiaceae	2831106	F	39	0	39	0.00001
Xanthobacteraceae	335928	F	25	1	26	0.00001
Methylocystaceae	31993	F	22	0	22	0.00000
Blastochloridaceae	2831090	F	12	0	12	0.00000
Reyranellaceae	2844375	F	10	0	10	0.00000
Anaplasmataceae	942	F	6552	4491	11043	0.00239
Rickettsiaceae	775	F	112	1	113	0.00002
Azospirillaceae	2829815	F	514	21	535	0.00012
Rhodospirillaceae	41295	F	95	1	96	0.00002
Thalassospiraceae	2844866	F	20	0	20	0.00000
Rhodovibrionaceae	2844403	F	10	0	10	0.00000
Paracoccaceae	31989	F	390	44	434	0.00009
Roseobacteraceae	2854170	F	148	67	215	0.00005
Sphingomonadaceae	41297	F	238	18	256	0.00006
Erythrobacteraceae	335929	F	67	1	68	0.00001
Sphingobiaceae	3423717	F	53	23	76	0.00002
Sphingopyxidaceae	3423718	F	26	4	30	0.00001
Sphingosinicellaceae	2820280	F	16	1	17	0.00000
Candidatus Pelagibacteraceae	1655514	F	314	21	335	0.00007
Acetobacteraceae	433	F	75	4	79	0.00002
Roseomonadaceae	3385906	F	53	2	55	0.00001
Caulobacteraceae	76892	F	124	501	625	0.00014
Holosporaceae	44746	F	12	2	14	0.00000
Hyphomonadaceae	69657	F	19	0	19	0.00000
Geminicoccaceae	2066434	F	15	1	16	0.00000
Sneathiellaceae	510685	F	13	0	13	0.00000
Burkholderiaceae	119060	F	963	198	1161	0.00025
Oxalobacteraceae	75682	F	628	28	656	0.00014
Comamonadaceae	80864	F	373	211	584	0.00013
Alcaligenaceae	506	F	208	153	361	0.00008
Sphaerotilaceae	2975441	F	128	55	183	0.00004
Neisseriaceae	481	F	1433	55	1488	0.00032
Chromobacteriaceae	1499392	F	45	7	52	0.00001
Chitinibacteraceae	2897177	F	25	3	28	0.00001
Nitrosomonadaceae	206379	F	63	0	63	0.00001
Methylophilaceae	32011	F	40	0	40	0.00001
