name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Plasmodiidae	1639119	F	177629	1057159	1234788	0.18881
Babesiidae	32594	F	181	609	790	0.00012
Theileriidae	27994	F	13	13	26	0.00000
Sarcocystidae	5809	F	6516	56533	63049	0.00964
Cryptosporidiidae	35082	F	52	131	183	0.00003
Thalassiosiraceae	29202	F	2236	215	2451	0.00037
Neidiaceae	432548	F	24	0	24	0.00000
Peronosporaceae	4777	F	46	0	46	0.00001
Hominidae	9604	F	166582	2657703	2824285	0.43187
Cryptococcaceae	1884633	F	53854	379934	433788	0.06633
Trichosporonaceae	1759442	F	71	1430	1501	0.00023
Marasmiaceae	654128	F	98	288	386	0.00006
Agrocybaceae	3710399	F	12	22	34	0.00001
Pucciniaceae	5262	F	940	7677	8617	0.00132
Ustilaginaceae	5268	F	61	920	981	0.00015
Malasseziaceae	742845	F	34	217	251	0.00004
Clavicipitaceae	34397	F	32973	21901	54874	0.00839
Hypocreaceae	5129	F	563	4604	5167	0.00079
Nectriaceae	110618	F	395	1295	1690	0.00026
Ophiocordycipitaceae	474942	F	176	317	493	0.00008
Cordycipitaceae	474943	F	11	17	28	0.00000
Glomerellaceae	681950	F	204	1279	1483	0.00023
Sordariaceae	5148	F	1156	1658	2814	0.00043
Chaetomiaceae	35718	F	35	44	79	0.00001
Podosporaceae	2609812	F	28	15	43	0.00001
Pyriculariaceae	2528436	F	22	1	23	0.00000
Sclerotiniaceae	28983	F	11	289	300	0.00005
Aspergillaceae	1131492	F	605	3143	3748	0.00057
Trichocomaceae	28568	F	18	165	183	0.00003
Onygenaceae	33184	F	77	1371	1448	0.00022
Didymellaceae	683158	F	56	106	162	0.00002
Pleosporaceae	28556	F	12	46	58	0.00001
Mycosphaerellaceae	93133	F	74	135	209	0.00003
Metschnikowiaceae	27319	F	842	3729	4571	0.00070
Debaryomycetaceae	766764	F	153	2878	3031	0.00046
Pichiaceae	1156497	F	233	1125	1358	0.00021
Saccharomycetaceae	4893	F	300	9309	9609	0.00147
Schizosaccharomycetaceae	4894	F	32	88	120	0.00002
Glomeraceae	36751	F	180	240	420	0.00006
Unikaryonidae	36734	F	45	0	45	0.00001
Nosematidae	27974	F	18	5	23	0.00000
Hemiselmidaceae	589351	F	11376	28629	40005	0.00612
Dictyosteliaceae	2058185	F	3809	16652	20461	0.00313
Trypanosomatidae	5654	F	178	97	275	0.00004
Naegleriidae	3691768	F	36	0	36	0.00001
Trichomonadidae	181550	F	38	7	45	0.00001
Hexamitidae	5739	F	14	1	15	0.00000
Cyanidiaceae	265316	F	13	7	20	0.00000
Vibrionaceae	641	F	349783	674986	1024769	0.15670
Lysobacteraceae	32033	F	63182	29196	92378	0.01413
Rhodanobacteraceae	1775411	F	53	3	56	0.00001
Enterobacteriaceae	543	F	7649	427279	434928	0.06651
Morganellaceae	1903414	F	831	2083	2914	0.00045
Yersiniaceae	1903411	F	207	652	859	0.00013
Erwiniaceae	1903409	F	155	26	181	0.00003
Pectobacteriaceae	1903410	F	55	11	66	0.00001
Bruguierivoracaceae	2812006	F	11	0	11	0.00000
Hafniaceae	1903412	F	10	10	20	0.00000
Pseudomonadaceae	135621	F	750	3721	4471	0.00068
Marinobacteraceae	2887365	F	43	1	44	0.00001
Alteromonadaceae	72275	F	183	5	188	0.00003
Pseudoalteromonadaceae	267888	F	86	9	95	0.00001
Idiomarinaceae	267893	F	69	13	82	0.00001
Shewanellaceae	267890	F	59	6	65	0.00001
Colwelliaceae	267889	F	29	1	30	0.00000
Psychromonadaceae	267894	F	11	0	11	0.00000
Moraxellaceae	468	F	246	324	570	0.00009
Aeromonadaceae	84642	F	216	305	521	0.00008
Pasteurellaceae	712	F	166	1032	1198	0.00018
Halomonadaceae	28256	F	59	14	73	0.00001
Saccharospirillaceae	255527	F	36	0	36	0.00001
Oceanospirillaceae	135620	F	34	7	41	0.00001
Hahellaceae	224379	F	10	0	10	0.00000
Candidatus Pseudothioglobaceae	3399801	F	39	5	44	0.00001
Chromatiaceae	1046	F	32	1	33	0.00001
Piscirickettsiaceae	135616	F	22	4	26	0.00000
Francisellaceae	34064	F	13	11	24	0.00000
Cellvibrionaceae	1706371	F	17	0	17	0.00000
Microbulbiferaceae	1706373	F	13	1	14	0.00000
Coxiellaceae	118968	F	15	0	15	0.00000
Legionellaceae	444	F	13	0	13	0.00000
Methylococcaceae	403	F	20	0	20	0.00000
Anaplasmataceae	942	F	6696	9135	15831	0.00242
Rickettsiaceae	775	F	32	1	33	0.00001
Methylobacteriaceae	119045	F	1491	1306	2797	0.00043
Brucellaceae	118882	F	137	2	139	0.00002
Nitrobacteraceae	41294	F	118	10	128	0.00002
Rhizobiaceae	82115	F	92	20	112	0.00002
Phyllobacteriaceae	69277	F	64	7	71	0.00001
Aurantimonadaceae	255475	F	64	44	108	0.00002
Bartonellaceae	772	F	28	0	28	0.00000
Beijerinckiaceae	45404	F	26	0	26	0.00000
Stappiaceae	2821832	F	24	2	26	0.00000
Alloboseaceae	2831100	F	10	0	10	0.00000
Sphingomonadaceae	41297	F	228	19	247	0.00004
Erythrobacteraceae	335929	F	58	1	59	0.00001
Sphingobiaceae	3423717	F	12	7	19	0.00000
Paracoccaceae	31989	F	146	45	191	0.00003
Roseobacteraceae	2854170	F	56	4	60	0.00001
Azospirillaceae	2829815	F	53	12	65	0.00001
Rhodospirillaceae	41295	F	38	0	38	0.00001
Caulobacteraceae	76892	F	51	828	879	0.00013
Acetobacteraceae	433	F	32	1	33	0.00001
Roseomonadaceae	3385906	F	11	0	11	0.00000
Candidatus Pelagibacteraceae	1655514	F	35	3	38	0.00001
Burkholderiaceae	119060	F	376	128	504	0.00008
Oxalobacteraceae	75682	F	311	26	337	0.00005
Comamonadaceae	80864	F	174	94	268	0.00004
Sphaerotilaceae	2975441	F	80	16	96	0.00001
Alcaligenaceae	506	F	52	37	89	0.00001
Neisseriaceae	481	F	127	6	133	0.00002
Chromobacteriaceae	1499392	F	41	4	45	0.00001
Chitinibacteraceae	2897177	F	12	3	15	0.00000
Zoogloeaceae	2008794	F	57	8	65	0.00001
Nitrosomonadaceae	206379	F	20	0	20	0.00000
Methylophilaceae	32011	F	14	1	15	0.00000
Flavobacteriaceae	49546	F	736	21	757	0.00012
Weeksellaceae	2762318	F	413	150	563	0.00009
Blattabacteriaceae	39782	F	20	9	29	0.00000
Bacteroidaceae	815	F	172	79	251	0.00004
