name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Clavicipitaceae	34397	F	3624068	1013257	4637325	0.69237
Nectriaceae	110618	F	22371	8881	31252	0.00467
Ophiocordycipitaceae	474942	F	14183	9647	23830	0.00356
Hypocreaceae	5129	F	3717	10107	13824	0.00206
Cordycipitaceae	474943	F	165	95	260	0.00004
Glomerellaceae	681950	F	1399	975	2374	0.00035
Sordariaceae	5148	F	373	427	800	0.00012
Chaetomiaceae	35718	F	344	236	580	0.00009
Podosporaceae	2609812	F	148	53	201	0.00003
Pyriculariaceae	2528436	F	81	3	84	0.00001
Sclerotiniaceae	28983	F	62	438	500	0.00007
Aspergillaceae	1131492	F	807	1470	2277	0.00034
Trichocomaceae	28568	F	76	214	290	0.00004
Onygenaceae	33184	F	129	693	822	0.00012
Mycosphaerellaceae	93133	F	286	166	452	0.00007
Pleosporaceae	28556	F	173	177	350	0.00005
Didymellaceae	683158	F	43	24	67	0.00001
Pichiaceae	1156497	F	1607	3925	5532	0.00083
Debaryomycetaceae	766764	F	495	2229	2724	0.00041
Metschnikowiaceae	27319	F	275	474	749	0.00011
Saccharomycetaceae	4893	F	1451	10409	11860	0.00177
Saccharomycodaceae	34365	F	22	250	272	0.00004
Trichomonascaceae	410830	F	12	69	81	0.00001
Schizosaccharomycetaceae	4894	F	83	170	253	0.00004
Cryptococcaceae	1884633	F	20467	65708	86175	0.01287
Trichosporonaceae	1759442	F	99	543	642	0.00010
Marasmiaceae	654128	F	122	125	247	0.00004
Agrocybaceae	3710399	F	18	10	28	0.00000
Ceratobasidiaceae	5250	F	17	7	24	0.00000
Pucciniaceae	5262	F	534	1277	1811	0.00027
Ustilaginaceae	5268	F	190	869	1059	0.00016
Malasseziaceae	742845	F	78	281	359	0.00005
Unikaryonidae	36734	F	517	0	517	0.00008
Nosematidae	27974	F	49	15	64	0.00001
Glomeraceae	36751	F	466	807	1273	0.00019
Hominidae	9604	F	215589	943310	1158899	0.17303
Plasmodiidae	1639119	F	72495	166114	238609	0.03563
Babesiidae	32594	F	797	1097	1894	0.00028
Theileriidae	27994	F	40	37	77	0.00001
Sarcocystidae	5809	F	1794	7949	9743	0.00145
Cryptosporidiidae	35082	F	58	69	127	0.00002
Thalassiosiraceae	29202	F	1059	26	1085	0.00016
Neidiaceae	432548	F	32	0	32	0.00000
Peronosporaceae	4777	F	78	4	82	0.00001
Dictyosteliaceae	2058185	F	3829	4429	8258	0.00123
Trypanosomatidae	5654	F	305	30	335	0.00005
Trichomonadidae	181550	F	219	11	230	0.00003
Hexamitidae	5739	F	27	0	27	0.00000
Hemiselmidaceae	589351	F	11	7	18	0.00000
Vibrionaceae	641	F	69520	38945	108465	0.01619
Lysobacteraceae	32033	F	30430	12164	42594	0.00636
Rhodanobacteraceae	1775411	F	123	5	128	0.00002
Enterobacteriaceae	543	F	6226	116680	122906	0.01835
Morganellaceae	1903414	F	952	1180	2132	0.00032
Yersiniaceae	1903411	F	345	389	734	0.00011
Erwiniaceae	1903409	F	329	52	381	0.00006
Pectobacteriaceae	1903410	F	133	36	169	0.00003
Hafniaceae	1903412	F	25	167	192	0.00003
Bruguierivoracaceae	2812006	F	17	1	18	0.00000
Pseudomonadaceae	135621	F	1372	1875	3247	0.00048
Marinobacteraceae	2887365	F	898	50	948	0.00014
Ketobacteraceae	3085096	F	18	0	18	0.00000
Pseudoalteromonadaceae	267888	F	612	127	739	0.00011
Alteromonadaceae	72275	F	251	16	267	0.00004
Shewanellaceae	267890	F	192	20	212	0.00003
Idiomarinaceae	267893	F	98	21	119	0.00002
Colwelliaceae	267889	F	95	11	106	0.00002
Psychromonadaceae	267894	F	24	0	24	0.00000
Moritellaceae	267891	F	23	4	27	0.00000
Aeromonadaceae	84642	F	923	1102	2025	0.00030
Moraxellaceae	468	F	585	369	954	0.00014
Oceanospirillaceae	135620	F	138	10	148	0.00002
Halomonadaceae	28256	F	111	7	118	0.00002
Hahellaceae	224379	F	34	0	34	0.00001
Alcanivoracaceae	224372	F	23	1	24	0.00000
Endozoicomonadaceae	2066474	F	21	0	21	0.00000
Pleioneaceae	2823145	F	17	0	17	0.00000
Zooshikellaceae	2898533	F	11	0	11	0.00000
Pasteurellaceae	712	F	330	848	1178	0.00018
Candidatus Pseudothioglobaceae	3399801	F	299	19	318	0.00005
Cellvibrionaceae	1706371	F	49	1	50	0.00001
Microbulbiferaceae	1706373	F	49	0	49	0.00001
Halieaceae	1706372	F	13	1	14	0.00000
Legionellaceae	444	F	74	1	75	0.00001
Coxiellaceae	118968	F	23	0	23	0.00000
Piscirickettsiaceae	135616	F	40	2	42	0.00001
Francisellaceae	34064	F	36	0	36	0.00001
Thiotrichaceae	135617	F	10	1	11	0.00000
Methylococcaceae	403	F	80	0	80	0.00001
Chromatiaceae	1046	F	44	1	45	0.00001
Sedimenticolaceae	3067276	F	11	0	11	0.00000
Orbaceae	1240483	F	23	3	26	0.00000
Anaplasmataceae	942	F	7593	2842	10435	0.00156
Rickettsiaceae	775	F	75	0	75	0.00001
Methylobacteriaceae	119045	F	1555	51	1606	0.00024
Brucellaceae	118882	F	724	14	738	0.00011
Rhizobiaceae	82115	F	257	44	301	0.00004
Nitrobacteraceae	41294	F	176	10	186	0.00003
Phyllobacteriaceae	69277	F	124	15	139	0.00002
Aurantimonadaceae	255475	F	92	38	130	0.00002
Bartonellaceae	772	F	89	3	92	0.00001
Stappiaceae	2821832	F	75	8	83	0.00001
Alloboseaceae	2831100	F	55	2	57	0.00001
Devosiaceae	2831106	F	36	1	37	0.00001
Methylocystaceae	31993	F	16	0	16	0.00000
Xanthobacteraceae	335928	F	12	0	12	0.00000
Hyphomicrobiaceae	45401	F	11	0	11	0.00000
Ancalomicrobiaceae	2172021	F	11	0	11	0.00000
Reyranellaceae	2844375	F	10	0	10	0.00000
Paracoccaceae	31989	F	349	181	530	0.00008
Roseobacteraceae	2854170	F	131	22	153	0.00002
Sphingomonadaceae	41297	F	241	32	273	0.00004
Erythrobacteraceae	335929	F	48	1	49	0.00001
Sphingobiaceae	3423717	F	46	31	77	0.00001
Sphingosinicellaceae	2820280	F	22	2	24	0.00000
Sphingorhabdaceae	3423719	F	14	0	14	0.00000
Sphingopyxidaceae	3423718	F	13	0	13	0.00000
Rhizorhabdaceae	3423714	F	10	8	18	0.00000
Rhodospirillaceae	41295	F	169	4	173	0.00003
Azospirillaceae	2829815	F	166	14	180	0.00003
Rhodovibrionaceae	2844403	F	18	0	18	0.00000
Thalassospiraceae	2844866	F	11	0	11	0.00000
Candidatus Pelagibacteraceae	1655514	F	132	5	137	0.00002
Acetobacteraceae	433	F	89	15	104	0.00002
Roseomonadaceae	3385906	F	23	1	24	0.00000
Caulobacteraceae	76892	F	110	168	278	0.00004
Emcibacteraceae	2066491	F	37	1	38	0.00001
Hyphomonadaceae	69657	F	17	4	21	0.00000
Sneathiellaceae	510685	F	12	0	12	0.00000
Oxalobacteraceae	75682	F	1224	48	1272	0.00019
Burkholderiaceae	119060	F	944	617	1561	0.00023
Comamonadaceae	80864	F	365	205	570	0.00009
Sphaerotilaceae	2975441	F	182	14	196	0.00003
Alcaligenaceae	506	F	140	59	199	0.00003
Neisseriaceae	481	F	655	30	685	0.00010
Chromobacteriaceae	1499392	F	151	7	158	0.00002
Chitinibacteraceae	2897177	F	35	3	38	0.00001
Nitrosomonadaceae	206379	F	47	0	47	0.00001
Methylophilaceae	32011	F	43	1	44	0.00001
Sterolibacteriaceae	2008793	F	33	7	40	0.00001
Sulfuricellaceae	2772226	F	11	0	11	0.00000
Zoogloeaceae	2008794	F	20	11	31	0.00000
Azonexaceae	2008795	F	12	1	13	0.00000
Acidithiobacillaceae	225058	F	22	0	22	0.00000
Flavobacteriaceae	49546	F	2889	52	2941	0.00044
Weeksellaceae	2762318	F	630	40	670	0.00010
Blattabacteriaceae	39782	F	51	7	58	0.00001
Crocinitomicaceae	1853230	F	16	7	23	0.00000
Flammeovirgaceae	200667	F	752	0	752	0.00011
Cyclobacteriaceae	563798	F	186	122	308	0.00005
Hymenobacteraceae	1853232	F	109	0	109	0.00002
Spirosomataceae	2896860	F	95	0	95	0.00001
Cytophagaceae	89373	F	52	0	52	0.00001
Bernardetiaceae	1937968	F	42	0	42	0.00001
Fulvivirgaceae	2762286	F	38	0	38	0.00001
Leadbetterellaceae	3141702	F	35	0	35	0.00001
Marivirgaceae	2762301	F	33	0	33	0.00000
Reichenbachiellaceae	2762302	F	29	0	29	0.00000
Catalimonadaceae	1522127	F	13	0	13	0.00000
Persicobacteraceae	1853234	F	11	0	11	0.00000
Rhodocytophagaceae	3078917	F	11	0	11	0.00000
Mangrovivirgaceae	2858885	F	10	0	10	0.00000
Bacteroidaceae	815	F	441	137	578	0.00009
Prevotellaceae	171552	F	115	12	127	0.00002
Dysgonomonadaceae	2005520	F	53	0	53	0.00001
Rikenellaceae	171550	F	49	4	53	0.00001
Tannerellaceae	2005525	F	38	10	48	0.00001
Muribaculaceae	2005473	F	37	2	39	0.00001
Paludibacteraceae	2005523	F	19	0	19	0.00000
Barnesiellaceae	2005519	F	17	1	18	0.00000
Odoribacteraceae	1853231	F	14	4	18	0.00000
Porphyromonadaceae	171551	F	10	9	19	0.00000
Prolixibacteraceae	1471398	F	68	0	68	0.00001
Marinifilaceae	1573805	F	54	0	54	0.00001
Marinilabiliaceae	558415	F	13	1	14	0.00000
Sphingobacteriaceae	84566	F	574	31	605	0.00009
Chitinophagaceae	563835	F	260	1	261	0.00004
Saprospiraceae	89374	F	10	0	10	0.00000
Chlorobiaceae	191412	F	20	0	20	0.00000
Ignavibacteriaceae	795749	F	13	0	13	0.00000
Archangiaceae	39	F	1456	16	1472	0.00022
Myxococcaceae	31	F	124	0	124	0.00002
Anaeromyxobacteraceae	1524215	F	16	0	16	0.00000
Polyangiaceae	49	F	171	30	201	0.00003
Sandaracinaceae	1055686	F	23	1	24	0.00000
Arcobacteraceae	2808963	F	241	55	296	0.00004
Campylobacteraceae	72294	F	158	58	216	0.00003
Sulfurimonadaceae	2771471	F	57	2	59	0.00001
Helicobacteraceae	72293	F	55	24	79	0.00001
Sulfurospirillaceae	2932623	F	10	2	12	0.00000
Planctomycetaceae	126	F	79	0	79	0.00001
Pirellulaceae	2691357	F	64	12	76	0.00001
Lacipirellulaceae	2691359	F	12	0	12	0.00000
Gemmataceae	1914233	F	74	0	74	0.00001
Isosphaeraceae	1763524	F	12	1	13	0.00000
Phycisphaeraceae	666507	F	10	0	10	0.00000
Candidatus Uabimicrobiaceae	2897348	F	21	0	21	0.00000
Verrucomicrobiaceae	203557	F	148	0	148	0.00002
Akkermansiaceae	1647988	F	17	0	17	0.00000
Opitutaceae	134623	F	36	0	36	0.00001
Parachlamydiaceae	92713	F	19	0	19	0.00000
Chlamydiaceae	809	F	22	0	22	0.00000
Borreliaceae	1643685	F	122	15	137	0.00002
Spirochaetaceae	137	F	38	0	38	0.00001
Sphaerochaetaceae	2791015	F	22	11	33	0.00000
Treponemataceae	2845253	F	123	55	178	0.00003
Brachyspiraceae	143786	F	21	1	22	0.00000
Leptospiraceae	170	F	118	1	119	0.00002
Desulfovibrionaceae	194924	F	273	3	276	0.00004
Desulfococcaceae	2931039	F	35	0	35	0.00001
Desulfosarcinaceae	3031624	F	23	0	23	0.00000
Desulfobacteraceae	213119	F	10	0	10	0.00000
Desulfuromonadaceae	213421	F	14	0	14	0.00000
Geobacteraceae	213422	F	22	0	22	0.00000
Desulfocapsaceae	2886822	F	24	0	24	0.00000
Desulfobulbaceae	213121	F	10	0	10	0.00000
Pseudobdellovibrionaceae	213483	F	52	0	52	0.00001
Silvanigrellaceae	2024974	F	25	10	35	0.00001
Bacteriovoracaceae	263369	F	12	0	12	0.00000
Holophagaceae	574976	F	31	0	31	0.00000
Acanthopleuribacteraceae	533207	F	10	0	10	0.00000
Acidobacteriaceae	204434	F	33	0	33	0.00000
Vicinamibacteraceae	2211325	F	10	0	10	0.00000
Endomicrobiaceae	1783343	F	32	0	32	0.00000
Aquificaceae	64898	F	17	0	17	0.00000
Desulfurobacteriaceae	558314	F	12	0	12	0.00000
Nitrospiraceae	189779	F	12	2	14	0.00000
Thermodesulfovibrionaceae	2811504	F	12	0	12	0.00000
Streptomycetaceae	2062	F	69442	15663	85105	0.01271
Micrococcaceae	1268	F	585	62	647	0.00010
Microbacteriaceae	85023	F	536	72	608	0.00009
Cellulomonadaceae	85016	F	399	65	464	0.00007
Promicromonosporaceae	85017	F	77	74	151	0.00002
Intrasporangiaceae	85021	F	31	4	35	0.00001
Ornithinimicrobiaceae	2805590	F	23	2	25	0.00000
Dermabacteraceae	85020	F	22	9	31	0.00000
Brevibacteriaceae	85019	F	14	0	14	0.00000
Mycobacteriaceae	1762	F	311	17	328	0.00005
Nocardiaceae	85025	F	251	9	260	0.00004
Corynebacteriaceae	1653	F	151	14	165	0.00002
Gordoniaceae	85026	F	65	4	69	0.00001
Tsukamurellaceae	85028	F	23	0	23	0.00000
Dietziaceae	85029	F	11	2	13	0.00000
Nocardioidaceae	85015	F	494	13	507	0.00008
Propionibacteriaceae	31957	F	150	3	153	0.00002
Kribbellaceae	2726069	F	55	0	55	0.00001
Micromonosporaceae	28056	F	675	14	689	0.00010
