name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Plasmodiidae	1639119	F	136397	506724	643121	0.14426
Babesiidae	32594	F	1134	4019	5153	0.00116
Theileriidae	27994	F	61	75	136	0.00003
Sarcocystidae	5809	F	6373	47710	54083	0.01213
Cryptosporidiidae	35082	F	86	172	258	0.00006
Thalassiosiraceae	29202	F	3402	125	3527	0.00079
Neidiaceae	432548	F	36	0	36	0.00001
Peronosporaceae	4777	F	142	4	146	0.00003
Hominidae	9604	F	255652	1841528	2097180	0.47043
Cryptococcaceae	1884633	F	33711	131685	165396	0.03710
Trichosporonaceae	1759442	F	600	5583	6183	0.00139
Marasmiaceae	654128	F	107	163	270	0.00006
Agrocybaceae	3710399	F	25	23	48	0.00001
Ceratobasidiaceae	5250	F	23	13	36	0.00001
Ustilaginaceae	5268	F	574	4171	4745	0.00106
Malasseziaceae	742845	F	171	815	986	0.00022
Pucciniaceae	5262	F	467	1756	2223	0.00050
Sordariaceae	5148	F	1360	3412	4772	0.00107
Chaetomiaceae	35718	F	197	279	476	0.00011
Podosporaceae	2609812	F	82	90	172	0.00004
Pyriculariaceae	2528436	F	289	9	298	0.00007
Nectriaceae	110618	F	645	3993	4638	0.00104
Hypocreaceae	5129	F	625	3852	4477	0.00100
Clavicipitaceae	34397	F	86	83	169	0.00004
Ophiocordycipitaceae	474942	F	48	159	207	0.00005
Cordycipitaceae	474943	F	23	43	66	0.00001
Glomerellaceae	681950	F	345	2314	2659	0.00060
Sclerotiniaceae	28983	F	56	666	722	0.00016
Mycosphaerellaceae	93133	F	859	816	1675	0.00038
Didymellaceae	683158	F	69	78	147	0.00003
Pleosporaceae	28556	F	33	107	140	0.00003
Aspergillaceae	1131492	F	665	2529	3194	0.00072
Trichocomaceae	28568	F	44	193	237	0.00005
Onygenaceae	33184	F	177	1469	1646	0.00037
Metschnikowiaceae	27319	F	1159	2451	3610	0.00081
Debaryomycetaceae	766764	F	510	2958	3468	0.00078
Pichiaceae	1156497	F	576	1670	2246	0.00050
Saccharomycetaceae	4893	F	890	16322	17212	0.00386
Saccharomycodaceae	34365	F	36	519	555	0.00012
Trichomonascaceae	410830	F	31	233	264	0.00006
Schizosaccharomycetaceae	4894	F	156	192	348	0.00008
