name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Clavicipitaceae	34397	F	3553151	1952759	5505910	0.33494
Nectriaceae	110618	F	15335	17210	32545	0.00198
Hypocreaceae	5129	F	11155	59956	71111	0.00433
Ophiocordycipitaceae	474942	F	8844	12087	20931	0.00127
Cordycipitaceae	474943	F	343	288	631	0.00004
Glomerellaceae	681950	F	1602	9009	10611	0.00065
Sordariaceae	5148	F	5495	9482	14977	0.00091
Chaetomiaceae	35718	F	399	472	871	0.00005
Podosporaceae	2609812	F	241	161	402	0.00002
Pyriculariaceae	2528436	F	81	3	84	0.00001
Sclerotiniaceae	28983	F	101	1395	1496	0.00009
Pleosporaceae	28556	F	780	779	1559	0.00009
Didymellaceae	683158	F	131	169	300	0.00002
Mycosphaerellaceae	93133	F	797	793	1590	0.00010
Aspergillaceae	1131492	F	755	2783	3538	0.00022
Trichocomaceae	28568	F	84	427	511	0.00003
Onygenaceae	33184	F	506	5333	5839	0.00036
Metschnikowiaceae	27319	F	5582	13629	19211	0.00117
Debaryomycetaceae	766764	F	436	4215	4651	0.00028
Pichiaceae	1156497	F	1177	4285	5462	0.00033
Saccharomycetaceae	4893	F	1615	14365	15980	0.00097
Saccharomycodaceae	34365	F	19	335	354	0.00002
Trichomonascaceae	410830	F	27	279	306	0.00002
Schizosaccharomycetaceae	4894	F	109	305	414	0.00003
Cryptococcaceae	1884633	F	91674	433435	525109	0.03194
Trichosporonaceae	1759442	F	639	6718	7357	0.00045
Ceratobasidiaceae	5250	F	887	674	1561	0.00009
Marasmiaceae	654128	F	121	228	349	0.00002
Agrocybaceae	3710399	F	32	35	67	0.00000
Ustilaginaceae	5268	F	568	4620	5188	0.00032
Malasseziaceae	742845	F	134	819	953	0.00006
Pucciniaceae	5262	F	970	4189	5159	0.00031
Glomeraceae	36751	F	1128	1067	2195	0.00013
Unikaryonidae	36734	F	268	0	268	0.00002
Nosematidae	27974	F	48	10	58	0.00000
Hominidae	9604	F	277675	2478847	2756522	0.16769
Plasmodiidae	1639119	F	501707	1680120	2181827	0.13273
Babesiidae	32594	F	816	1309	2125	0.00013
