name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vibrionaceae	641	F	641183	624600	1265783	0.15893
Lysobacteraceae	32033	F	71678	40847	112525	0.01413
Rhodanobacteraceae	1775411	F	114	8	122	0.00002
Marinicellaceae	3120710	F	16	0	16	0.00000
Enterobacteriaceae	543	F	5593	192245	197838	0.02484
Morganellaceae	1903414	F	655	2468	3123	0.00039
Yersiniaceae	1903411	F	495	1009	1504	0.00019
Erwiniaceae	1903409	F	423	103	526	0.00007
Pectobacteriaceae	1903410	F	167	64	231	0.00003
Bruguierivoracaceae	2812006	F	49	1	50	0.00001
Hafniaceae	1903412	F	38	33	71	0.00001
Gallaecimonadaceae	3120698	F	11	0	11	0.00000
Pseudomonadaceae	135621	F	1666	2447	4113	0.00052
Marinobacteraceae	2887365	F	1154	5	1159	0.00015
Pseudoalteromonadaceae	267888	F	559	86	645	0.00008
Alteromonadaceae	72275	F	307	22	329	0.00004
Shewanellaceae	267890	F	251	45	296	0.00004
Colwelliaceae	267889	F	125	10	135	0.00002
Idiomarinaceae	267893	F	67	16	83	0.00001
Moritellaceae	267891	F	44	7	51	0.00001
Psychromonadaceae	267894	F	29	1	30	0.00000
Moraxellaceae	468	F	910	667	1577	0.00020
Aeromonadaceae	84642	F	616	1047	1663	0.00021
Halomonadaceae	28256	F	198	48	246	0.00003
Oceanospirillaceae	135620	F	194	14	208	0.00003
Hahellaceae	224379	F	105	1	106	0.00001
Alcanivoracaceae	224372	F	38	4	42	0.00001
Endozoicomonadaceae	2066474	F	36	0	36	0.00000
Pleioneaceae	2823145	F	11	0	11	0.00000
Pasteurellaceae	712	F	458	2399	2857	0.00036
Candidatus Pseudothioglobaceae	3399801	F	276	20	296	0.00004
Piscirickettsiaceae	135616	F	71	15	86	0.00001
Francisellaceae	34064	F	67	4	71	0.00001
Thiotrichaceae	135617	F	19	2	21	0.00000
Microbulbiferaceae	1706373	F	71	0	71	0.00001
Cellvibrionaceae	1706371	F	59	2	61	0.00001
Halieaceae	1706372	F	19	1	20	0.00000
Legionellaceae	444	F	124	2	126	0.00002
Coxiellaceae	118968	F	28	0	28	0.00000
Chromatiaceae	1046	F	62	5	67	0.00001
Sedimenticolaceae	3067276	F	17	0	17	0.00000
Ectothiorhodospiraceae	72276	F	11	0	11	0.00000
Methylococcaceae	403	F	77	2	79	0.00001
Orbaceae	1240483	F	45	20	65	0.00001
Nevskiaceae	568386	F	12	2	14	0.00000
Kangiellaceae	1920240	F	13	0	13	0.00000
Anaplasmataceae	942	F	14753	9672	24425	0.00307
Rickettsiaceae	775	F	170	2	172	0.00002
Methylobacteriaceae	119045	F	2531	216	2747	0.00034
Brucellaceae	118882	F	431	58	489	0.00006
Rhizobiaceae	82115	F	387	76	463	0.00006
Nitrobacteraceae	41294	F	324	25	349	0.00004
Phyllobacteriaceae	69277	F	286	42	328	0.00004
