name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	247016	2311116	2558132	0.57577
Cryptococcaceae	1884633	F	33342	149515	182857	0.04116
Trichosporonaceae	1759442	F	499	5714	6213	0.00140
Marasmiaceae	654128	F	105	178	283	0.00006
Agrocybaceae	3710399	F	28	29	57	0.00001
Ceratobasidiaceae	5250	F	29	17	46	0.00001
Ustilaginaceae	5268	F	606	5159	5765	0.00130
Malasseziaceae	742845	F	195	990	1185	0.00027
Pucciniaceae	5262	F	545	2423	2968	0.00067
Hypocreaceae	5129	F	534	3164	3698	0.00083
Nectriaceae	110618	F	484	2869	3353	0.00075
Clavicipitaceae	34397	F	83	72	155	0.00003
Ophiocordycipitaceae	474942	F	67	212	279	0.00006
Cordycipitaceae	474943	F	24	41	65	0.00001
Glomerellaceae	681950	F	357	1377	1734	0.00039
Sordariaceae	5148	F	454	1104	1558	0.00035
Chaetomiaceae	35718	F	260	345	605	0.00014
Podosporaceae	2609812	F	72	96	168	0.00004
Pyriculariaceae	2528436	F	208	6	214	0.00005
Sclerotiniaceae	28983	F	55	796	851	0.00019
Aspergillaceae	1131492	F	926	4020	4946	0.00111
Trichocomaceae	28568	F	52	252	304	0.00007
Onygenaceae	33184	F	90	909	999	0.00022
Mycosphaerellaceae	93133	F	997	1139	2136	0.00048
Pleosporaceae	28556	F	41	136	177	0.00004
Didymellaceae	683158	F	32	41	73	0.00002
Metschnikowiaceae	27319	F	649	1630	2279	0.00051
Debaryomycetaceae	766764	F	358	3116	3474	0.00078
Pichiaceae	1156497	F	497	1514	2011	0.00045
Saccharomycetaceae	4893	F	909	21506	22415	0.00505
Saccharomycodaceae	34365	F	41	705	746	0.00017
Schizosaccharomycetaceae	4894	F	102	134	236	0.00005
Glomeraceae	36751	F	428	360	788	0.00018
Unikaryonidae	36734	F	112	0	112	0.00003
Nosematidae	27974	F	52	10	62	0.00001
Plasmodiidae	1639119	F	143287	515654	658941	0.14831
Babesiidae	32594	F	1026	3838	4864	0.00109
Theileriidae	27994	F	62	63	125	0.00003
Sarcocystidae	5809	F	4507	23108	27615	0.00622
Cryptosporidiidae	35082	F	98	169	267	0.00006
Thalassiosiraceae	29202	F	1388	60	1448	0.00033
Neidiaceae	432548	F	49	0	49	0.00001
Peronosporaceae	4777	F	124	5	129	0.00003
Dictyosteliaceae	2058185	F	7455	17877	25332	0.00570
Hemiselmidaceae	589351	F	1136	1610	2746	0.00062
Trypanosomatidae	5654	F	448	131	579	0.00013
Trichomonadidae	181550	F	202	21	223	0.00005
Hexamitidae	5739	F	42	2	44	0.00001
Vibrionaceae	641	F	180223	198139	378362	0.08516
Lysobacteraceae	32033	F	38549	17604	56153	0.01264
Rhodanobacteraceae	1775411	F	98	12	110	0.00002
Enterobacteriaceae	543	F	4864	133892	138756	0.03123
Morganellaceae	1903414	F	680	1990	2670	0.00060
Erwiniaceae	1903409	F	594	182	776	0.00017
Yersiniaceae	1903411	F	367	1630	1997	0.00045
Pectobacteriaceae	1903410	F	111	22	133	0.00003
Hafniaceae	1903412	F	34	23	57	0.00001
Bruguierivoracaceae	2812006	F	27	1	28	0.00001
Pseudomonadaceae	135621	F	3299	5629	8928	0.00201
Marinobacteraceae	2887365	F	2787	6	2793	0.00063
Pseudoalteromonadaceae	267888	F	589	95	684	0.00015
Alteromonadaceae	72275	F	270	16	286	0.00006
Shewanellaceae	267890	F	207	31	238	0.00005
Colwelliaceae	267889	F	130	14	144	0.00003
Idiomarinaceae	267893	F	74	14	88	0.00002
Moritellaceae	267891	F	30	3	33	0.00001
Psychromonadaceae	267894	F	22	1	23	0.00001
Aeromonadaceae	84642	F	924	1318	2242	0.00050
Moraxellaceae	468	F	708	553	1261	0.00028
Oceanospirillaceae	135620	F	179	9	188	0.00004
Halomonadaceae	28256	F	148	17	165	0.00004
Hahellaceae	224379	F	55	0	55	0.00001
Alcanivoracaceae	224372	F	42	4	46	0.00001
Endozoicomonadaceae	2066474	F	29	0	29	0.00001
Pleioneaceae	2823145	F	26	0	26	0.00001
Saccharospirillaceae	255527	F	15	0	15	0.00000
Zooshikellaceae	2898533	F	14	0	14	0.00000
Pasteurellaceae	712	F	392	1285	1677	0.00038
Candidatus Pseudothioglobaceae	3399801	F	251	16	267	0.00006
Legionellaceae	444	F	104	5	109	0.00002
Coxiellaceae	118968	F	25	0	25	0.00001
Microbulbiferaceae	1706373	F	57	0	57	0.00001
Cellvibrionaceae	1706371	F	45	1	46	0.00001
Halieaceae	1706372	F	18	2	20	0.00000
Piscirickettsiaceae	135616	F	58	6	64	0.00001
Francisellaceae	34064	F	42	0	42	0.00001
Thiotrichaceae	135617	F	19	2	21	0.00000
Methylococcaceae	403	F	85	2	87	0.00002
Chromatiaceae	1046	F	48	1	49	0.00001
Ectothiorhodospiraceae	72276	F	12	0	12	0.00000
Orbaceae	1240483	F	44	23	67	0.00002
Kangiellaceae	1920240	F	13	0	13	0.00000
Methylobacteriaceae	119045	F	4678	151	4829	0.00109
Brucellaceae	118882	F	1398	23	1421	0.00032
Rhizobiaceae	82115	F	335	71	406	0.00009
Nitrobacteraceae	41294	F	295	25	320	0.00007
Phyllobacteriaceae	69277	F	185	23	208	0.00005
Stappiaceae	2821832	F	146	16	162	0.00004
Bartonellaceae	772	F	119	6	125	0.00003
Aurantimonadaceae	255475	F	98	61	159	0.00004
Alloboseaceae	2831100	F	62	2	64	0.00001
Devosiaceae	2831106	F	41	1	42	0.00001
Blastochloridaceae	2831090	F	30	3	33	0.00001
Xanthobacteraceae	335928	F	22	2	24	0.00001
Methylocystaceae	31993	F	19	0	19	0.00000
Reyranellaceae	2844375	F	19	0	19	0.00000
Pleomorphomonadaceae	2843308	F	15	1	16	0.00000
Hyphomicrobiaceae	45401	F	14	0	14	0.00000
Cohaesibacteraceae	655351	F	11	0	11	0.00000
Anaplasmataceae	942	F	8254	6272	14526	0.00327
Rickettsiaceae	775	F	139	7	146	0.00003
Azospirillaceae	2829815	F	457	45	502	0.00011
Rhodospirillaceae	41295	F	57	2	59	0.00001
Thalassospiraceae	2844866	F	29	1	30	0.00001
Rhodovibrionaceae	2844403	F	15	0	15	0.00000
Paracoccaceae	31989	F	320	72	392	0.00009
Roseobacteraceae	2854170	F	181	41	222	0.00005
Sphingomonadaceae	41297	F	185	43	228	0.00005
Erythrobacteraceae	335929	F	133	5	138	0.00003
Sphingobiaceae	3423717	F	32	18	50	0.00001
Sphingopyxidaceae	3423718	F	26	5	31	0.00001
Sphingorhabdaceae	3423719	F	16	0	16	0.00000
