name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Clavicipitaceae	34397	F	1196297	474029	1670326	0.27983
Nectriaceae	110618	F	8151	8475	16626	0.00279
Hypocreaceae	5129	F	4270	20332	24602	0.00412
Ophiocordycipitaceae	474942	F	4149	3957	8106	0.00136
Cordycipitaceae	474943	F	76	86	162	0.00003
Glomerellaceae	681950	F	696	1742	2438	0.00041
Sordariaceae	5148	F	653	784	1437	0.00024
Chaetomiaceae	35718	F	281	226	507	0.00008
Podosporaceae	2609812	F	128	77	205	0.00003
Pyriculariaceae	2528436	F	96	5	101	0.00002
Sclerotiniaceae	28983	F	70	720	790	0.00013
Mycosphaerellaceae	93133	F	977	669	1646	0.00028
Pleosporaceae	28556	F	82	129	211	0.00004
Didymellaceae	683158	F	48	38	86	0.00001
Aspergillaceae	1131492	F	691	1836	2527	0.00042
Trichocomaceae	28568	F	71	265	336	0.00006
Onygenaceae	33184	F	300	2227	2527	0.00042
Pichiaceae	1156497	F	1811	6066	7877	0.00132
Metschnikowiaceae	27319	F	746	1478	2224	0.00037
Debaryomycetaceae	766764	F	592	3915	4507	0.00076
Saccharomycetaceae	4893	F	2085	21005	23090	0.00387
Saccharomycodaceae	34365	F	34	470	504	0.00008
Trichomonascaceae	410830	F	23	168	191	0.00003
Schizosaccharomycetaceae	4894	F	137	204	341	0.00006
Cryptococcaceae	1884633	F	21452	79394	100846	0.01689
Trichosporonaceae	1759442	F	109	869	978	0.00016
Ceratobasidiaceae	5250	F	271	151	422	0.00007
Marasmiaceae	654128	F	216	302	518	0.00009
Agrocybaceae	3710399	F	33	27	60	0.00001
Ustilaginaceae	5268	F	922	5920	6842	0.00115
Malasseziaceae	742845	F	216	911	1127	0.00019
Pucciniaceae	5262	F	740	2368	3108	0.00052
Glomeraceae	36751	F	737	1008	1745	0.00029
Unikaryonidae	36734	F	624	0	624	0.00010
Nosematidae	27974	F	65	17	82	0.00001
Hominidae	9604	F	304638	1936612	2241250	0.37548
Plasmodiidae	1639119	F	132182	359231	491413	0.08233
Babesiidae	32594	F	2727	3151	5878	0.00098
Theileriidae	27994	F	65	46	111	0.00002
Sarcocystidae	5809	F	7473	35365	42838	0.00718
Cryptosporidiidae	35082	F	121	158	279	0.00005
Thalassiosiraceae	29202	F	3087	100	3187	0.00053
Neidiaceae	432548	F	36	0	36	0.00001
Peronosporaceae	4777	F	145	6	151	0.00003
Dictyosteliaceae	2058185	F	6541	11101	17642	0.00296
Trypanosomatidae	5654	F	494	87	581	0.00010
Cryptomonadaceae	2896	F	433	2497	2930	0.00049
Hemiselmidaceae	589351	F	23	22	45	0.00001
