name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vibrionaceae	641	F	1748032	1878144	3626176	0.26342
Lysobacteraceae	32033	F	48940	22977	71917	0.00522
Rhodanobacteraceae	1775411	F	157	11	168	0.00001
Enterobacteriaceae	543	F	15421	795981	811402	0.05894
Morganellaceae	1903414	F	1524	5568	7092	0.00052
Yersiniaceae	1903411	F	903	1820	2723	0.00020
Erwiniaceae	1903409	F	583	115	698	0.00005
Pectobacteriaceae	1903410	F	207	72	279	0.00002
Hafniaceae	1903412	F	31	26	57	0.00000
Bruguierivoracaceae	2812006	F	28	0	28	0.00000
Budviciaceae	1903416	F	11	1	12	0.00000
Pseudomonadaceae	135621	F	1983	3062	5045	0.00037
Marinobacteraceae	2887365	F	931	8	939	0.00007
Ketobacteraceae	3085096	F	11	0	11	0.00000
Pseudoalteromonadaceae	267888	F	781	111	892	0.00006
Alteromonadaceae	72275	F	405	28	433	0.00003
Idiomarinaceae	267893	F	323	66	389	0.00003
Shewanellaceae	267890	F	275	39	314	0.00002
Colwelliaceae	267889	F	172	10	182	0.00001
Moritellaceae	267891	F	55	6	61	0.00000
Psychromonadaceae	267894	F	48	3	51	0.00000
Ferrimonadaceae	267892	F	11	1	12	0.00000
Moraxellaceae	468	F	1145	959	2104	0.00015
Aeromonadaceae	84642	F	737	1229	1966	0.00014
Oceanospirillaceae	135620	F	198	19	217	0.00002
Halomonadaceae	28256	F	171	43	214	0.00002
Hahellaceae	224379	F	74	0	74	0.00001
Endozoicomonadaceae	2066474	F	32	0	32	0.00000
Pleioneaceae	2823145	F	30	0	30	0.00000
Saccharospirillaceae	255527	F	25	1	26	0.00000
Alcanivoracaceae	224372	F	19	2	21	0.00000
Zooshikellaceae	2898533	F	13	3	16	0.00000
Pasteurellaceae	712	F	554	3854	4408	0.00032
Candidatus Pseudothioglobaceae	3399801	F	250	21	271	0.00002
Legionellaceae	444	F	162	1	163	0.00001
Coxiellaceae	118968	F	28	0	28	0.00000
Piscirickettsiaceae	135616	F	83	9	92	0.00001
Francisellaceae	34064	F	77	17	94	0.00001
Thiotrichaceae	135617	F	15	1	16	0.00000
