name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	247039	1600919	1847958	0.49855
Cryptococcaceae	1884633	F	47559	137490	185049	0.04992
Trichosporonaceae	1759442	F	173	1424	1597	0.00043
Marasmiaceae	654128	F	74	85	159	0.00004
Agrocybaceae	3710399	F	29	21	50	0.00001
Ceratobasidiaceae	5250	F	50	19	69	0.00002
Ustilaginaceae	5268	F	1109	6885	7994	0.00216
Malasseziaceae	742845	F	141	576	717	0.00019
Pucciniaceae	5262	F	390	1181	1571	0.00042
Nectriaceae	110618	F	543	2579	3122	0.00084
Hypocreaceae	5129	F	411	2742	3153	0.00085
Clavicipitaceae	34397	F	92	103	195	0.00005
Ophiocordycipitaceae	474942	F	63	216	279	0.00008
Cordycipitaceae	474943	F	47	91	138	0.00004
Glomerellaceae	681950	F	439	1097	1536	0.00041
Sordariaceae	5148	F	560	1616	2176	0.00059
Chaetomiaceae	35718	F	240	347	587	0.00016
Podosporaceae	2609812	F	81	101	182	0.00005
Pyriculariaceae	2528436	F	197	16	213	0.00006
Sclerotiniaceae	28983	F	63	668	731	0.00020
Mycosphaerellaceae	93133	F	1598	1470	3068	0.00083
Pleosporaceae	28556	F	54	190	244	0.00007
Didymellaceae	683158	F	35	37	72	0.00002
Aspergillaceae	1131492	F	919	3262	4181	0.00113
Trichocomaceae	28568	F	69	250	319	0.00009
Onygenaceae	33184	F	67	496	563	0.00015
Metschnikowiaceae	27319	F	545	1023	1568	0.00042
Debaryomycetaceae	766764	F	416	2724	3140	0.00085
Pichiaceae	1156497	F	463	1060	1523	0.00041
Saccharomycetaceae	4893	F	946	14284	15230	0.00411
Saccharomycodaceae	34365	F	30	381	411	0.00011
Trichomonascaceae	410830	F	21	129	150	0.00004
Schizosaccharomycetaceae	4894	F	137	111	248	0.00007
Glomeraceae	36751	F	493	292	785	0.00021
Unikaryonidae	36734	F	62	0	62	0.00002
Nosematidae	27974	F	50	7	57	0.00002
Plasmodiidae	1639119	F	205785	492124	697909	0.18828
Babesiidae	32594	F	599	1070	1669	0.00045
Theileriidae	27994	F	72	25	97	0.00003
Sarcocystidae	5809	F	3106	5726	8832	0.00238
Cryptosporidiidae	35082	F	74	72	146	0.00004
Thalassiosiraceae	29202	F	987	32	1019	0.00027
Neidiaceae	432548	F	27	0	27	0.00001
Peronosporaceae	4777	F	371	13	384	0.00010
Dictyosteliaceae	2058185	F	20141	35255	55396	0.01494
Trypanosomatidae	5654	F	485	85	570	0.00015
Trichomonadidae	181550	F	207	16	223	0.00006
Hexamitidae	5739	F	72	2	74	0.00002
Hemiselmidaceae	589351	F	43	43	86	0.00002
Cyanidiaceae	265316	F	19	4	23	0.00001
