name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vibrionaceae	641	F	599544	660052	1259596	0.18434
Lysobacteraceae	32033	F	64112	34601	98713	0.01445
Rhodanobacteraceae	1775411	F	68	12	80	0.00001
Marinicellaceae	3120710	F	16	0	16	0.00000
Enterobacteriaceae	543	F	7443	315325	322768	0.04724
Morganellaceae	1903414	F	914	1944	2858	0.00042
Yersiniaceae	1903411	F	445	2262	2707	0.00040
Erwiniaceae	1903409	F	378	84	462	0.00007
Pectobacteriaceae	1903410	F	124	27	151	0.00002
Hafniaceae	1903412	F	29	24	53	0.00001
Bruguierivoracaceae	2812006	F	26	1	27	0.00000
Gallaecimonadaceae	3120698	F	11	0	11	0.00000
Pseudomonadaceae	135621	F	1589	2847	4436	0.00065
Marinobacteraceae	2887365	F	623	5	628	0.00009
Pseudoalteromonadaceae	267888	F	429	57	486	0.00007
Alteromonadaceae	72275	F	271	17	288	0.00004
Shewanellaceae	267890	F	236	48	284	0.00004
Idiomarinaceae	267893	F	108	24	132	0.00002
Colwelliaceae	267889	F	86	5	91	0.00001
Psychromonadaceae	267894	F	28	1	29	0.00000
Moritellaceae	267891	F	19	2	21	0.00000
Moraxellaceae	468	F	761	681	1442	0.00021
Aeromonadaceae	84642	F	653	1011	1664	0.00024
Oceanospirillaceae	135620	F	156	11	167	0.00002
Halomonadaceae	28256	F	132	27	159	0.00002
Hahellaceae	224379	F	74	0	74	0.00001
Pleioneaceae	2823145	F	24	0	24	0.00000
Alcanivoracaceae	224372	F	21	2	23	0.00000
Endozoicomonadaceae	2066474	F	15	0	15	0.00000
Saccharospirillaceae	255527	F	12	1	13	0.00000
Zooshikellaceae	2898533	F	11	10	21	0.00000
Pasteurellaceae	712	F	374	1891	2265	0.00033
Candidatus Pseudothioglobaceae	3399801	F	184	16	200	0.00003
Microbulbiferaceae	1706373	F	58	0	58	0.00001
Cellvibrionaceae	1706371	F	51	5	56	0.00001
Halieaceae	1706372	F	12	1	13	0.00000
Piscirickettsiaceae	135616	F	50	8	58	0.00001
Francisellaceae	34064	F	49	0	49	0.00001
Thiotrichaceae	135617	F	18	4	22	0.00000
Legionellaceae	444	F	91	6	97	0.00001
Coxiellaceae	118968	F	15	0	15	0.00000
Methylococcaceae	403	F	86	4	90	0.00001
Chromatiaceae	1046	F	42	1	43	0.00001
Sedimenticolaceae	3067276	F	14	0	14	0.00000
Orbaceae	1240483	F	51	14	65	0.00001
Kangiellaceae	1920240	F	18	0	18	0.00000
Anaplasmataceae	942	F	12098	9064	21162	0.00310
Rickettsiaceae	775	F	129	2	131	0.00002
Methylobacteriaceae	119045	F	3417	423	3840	0.00056
Brucellaceae	118882	F	370	25	395	0.00006
Rhizobiaceae	82115	F	276	43	319	0.00005
Nitrobacteraceae	41294	F	242	16	258	0.00004
Phyllobacteriaceae	69277	F	159	28	187	0.00003
Bartonellaceae	772	F	110	5	115	0.00002
Aurantimonadaceae	255475	F	70	17	87	0.00001
Stappiaceae	2821832	F	51	6	57	0.00001
Devosiaceae	2831106	F	31	0	31	0.00000
Alloboseaceae	2831100	F	27	2	29	0.00000
Reyranellaceae	2844375	F	23	0	23	0.00000
Xanthobacteraceae	335928	F	20	2	22	0.00000
Hyphomicrobiaceae	45401	F	14	0	14	0.00000
Blastochloridaceae	2831090	F	14	1	15	0.00000
Azospirillaceae	2829815	F	532	54	586	0.00009
Rhodospirillaceae	41295	F	21	0	21	0.00000
Thalassospiraceae	2844866	F	16	2	18	0.00000
Paracoccaceae	31989	F	339	44	383	0.00006
Roseobacteraceae	2854170	F	170	31	201	0.00003
Sphingomonadaceae	41297	F	200	25	225	0.00003
Erythrobacteraceae	335929	F	70	3	73	0.00001
Sphingobiaceae	3423717	F	44	26	70	0.00001
