name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptomycetaceae	2062	F	287367	131040	418407	0.08801
Cellulomonadaceae	85016	F	2855	786	3641	0.00077
Micrococcaceae	1268	F	1093	221	1314	0.00028
Microbacteriaceae	85023	F	907	199	1106	0.00023
Dermabacteraceae	85020	F	67	47	114	0.00002
Promicromonosporaceae	85017	F	58	79	137	0.00003
Brevibacteriaceae	85019	F	39	58	97	0.00002
Intrasporangiaceae	85021	F	31	7	38	0.00001
Ornithinimicrobiaceae	2805590	F	26	21	47	0.00001
Mycobacteriaceae	1762	F	745	9	754	0.00016
Nocardiaceae	85025	F	326	9	335	0.00007
Corynebacteriaceae	1653	F	206	25	231	0.00005
Gordoniaceae	85026	F	192	4	196	0.00004
Nocardioidaceae	85015	F	403	26	429	0.00009
Kribbellaceae	2726069	F	84	2	86	0.00002
Propionibacteriaceae	31957	F	59	6	65	0.00001
Pseudonocardiaceae	2070	F	508	22	530	0.00011
Streptosporangiaceae	2004	F	318	14	332	0.00007
Thermomonosporaceae	2012	F	78	11	89	0.00002
Nocardiopsidaceae	83676	F	56	2	58	0.00001
Micromonosporaceae	28056	F	464	26	490	0.00010
Actinomycetaceae	2049	F	119	7	126	0.00003
Candidatus Nanopelagicaceae	2162846	F	95	0	95	0.00002
Bifidobacteriaceae	31953	F	61	20	81	0.00002
Jatrophihabitantaceae	2805416	F	36	1	37	0.00001
Kineosporiaceae	83778	F	26	1	27	0.00001
Geodermatophilaceae	85030	F	21	1	22	0.00000
Nakamurellaceae	85031	F	17	0	17	0.00000
Frankiaceae	74712	F	15	300	315	0.00007
Catenulisporaceae	414877	F	13	0	13	0.00000
Egibacteraceae	1747769	F	83	1	84	0.00002
Iamiaceae	633392	F	46	1	47	0.00001
Candidatus Poriferisodalaceae	2983189	F	13	0	13	0.00000
Baekduiaceae	2600303	F	11	0	11	0.00000
Conexibacteraceae	320583	F	10	2	12	0.00000
Bacillaceae	186817	F	8178	11744	19922	0.00419
Paenibacillaceae	186822	F	1386	261	1647	0.00035
Staphylococcaceae	90964	F	544	734	1278	0.00027
Caryophanaceae	186818	F	247	57	304	0.00006
Listeriaceae	186820	F	66	19	85	0.00002
Pasteuriaceae	538998	F	52	83	135	0.00003
Anoxybacillaceae	3120669	F	40	13	53	0.00001
Fictibacillaceae	3120697	F	35	5	40	0.00001
Gemellaceae	539738	F	29	2	31	0.00001
Alicyclobacillaceae	186823	F	24	0	24	0.00001
Thermoactinomycetaceae	186824	F	19	0	19	0.00000
Lactobacillaceae	33958	F	1780	423	2203	0.00046
Streptococcaceae	1300	F	394	334	728	0.00015
Enterococcaceae	81852	F	255	2185	2440	0.00051
Carnobacteriaceae	186828	F	52	23	75	0.00002
Aerococcaceae	186827	F	21	20	41	0.00001
Clostridiaceae	31979	F	1334	331	1665	0.00035
Oscillospiraceae	216572	F	95	33	128	0.00003
Desulfitobacteriaceae	2937909	F	95	11	106	0.00002
Peptococcaceae	186807	F	19	1	20	0.00000
Butyricicoccaceae	3085642	F	17	0	17	0.00000
Syntrophomonadaceae	68298	F	16	0	16	0.00000
Eubacteriaceae	186806	F	15	11	26	0.00001
Fusibacteraceae	3679999	F	10	0	10	0.00000
Lachnospiraceae	186803	F	1111	137	1248	0.00026
Vallitaleaceae	2603322	F	12	0	12	0.00000
Defluviitaleaceae	1185407	F	10	1	11	0.00000
Neomoorellaceae	3039168	F	735	4	739	0.00016
Peptostreptococcaceae	186804	F	308	549	857	0.00018
Anaerovoracaceae	543314	F	63	2	65	0.00001
Caminicellaceae	3118654	F	32	1	33	0.00001
Natronincolaceae	3118656	F	26	1	27	0.00001
Natranaerofabaceae	2807496	F	68	0	68	0.00001
Halothermotrichaceae	3046412	F	22	0	22	0.00000
Halanaerobiaceae	972	F	12	0	12	0.00000
Thermoanaerobacteraceae	186814	F	42	7	49	0.00001
Acetivibrionaceae	3120654	F	12	4	16	0.00000
Veillonellaceae	31977	F	130	32	162	0.00003
Sporomusaceae	1843490	F	56	5	61	0.00001
Selenomonadaceae	1843491	F	22	1	23	0.00000
Acidaminococcaceae	909930	F	48	0	48	0.00001
Peptoniphilaceae	1570339	F	90	73	163	0.00003
Tissierellaceae	1737406	F	25	1	26	0.00001
Thermohalobacteraceae	2848916	F	12	0	12	0.00000
Limnochordaceae	1676650	F	150	0	150	0.00003
Erysipelotrichaceae	128827	F	64	116	180	0.00004
Coprobacillaceae	2810280	F	45	23	68	0.00001
Caldicellulosiruptoraceae	3071002	F	95	27	122	0.00003
Spiroplasmataceae	2131	F	10096	7	10103	0.00213
Mycoplasmataceae	2092	F	161	23	184	0.00004
Acholeplasmataceae	2146	F	61	7	68	0.00001
Candidatus Izemoplasmataceae	2975520	F	17	1	18	0.00000
Metamycoplasmataceae	2895623	F	151	17	168	0.00004
Mycoplasmoidaceae	2790998	F	19	1	20	0.00000
Nostocaceae	1162	F	403	6	409	0.00009
Nodulariaceae	3079761	F	38	5	43	0.00001
Aphanizomenonaceae	1892259	F	24	9	33	0.00001
Hapalosiphonaceae	1892263	F	19	3	22	0.00000
Tolypothrichaceae	119859	F	15	0	15	0.00000
Chlorogloeopsidaceae	1892261	F	15	0	15	0.00000
Calotrichaceae	2661849	F	13	0	13	0.00000
Scytonemataceae	1182	F	10	0	10	0.00000
Geminocystaceae	2815910	F	102	3	105	0.00002
Microcystaceae	1890449	F	33	0	33	0.00001
Aphanothecaceae	1890450	F	30	0	30	0.00001
Halothecacae	3079756	F	10	0	10	0.00000
Microcoleaceae	1892252	F	50	0	50	0.00001
Oscillatoriaceae	1892254	F	14	0	14	0.00000
Synechococcaceae	1890426	F	110	12	122	0.00003
Prochlorococcaceae	2881426	F	76	5	81	0.00002
Leptolyngbyaceae	1890438	F	34	5	39	0.00001
Pseudanabaenaceae	1890436	F	25	1	26	0.00001
Desertifilaceae	1969992	F	14	0	14	0.00000
Gloeobacteraceae	1890422	F	13	0	13	0.00000
Oculatellaceae	2303507	F	11	0	11	0.00000
Chloroflexaceae	1106	F	45	0	45	0.00001
Anaerolineaceae	292628	F	44	1	45	0.00001
Dehalococcoidaceae	1202464	F	18	0	18	0.00000
Vibrionaceae	641	F	195023	224173	419196	0.08817
Lysobacteraceae	32033	F	25079	8893	33972	0.00715
Rhodanobacteraceae	1775411	F	57	9	66	0.00001
Enterobacteriaceae	543	F	6190	267816	274006	0.05763
Morganellaceae	1903414	F	929	1105	2034	0.00043
Erwiniaceae	1903409	F	379	69	448	0.00009
Yersiniaceae	1903411	F	349	953	1302	0.00027
Pectobacteriaceae	1903410	F	96	18	114	0.00002
Hafniaceae	1903412	F	28	17	45	0.00001
Bruguierivoracaceae	2812006	F	16	0	16	0.00000
Marinobacteraceae	2887365	F	4141	8	4149	0.00087
Pseudomonadaceae	135621	F	2323	1966	4289	0.00090
Pseudohongiellaceae	3085095	F	12	0	12	0.00000
Pseudoalteromonadaceae	267888	F	462	72	534	0.00011
Alteromonadaceae	72275	F	249	14	263	0.00006
Shewanellaceae	267890	F	210	33	243	0.00005
Colwelliaceae	267889	F	131	9	140	0.00003
Idiomarinaceae	267893	F	73	12	85	0.00002
Psychromonadaceae	267894	F	28	1	29	0.00001
Moritellaceae	267891	F	22	2	24	0.00001
Moraxellaceae	468	F	669	509	1178	0.00025
Aeromonadaceae	84642	F	609	695	1304	0.00027
Oceanospirillaceae	135620	F	142	7	149	0.00003
Halomonadaceae	28256	F	105	14	119	0.00003
Hahellaceae	224379	F	78	0	78	0.00002
Alcanivoracaceae	224372	F	48	3	51	0.00001
Pleioneaceae	2823145	F	28	0	28	0.00001
Endozoicomonadaceae	2066474	F	15	0	15	0.00000
Saccharospirillaceae	255527	F	11	1	12	0.00000
Pasteurellaceae	712	F	315	889	1204	0.00025
Candidatus Pseudothioglobaceae	3399801	F	185	13	198	0.00004
Piscirickettsiaceae	135616	F	54	9	63	0.00001
Francisellaceae	34064	F	37	0	37	0.00001
Thiotrichaceae	135617	F	32	11	43	0.00001
Microbulbiferaceae	1706373	F	55	0	55	0.00001
Cellvibrionaceae	1706371	F	42	1	43	0.00001
Halieaceae	1706372	F	13	2	15	0.00000
Legionellaceae	444	F	87	6	93	0.00002
Coxiellaceae	118968	F	20	0	20	0.00000
Methylococcaceae	403	F	71	2	73	0.00002
Chromatiaceae	1046	F	33	1	34	0.00001
Ectothiorhodospiraceae	72276	F	13	0	13	0.00000
Sedimenticolaceae	3067276	F	10	0	10	0.00000
Orbaceae	1240483	F	40	14	54	0.00001
Cardiobacteriaceae	868	F	12	0	12	0.00000
Kangiellaceae	1920240	F	10	0	10	0.00000
Methylobacteriaceae	119045	F	5929	5044	10973	0.00231
Brucellaceae	118882	F	1142	17	1159	0.00024
Rhizobiaceae	82115	F	397	59	456	0.00010
Nitrobacteraceae	41294	F	239	19	258	0.00005
Phyllobacteriaceae	69277	F	194	16	210	0.00004
Bartonellaceae	772	F	90	3	93	0.00002
Stappiaceae	2821832	F	88	11	99	0.00002
Aurantimonadaceae	255475	F	61	25	86	0.00002
Alloboseaceae	2831100	F	36	0	36	0.00001
Reyranellaceae	2844375	F	35	1	36	0.00001
Hyphomicrobiaceae	45401	F	16	0	16	0.00000
Devosiaceae	2831106	F	16	0	16	0.00000
Parvibaculaceae	2813035	F	11	11	22	0.00000
Xanthobacteraceae	335928	F	10	0	10	0.00000
Anaplasmataceae	942	F	6447	5168	11615	0.00244
Rickettsiaceae	775	F	90	1	91	0.00002
Azospirillaceae	2829815	F	404	46	450	0.00009
Rhodospirillaceae	41295	F	73	2	75	0.00002
Thalassospiraceae	2844866	F	14	2	16	0.00000
