"gene_id","Diet 33","Diet 50","Diet 83","intersection"
"LOC126285089",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285111",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285114",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285116",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285144",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285146",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285150",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285182",FALSE,FALSE,TRUE,"Diet 83"
"LOC126285233",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285239",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126285250",FALSE,FALSE,TRUE,"Diet 83"
"LOC126285253",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126285254",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126285286",TRUE,FALSE,FALSE,"Diet 33"
"LOC126285309",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285310",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285316",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285335",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126285340",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285344",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285360",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285375",TRUE,FALSE,FALSE,"Diet 33"
"LOC126285378",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126285386",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126285399",FALSE,TRUE,FALSE,"Diet 50"
"LOC126285411",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126285413",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126285438",TRUE,FALSE,FALSE,"Diet 33"
"LOC126285457",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126285462",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126285464",FALSE,TRUE,FALSE,"Diet 50"
"LOC126287492",FALSE,TRUE,FALSE,"Diet 50"
"LOC126288932",FALSE,TRUE,FALSE,"Diet 50"
"LOC126291091",FALSE,TRUE,FALSE,"Diet 50"
"LOC126291424",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126291459",FALSE,FALSE,TRUE,"Diet 83"
