"Diet","PC1_control","PC2_control","PC1_infected","PC2_infected"
"33",-47.7676411453587,5.03143030197478,26.8577701523226,-9.91046157488262
"50",-47.5393385025891,6.87578472788455,44.3968073061824,-7.25699244359104
"83",-36.4312334141289,13.675233104102,38.8894926342342,-2.9490443405967
