"set_id","gene_id"
"infection_diet33_down","LOC126292163"
"infection_diet33_down","LOC126292192"
"infection_diet33_down","LOC126292317"
"infection_diet33_down","LOC126293200"
"infection_diet33_down","LOC126293286"
"infection_diet33_down","LOC126293292"
"infection_diet33_down","LOC126293368"
"infection_diet33_down","LOC126293483"
"infection_diet33_down","LOC126293542"
"infection_diet33_down","LOC126293679"
"infection_diet33_down","LOC126293737"
"infection_diet33_down","LOC126295053"
"infection_diet33_down","LOC126295285"
"infection_diet33_down","LOC126295329"
"infection_diet33_down","LOC126295330"
"infection_diet33_down","LOC126295441"
"infection_diet33_down","LOC126295442"
"infection_diet33_down","LOC126295444"
"infection_diet33_down","LOC126297379"
"infection_diet33_down","LOC126297427"
"infection_diet33_down","LOC126297442"
"infection_diet33_down","LOC126297477"
"infection_diet33_down","LOC126297494"
"infection_diet33_down","LOC126297748"
"infection_diet33_down","LOC126297976"
"infection_diet33_down","LOC126298162"
"infection_diet33_down","LOC126298232"
"infection_diet33_down","LOC126298275"
"infection_diet33_down","LOC126298299"
"infection_diet33_down","LOC126298316"
"infection_diet33_down","LOC126298550"
"infection_diet33_down","LOC126298596"
"infection_diet33_down","LOC126298660"
"infection_diet33_down","LOC126298731"
"infection_diet33_down","LOC126298942"
"infection_diet33_down","LOC126298944"
"infection_diet33_down","LOC126298961"
"infection_diet33_down","LOC126298976"
"infection_diet33_down","LOC126298991"
"infection_diet33_down","LOC126299109"
"infection_diet33_down","LOC126299116"
"infection_diet33_down","LOC126299150"
"infection_diet33_down","LOC126299171"
"infection_diet33_down","LOC126299197"
"infection_diet33_down","LOC126299232"
"infection_diet33_down","LOC126299352"
"infection_diet33_down","LOC126299364"
"infection_diet33_down","LOC126299530"
"infection_diet33_down","LOC126299546"
"infection_diet33_down","LOC126305900"
"infection_diet33_down","LOC126306122"
"infection_diet33_down","LOC126320089"
"infection_diet33_down","LOC126320407"
"infection_diet33_down","LOC126320492"
"infection_diet33_down","LOC126320756"
"infection_diet33_down","LOC126320956"
"infection_diet33_down","LOC126322655"
"infection_diet33_down","LOC126322885"
"infection_diet33_down","LOC126324086"
"infection_diet33_down","LOC126324213"
"infection_diet33_down","LOC126324558"
"infection_diet33_down","LOC126325353"
"infection_diet33_down","LOC126326240"
"infection_diet33_down","LOC126327089"
"infection_diet33_down","LOC126330497"
"infection_diet33_down","LOC126331446"
"infection_diet33_down","LOC126331791"
"infection_diet33_down","LOC126331858"
"infection_diet33_down","LOC126332601"
"infection_diet33_down","LOC126333363"
"infection_diet33_down","LOC126334647"
"infection_diet33_down","LOC126334694"
"infection_diet33_down","LOC126334736"
"infection_diet33_down","LOC126334753"
"infection_diet33_down","LOC126334907"
"infection_diet33_down","LOC126334943"
"infection_diet33_down","LOC126334991"
"infection_diet33_down","LOC126334992"
"infection_diet33_down","LOC126335014"
"infection_diet33_down","LOC126335147"
"infection_diet33_down","LOC126335148"
"infection_diet33_down","LOC126335155"
"infection_diet33_down","LOC126335202"
"infection_diet33_down","LOC126335256"
"infection_diet33_down","LOC126335259"
"infection_diet33_down","LOC126335309"
"infection_diet33_down","LOC126335320"
"infection_diet33_down","LOC126335321"
"infection_diet33_down","LOC126335345"
"infection_diet33_down","LOC126335355"
"infection_diet33_down","LOC126335453"
"infection_diet33_down","LOC126335465"
"infection_diet33_down","LOC126335505"
"infection_diet33_down","LOC126335538"
"infection_diet33_down","LOC126335543"
"infection_diet33_down","LOC126335641"
"infection_diet33_down","LOC126335665"
"infection_diet33_down","LOC126335667"
"infection_diet33_down","LOC126336041"
"infection_diet33_down","LOC126336201"
"infection_diet33_down","LOC126336205"
"infection_diet33_down","LOC126336251"
"infection_diet33_down","LOC126336286"
"infection_diet33_down","LOC126336345"
"infection_diet33_down","LOC126336399"
"infection_diet33_down","LOC126336409"
"infection_diet33_down","LOC126336435"
"infection_diet33_down","LOC126336460"
"infection_diet33_down","LOC126336464"
"infection_diet33_down","LOC126336473"
"infection_diet33_down","LOC126336529"
"infection_diet33_down","LOC126336531"
"infection_diet33_down","LOC126336532"
"infection_diet33_down","LOC126336533"
"infection_diet33_down","LOC126336534"
"infection_diet33_down","LOC126336535"
"infection_diet33_down","LOC126336538"
"infection_diet33_down","LOC126336539"
"infection_diet33_down","LOC126336542"
"infection_diet33_down","LOC126336543"
"infection_diet33_down","LOC126336561"
"infection_diet33_down","LOC126336597"
"infection_diet33_down","LOC126336602"
"infection_diet33_down","LOC126336625"
"infection_diet33_down","LOC126336646"
"infection_diet33_down","LOC126336692"
"infection_diet33_down","LOC126336695"
"infection_diet33_down","LOC126336714"
"infection_diet33_down","LOC126336735"
"infection_diet33_down","LOC126336750"
"infection_diet33_down","LOC126336759"
"infection_diet33_down","LOC126336833"
"infection_diet33_down","LOC126336852"
"infection_diet33_down","LOC126336866"
"infection_diet33_down","LOC126336874"
"infection_diet33_down","LOC126336875"
"infection_diet33_down","LOC126336876"
"infection_diet33_down","LOC126336893"
"infection_diet33_down","LOC126336902"
"infection_diet33_down","LOC126336939"
"infection_diet33_down","LOC126336948"
"infection_diet33_down","LOC126336958"
"infection_diet33_down","LOC126336962"
"infection_diet33_down","LOC126337018"
"infection_diet33_down","LOC126337056"
"infection_diet33_down","LOC126337058"
"infection_diet33_down","LOC126339150"
"infection_diet33_down","LOC126339739"
"infection_diet33_down","LOC126340356"
"infection_diet33_down","LOC126341237"
"infection_diet33_down","LOC126341744"
"infection_diet33_down","LOC126341869"
"infection_diet33_down","LOC126342775"
"infection_diet33_down","LOC126343426"
"infection_diet33_down","LOC126343848"
"infection_diet33_down","LOC126344004"
"infection_diet33_down","LOC126347864"
"infection_diet33_down","LOC126351946"
"infection_diet33_down","LOC126353777"
"infection_diet33_down","LOC126353822"
"infection_diet33_down","LOC126353910"
"infection_diet33_down","LOC126353994"
"infection_diet33_down","LOC126354039"
"infection_diet33_down","LOC126354172"
"infection_diet33_down","LOC126354185"
"infection_diet33_down","LOC126354197"
"infection_diet33_down","LOC126354198"
"infection_diet33_down","LOC126354241"
"infection_diet33_down","LOC126354282"
"infection_diet33_down","LOC126354283"
"infection_diet33_down","LOC126354284"
"infection_diet33_down","LOC126354322"
"infection_diet33_down","LOC126354344"
"infection_diet33_down","LOC126354407"
"infection_diet33_down","LOC126354460"
"infection_diet33_down","LOC126354501"
"infection_diet33_down","LOC126354521"
"infection_diet33_down","LOC126354542"
"infection_diet33_down","LOC126354547"
"infection_diet33_down","LOC126354550"
"infection_diet33_down","LOC126354561"
"infection_diet33_down","LOC126354567"
"infection_diet33_down","LOC126354588"
"infection_diet33_down","LOC126354594"
"infection_diet33_down","LOC126354620"
"infection_diet33_down","LOC126354701"
"infection_diet33_down","LOC126354707"
"infection_diet33_down","LOC126354710"
"infection_diet33_down","LOC126354750"
"infection_diet33_down","LOC126354826"
"infection_diet33_down","LOC126354828"
"infection_diet33_down","LOC126354923"
"infection_diet33_down","LOC126354924"
"infection_diet33_down","LOC126354926"
"infection_diet33_down","LOC126354927"
"infection_diet33_down","LOC126354946"
"infection_diet33_down","LOC126355040"
"infection_diet33_down","LOC126355148"
"infection_diet33_down","LOC126355184"
"infection_diet33_down","LOC126355249"
"infection_diet33_down","LOC126355286"
"infection_diet33_down","LOC126355366"
"infection_diet33_down","LOC126355419"
"infection_diet33_down","LOC126355449"
"infection_diet33_down","LOC126355457"
"infection_diet33_down","LOC126355466"
"infection_diet33_down","LOC126355480"
"infection_diet33_down","LOC126355561"
"infection_diet33_down","LOC126355701"
"infection_diet33_down","LOC126355702"
"infection_diet33_down","LOC126355724"
"infection_diet33_down","LOC126355736"
"infection_diet33_down","LOC126355749"
"infection_diet33_down","LOC126355751"
"infection_diet33_down","LOC126355798"
"infection_diet33_down","LOC126355799"
"infection_diet33_down","LOC126355818"
"infection_diet33_down","LOC126355885"
"infection_diet33_down","LOC126355893"
"infection_diet33_down","LOC126355919"
"infection_diet33_down","LOC126355941"
"infection_diet33_down","LOC126355944"
"infection_diet33_down","LOC126355949"
"infection_diet33_down","LOC126355954"
"infection_diet33_down","LOC126355970"
"infection_diet33_down","LOC126356006"
"infection_diet33_down","LOC126356015"
"infection_diet33_down","LOC126356039"
"infection_diet33_down","LOC126356130"
"infection_diet33_down","LOC126356137"
"infection_diet33_down","LOC126356140"
"infection_diet33_down","LOC126356215"
"infection_diet33_down","LOC126356362"
"infection_diet33_down","LOC126358228"
"infection_diet33_down","LOC126359288"
"infection_diet33_down","LOC126359832"
"infection_diet33_down","LOC126361173"
"infection_diet33_down","LOC126361668"
"infection_diet33_down","LOC126365770"
"infection_diet33_down","LOC126365797"
"infection_diet33_down","LOC126365943"
"infection_diet50_up","LOC126266590"
"infection_diet50_up","LOC126266641"
"infection_diet50_up","LOC126266645"
"infection_diet50_up","LOC126266672"
"infection_diet50_up","LOC126266674"
"infection_diet50_up","LOC126266677"
"infection_diet50_up","LOC126266728"
"infection_diet50_up","LOC126266748"
"infection_diet50_up","LOC126266759"
"infection_diet50_up","LOC126266760"
"infection_diet50_up","LOC126266789"
"infection_diet50_up","LOC126266799"
"infection_diet50_up","LOC126266819"
"infection_diet50_up","LOC126266859"
"infection_diet50_up","LOC126266899"
"infection_diet50_up","LOC126266948"
"infection_diet50_up","LOC126266982"
"infection_diet50_up","LOC126266984"
"infection_diet50_up","LOC126266988"
"infection_diet50_up","LOC126267002"
"infection_diet50_up","LOC126267013"
"infection_diet50_up","LOC126267038"
"infection_diet50_up","LOC126267041"
"infection_diet50_up","LOC126267056"
"infection_diet50_up","LOC126267061"
"infection_diet50_up","LOC126267107"
"infection_diet50_up","LOC126267114"
"infection_diet50_up","LOC126267131"
"infection_diet50_up","LOC126267133"
"infection_diet50_up","LOC126267139"
"infection_diet50_up","LOC126267153"
"infection_diet50_up","LOC126267154"
"infection_diet50_up","LOC126267159"
"infection_diet50_up","LOC126267162"
"infection_diet50_up","LOC126267163"
"infection_diet50_up","LOC126267194"
"infection_diet50_up","LOC126267195"
"infection_diet50_up","LOC126267214"
"infection_diet50_up","LOC126267215"
"infection_diet50_up","LOC126267216"
"infection_diet50_up","LOC126267217"
"infection_diet50_up","LOC126267226"
"infection_diet50_up","LOC126267234"
"infection_diet50_up","LOC126267247"
"infection_diet50_up","LOC126267265"
"infection_diet50_up","LOC126267308"
"infection_diet50_up","LOC126267313"
"infection_diet50_up","LOC126267322"
"infection_diet50_up","LOC126267332"
"infection_diet50_up","LOC126267333"
"infection_diet50_up","LOC126267343"
"infection_diet50_up","LOC126267351"
"infection_diet50_up","LOC126267392"
"infection_diet50_up","LOC126267422"
"infection_diet50_up","LOC126267423"
"infection_diet50_up","LOC126267430"
"infection_diet50_up","LOC126267439"
"infection_diet50_up","LOC126267442"
"infection_diet50_up","LOC126267452"
"infection_diet50_up","LOC126267473"
"infection_diet50_up","LOC126267477"
"infection_diet50_up","LOC126267514"
"infection_diet50_up","LOC126267545"
"infection_diet50_up","LOC126267575"
"infection_diet50_up","LOC126267581"
"infection_diet50_up","LOC126267614"
"infection_diet50_up","LOC126267627"
"infection_diet50_up","LOC126267629"
"infection_diet50_up","LOC126267652"
"infection_diet50_up","LOC126267676"
"infection_diet50_up","LOC126267685"
"infection_diet50_up","LOC126267755"
"infection_diet50_up","LOC126267806"
"infection_diet50_up","LOC126267844"
"infection_diet50_up","LOC126267861"
"infection_diet50_up","LOC126267870"
"infection_diet50_up","LOC126267876"
"infection_diet50_up","LOC126267877"
"infection_diet50_up","LOC126267884"
"infection_diet50_up","LOC126267915"
"infection_diet50_up","LOC126267916"
"infection_diet50_up","LOC126267932"
"infection_diet50_up","LOC126267933"
"infection_diet50_up","LOC126267934"
"infection_diet50_up","LOC126267939"
"infection_diet50_up","LOC126267973"
"infection_diet50_up","LOC126267978"
"infection_diet50_up","LOC126267980"
"infection_diet50_up","LOC126267985"
"infection_diet50_up","LOC126268014"
"infection_diet50_up","LOC126268015"
"infection_diet50_up","LOC126268028"
"infection_diet50_up","LOC126268038"
"infection_diet50_up","LOC126268068"
"infection_diet50_up","LOC126268096"
"infection_diet50_up","LOC126268097"
"infection_diet50_up","LOC126268133"
"infection_diet50_up","LOC126268164"
"infection_diet50_up","LOC126268205"
"infection_diet50_up","LOC126268397"
"infection_diet50_up","LOC126268518"
"infection_diet50_up","LOC126269352"
"infection_diet50_up","LOC126269384"
"infection_diet50_up","LOC126269416"
"infection_diet50_up","LOC126269432"
"infection_diet50_up","LOC126269609"
"infection_diet50_up","LOC126269996"
"infection_diet50_up","LOC126270012"
"infection_diet50_up","LOC126270553"
"infection_diet50_up","LOC126270657"
"infection_diet50_up","LOC126270956"
"infection_diet50_up","LOC126271434"
"infection_diet50_up","LOC126271480"
"infection_diet50_up","LOC126271496"
"infection_diet50_up","LOC126271618"
"infection_diet50_up","LOC126271634"
"infection_diet50_up","LOC126271650"
"infection_diet50_up","LOC126271869"
"infection_diet50_up","LOC126271872"
"infection_diet50_up","LOC126271895"
"infection_diet50_up","LOC126271945"
"infection_diet50_up","LOC126271954"
"infection_diet50_up","LOC126271955"
"infection_diet50_up","LOC126271975"
"infection_diet50_up","LOC126271991"
"infection_diet50_up","LOC126272019"
"infection_diet50_up","LOC126272038"
"infection_diet50_up","LOC126272041"
"infection_diet50_up","LOC126272078"
"infection_diet50_up","LOC126272082"
"infection_diet50_up","LOC126272096"
"infection_diet50_up","LOC126272116"
"infection_diet50_up","LOC126272122"
"infection_diet50_up","LOC126272130"
"infection_diet50_up","LOC126272139"
"infection_diet50_up","LOC126272149"
"infection_diet50_up","LOC126272263"
"infection_diet50_up","LOC126272275"
"infection_diet50_up","LOC126272290"
"infection_diet50_up","LOC126272291"
"infection_diet50_up","LOC126272293"
"infection_diet50_up","LOC126272296"
"infection_diet50_up","LOC126272321"
"infection_diet50_up","LOC126272322"
"infection_diet50_up","LOC126272336"
"infection_diet50_up","LOC126272352"
"infection_diet50_up","LOC126272353"
"infection_diet50_up","LOC126272360"
"infection_diet50_up","LOC126272361"
"infection_diet50_up","LOC126272362"
"infection_diet50_up","LOC126272377"
"infection_diet50_up","LOC126272382"
"infection_diet50_up","LOC126272386"
"infection_diet50_up","LOC126272399"
"infection_diet50_up","LOC126272414"
"infection_diet50_up","LOC126272462"
"infection_diet50_up","LOC126272477"
"infection_diet50_up","LOC126272507"
"infection_diet50_up","LOC126272510"
"infection_diet50_up","LOC126272513"
"infection_diet50_up","LOC126272558"
"infection_diet50_up","LOC126272583"
"infection_diet50_up","LOC126272587"
"infection_diet50_up","LOC126272594"
"infection_diet50_up","LOC126272599"
"infection_diet50_up","LOC126272600"
"infection_diet50_up","LOC126272609"
"infection_diet50_up","LOC126272612"
"infection_diet50_up","LOC126272633"
"infection_diet50_up","LOC126272639"
"infection_diet50_up","LOC126272700"
"infection_diet50_up","LOC126272718"
"infection_diet50_up","LOC126272722"
"infection_diet50_up","LOC126272724"
"infection_diet50_up","LOC126272733"
"infection_diet50_up","LOC126272738"
"infection_diet50_up","LOC126272742"
"infection_diet50_up","LOC126272746"
"infection_diet50_up","LOC126272748"
"infection_diet50_up","LOC126272750"
"infection_diet50_up","LOC126272767"
"infection_diet50_up","LOC126272787"
"infection_diet50_up","LOC126272828"
"infection_diet50_up","LOC126272850"
"infection_diet50_up","LOC126272858"
"infection_diet50_up","LOC126272875"
"infection_diet50_up","LOC126272916"
"infection_diet50_up","LOC126272930"
"infection_diet50_up","LOC126272934"
"infection_diet50_up","LOC126272939"
"infection_diet50_up","LOC126272947"
"infection_diet50_up","LOC126272961"
"infection_diet50_up","LOC126272985"
"infection_diet50_up","LOC126272992"
"infection_diet50_up","LOC126273002"
"infection_diet50_up","LOC126273010"
"infection_diet50_up","LOC126273028"
"infection_diet50_up","LOC126273060"
"infection_diet50_up","LOC126273067"
"infection_diet50_up","LOC126273081"
"infection_diet50_up","LOC126273130"
"infection_diet50_up","LOC126273177"
"infection_diet50_up","LOC126273192"
"infection_diet50_up","LOC126273193"
"infection_diet50_up","LOC126273203"
"infection_diet50_up","LOC126273220"
"infection_diet50_up","LOC126273222"
"infection_diet50_up","LOC126273224"
"infection_diet50_up","LOC126273228"
"infection_diet50_up","LOC126273249"
"infection_diet50_up","LOC126273254"
"infection_diet50_up","LOC126273297"
"infection_diet50_up","LOC126273342"
"infection_diet50_up","LOC126273343"
"infection_diet50_up","LOC126273366"
"infection_diet50_up","LOC126273393"
"infection_diet50_up","LOC126273412"
"infection_diet50_up","LOC126273558"
"infection_diet50_up","LOC126273691"
"infection_diet50_up","LOC126273757"
"infection_diet50_up","LOC126274964"
"infection_diet50_up","LOC126275497"
"infection_diet50_up","LOC126275742"
"infection_diet50_up","LOC126276000"
"infection_diet50_up","LOC126276001"
"infection_diet50_up","LOC126276055"
"infection_diet50_up","LOC126276148"
"infection_diet50_up","LOC126276164"
"infection_diet50_up","LOC126276175"
"infection_diet50_up","LOC126277399"
"infection_diet50_up","LOC126277867"
"infection_diet50_up","LOC126277896"
"infection_diet50_up","LOC126277899"
"infection_diet50_up","LOC126277903"
"infection_diet50_up","LOC126277913"
"infection_diet50_up","LOC126277934"
"infection_diet50_up","LOC126277955"
"infection_diet50_up","LOC126277968"
"infection_diet50_up","LOC126277992"
"infection_diet50_up","LOC126277999"
"infection_diet50_up","LOC126278009"
"infection_diet50_up","LOC126278026"
"infection_diet50_up","LOC126278042"
"infection_diet50_up","LOC126278048"
"infection_diet50_up","LOC126278049"
"infection_diet50_up","LOC126278050"
"infection_diet50_up","LOC126278061"
"infection_diet50_up","LOC126278069"
"infection_diet50_up","LOC126278105"
"infection_diet50_up","LOC126278122"
"infection_diet50_up","LOC126278127"
"infection_diet50_up","LOC126278128"
"infection_diet50_up","LOC126278136"
"infection_diet50_up","LOC126278163"
"infection_diet50_up","LOC126278174"
"infection_diet50_up","LOC126278176"
"infection_diet50_up","LOC126278177"
"infection_diet50_up","LOC126278180"
"infection_diet50_up","LOC126278183"
"infection_diet50_up","LOC126278188"
"infection_diet50_up","LOC126278191"
"infection_diet50_up","LOC126278196"
"infection_diet50_up","LOC126278220"
"infection_diet50_up","LOC126278221"
"infection_diet50_up","LOC126278225"
"infection_diet50_up","LOC126278232"
"infection_diet50_up","LOC126278259"
"infection_diet50_up","LOC126278279"
"infection_diet50_up","LOC126278287"
"infection_diet50_up","LOC126278295"
"infection_diet50_up","LOC126278307"
"infection_diet50_up","LOC126278308"
"infection_diet50_up","LOC126278347"
"infection_diet50_up","LOC126278372"
"infection_diet50_up","LOC126278381"
"infection_diet50_up","LOC126278382"
"infection_diet50_up","LOC126278393"
"infection_diet50_up","LOC126278432"
"infection_diet50_up","LOC126278436"
"infection_diet50_up","LOC126278442"
"infection_diet50_up","LOC126278447"
"infection_diet50_up","LOC126278467"
"infection_diet50_up","LOC126278470"
"infection_diet50_up","LOC126278504"
"infection_diet50_up","LOC126278518"
"infection_diet50_up","LOC126278537"
"infection_diet50_up","LOC126278555"
"infection_diet50_up","LOC126278568"
"infection_diet50_up","LOC126278575"
"infection_diet50_up","LOC126278579"
"infection_diet50_up","LOC126278604"
"infection_diet50_up","LOC126278612"
"infection_diet50_up","LOC126278629"
"infection_diet50_up","LOC126278643"
"infection_diet50_up","LOC126278651"
"infection_diet50_up","LOC126278673"
"infection_diet50_up","LOC126278700"
"infection_diet50_up","LOC126278707"
"infection_diet50_up","LOC126278708"
"infection_diet50_up","LOC126278713"
"infection_diet50_up","LOC126278724"
"infection_diet50_up","LOC126278728"
"infection_diet50_up","LOC126278735"
"infection_diet50_up","LOC126278743"
"infection_diet50_up","LOC126278778"
"infection_diet50_up","LOC126278781"
"infection_diet50_up","LOC126278800"
"infection_diet50_up","LOC126278820"
"infection_diet50_up","LOC126278823"
"infection_diet50_up","LOC126278827"
"infection_diet50_up","LOC126278849"
"infection_diet50_up","LOC126278863"
"infection_diet50_up","LOC126278867"
"infection_diet50_up","LOC126278885"
"infection_diet50_up","LOC126278888"
"infection_diet50_up","LOC126278890"
"infection_diet50_up","LOC126278893"
"infection_diet50_up","LOC126278941"
"infection_diet50_up","LOC126278946"
"infection_diet50_up","LOC126278947"
"infection_diet50_up","LOC126278949"
"infection_diet50_up","LOC126278962"
"infection_diet50_up","LOC126278974"
"infection_diet50_up","LOC126278975"
"infection_diet50_up","LOC126279018"
"infection_diet50_up","LOC126279090"
"infection_diet50_up","LOC126279107"
"infection_diet50_up","LOC126279109"
"infection_diet50_up","LOC126279135"
"infection_diet50_up","LOC126279309"
"infection_diet50_up","LOC126279406"
"infection_diet50_up","LOC126279569"
"infection_diet50_up","LOC126279611"
"infection_diet50_up","LOC126279638"
"infection_diet50_up","LOC126280394"
"infection_diet50_up","LOC126280573"
"infection_diet50_up","LOC126280670"
"infection_diet50_up","LOC126280853"
"infection_diet50_up","LOC126280991"
"infection_diet50_up","LOC126281065"
"infection_diet50_up","LOC126281097"
"infection_diet50_up","LOC126281165"
"infection_diet50_up","LOC126281204"
"infection_diet50_up","LOC126281292"
"infection_diet50_up","LOC126281308"
"infection_diet50_up","LOC126281382"
"infection_diet50_up","LOC126281383"
"infection_diet50_up","LOC126281385"
"infection_diet50_up","LOC126281410"
"infection_diet50_up","LOC126281447"
"infection_diet50_up","LOC126281473"
"infection_diet50_up","LOC126281481"
"infection_diet50_up","LOC126281483"
"infection_diet50_up","LOC126281487"
"infection_diet50_up","LOC126281499"
"infection_diet50_up","LOC126281503"
"infection_diet50_up","LOC126281508"
"infection_diet50_up","LOC126281509"
"infection_diet50_up","LOC126281527"
"infection_diet50_up","LOC126281537"
"infection_diet50_up","LOC126281553"
"infection_diet50_up","LOC126281573"
"infection_diet50_up","LOC126281587"
"infection_diet50_up","LOC126281598"
"infection_diet50_up","LOC126281604"
"infection_diet50_up","LOC126281618"
"infection_diet50_up","LOC126281626"
"infection_diet50_up","LOC126281635"
"infection_diet50_up","LOC126281663"
"infection_diet50_up","LOC126281664"
"infection_diet50_up","LOC126281676"
"infection_diet50_up","LOC126281691"
"infection_diet50_up","LOC126281695"
"infection_diet50_up","LOC126281749"
"infection_diet50_up","LOC126281771"
"infection_diet50_up","LOC126281781"
"infection_diet50_up","LOC126281818"
"infection_diet50_up","LOC126281897"
"infection_diet50_up","LOC126281978"
"infection_diet50_up","LOC126281991"
"infection_diet50_up","LOC126281993"
"infection_diet50_up","LOC126281994"
"infection_diet50_up","LOC126282003"
"infection_diet50_up","LOC126282012"
"infection_diet50_up","LOC126282015"
"infection_diet50_up","LOC126282023"
"infection_diet50_up","LOC126282030"
"infection_diet50_up","LOC126282034"
"infection_diet50_up","LOC126282035"
"infection_diet50_up","LOC126282072"
"infection_diet50_up","LOC126282073"
"infection_diet50_up","LOC126282076"
"infection_diet50_up","LOC126282077"
"infection_diet50_up","LOC126282088"
"infection_diet50_up","LOC126282100"
"infection_diet50_up","LOC126282112"
"infection_diet50_up","LOC126282163"
"infection_diet50_up","LOC126282165"
"infection_diet50_up","LOC126282167"
"infection_diet50_up","LOC126282181"
"infection_diet50_up","LOC126282193"
"infection_diet50_up","LOC126282207"
"infection_diet50_up","LOC126282243"
"infection_diet50_up","LOC126282259"
"infection_diet50_up","LOC126282289"
"infection_diet50_up","LOC126282297"
"infection_diet50_up","LOC126282343"
"infection_diet50_up","LOC126282346"
"infection_diet50_up","LOC126282352"
"infection_diet50_up","LOC126282375"
"infection_diet50_up","LOC126282416"
"infection_diet50_up","LOC126282422"
"infection_diet50_up","LOC126282434"
"infection_diet50_up","LOC126282446"
"infection_diet50_up","LOC126282460"
"infection_diet50_up","LOC126282474"
"infection_diet50_up","LOC126282477"
"infection_diet50_up","LOC126282480"
"infection_diet50_up","LOC126282517"
"infection_diet50_up","LOC126282528"
"infection_diet50_up","LOC126282679"
"infection_diet50_up","LOC126282995"
"infection_diet50_up","LOC126283383"
"infection_diet50_up","LOC126283409"
"infection_diet50_up","LOC126283788"
"infection_diet50_up","LOC126283959"
"infection_diet50_up","LOC126283972"
"infection_diet50_up","LOC126283976"
"infection_diet50_up","LOC126283978"
"infection_diet50_up","LOC126283989"
"infection_diet50_up","LOC126284005"
"infection_diet50_up","LOC126284033"
"infection_diet50_up","LOC126284038"
"infection_diet50_up","LOC126284043"
"infection_diet50_up","LOC126284044"
"infection_diet50_up","LOC126284047"
"infection_diet50_up","LOC126284095"
"infection_diet50_up","LOC126284182"
"infection_diet50_up","LOC126284203"
"infection_diet50_up","LOC126284216"
"infection_diet50_up","LOC126284220"
"infection_diet50_up","LOC126284222"
"infection_diet50_up","LOC126284265"
"infection_diet50_up","LOC126284279"
"infection_diet50_up","LOC126284284"
"infection_diet50_up","LOC126284305"
"infection_diet50_up","LOC126284315"
"infection_diet50_up","LOC126284334"
"infection_diet50_up","LOC126284336"
"infection_diet50_up","LOC126284338"
"infection_diet50_up","LOC126284341"
"infection_diet50_up","LOC126284350"
"infection_diet50_up","LOC126284371"
"infection_diet50_up","LOC126284378"
"infection_diet50_up","LOC126284379"
"infection_diet50_up","LOC126284412"
"infection_diet50_up","LOC126284416"
"infection_diet50_up","LOC126284462"
"infection_diet50_up","LOC126284463"
"infection_diet50_up","LOC126284465"
"infection_diet50_up","LOC126284482"
"infection_diet50_up","LOC126284500"
"infection_diet50_up","LOC126284502"
"infection_diet50_up","LOC126284511"
"infection_diet50_up","LOC126284514"
"infection_diet50_up","LOC126284518"
"infection_diet50_up","LOC126284543"
"infection_diet50_up","LOC126284548"
"infection_diet50_up","LOC126284557"
"infection_diet50_up","LOC126284559"
"infection_diet50_up","LOC126284563"
"infection_diet50_up","LOC126284570"
"infection_diet50_up","LOC126284575"
"infection_diet50_up","LOC126284582"
"infection_diet50_up","LOC126284620"
"infection_diet50_up","LOC126284639"
"infection_diet50_up","LOC126284640"
"infection_diet50_up","LOC126284645"
"infection_diet50_up","LOC126284648"
"infection_diet50_up","LOC126284649"
"infection_diet50_up","LOC126284651"
"infection_diet50_up","LOC126284747"
"infection_diet50_up","LOC126284753"
"infection_diet50_up","LOC126284763"
"infection_diet50_up","LOC126284768"
"infection_diet50_up","LOC126284800"
"infection_diet50_up","LOC126284801"
"infection_diet50_up","LOC126284802"
"infection_diet50_up","LOC126284817"
"infection_diet50_up","LOC126284823"
"infection_diet50_up","LOC126284832"
"infection_diet50_up","LOC126284840"
"infection_diet50_up","LOC126284857"
"infection_diet50_up","LOC126284872"
"infection_diet50_up","LOC126284880"
"infection_diet50_up","LOC126284897"
"infection_diet50_up","LOC126284901"
"infection_diet50_up","LOC126284920"
"infection_diet50_up","LOC126284941"
"infection_diet50_up","LOC126284942"
"infection_diet50_up","LOC126284963"
"infection_diet50_up","LOC126285078"
"infection_diet50_up","LOC126285089"
"infection_diet50_up","LOC126285111"
"infection_diet50_up","LOC126285116"
"infection_diet50_up","LOC126285144"
"infection_diet50_up","LOC126285146"
"infection_diet50_up","LOC126285233"
"infection_diet50_up","LOC126285239"
"infection_diet50_up","LOC126285316"
"infection_diet50_up","LOC126285340"
"infection_diet50_up","LOC126285344"
"infection_diet50_up","LOC126285399"
"infection_diet50_up","LOC126285413"
"infection_diet50_up","LOC126285457"
"infection_diet50_up","LOC126285462"
"infection_diet50_up","LOC126285464"
"infection_diet50_up","LOC126287492"
"infection_diet50_up","LOC126288932"
"infection_diet50_up","LOC126291091"
"infection_diet50_up","LOC126291467"
"infection_diet50_up","LOC126291470"
"infection_diet50_up","LOC126291516"
"infection_diet50_up","LOC126291537"
"infection_diet50_up","LOC126291582"
"infection_diet50_up","LOC126291606"
"infection_diet50_up","LOC126291637"
"infection_diet50_up","LOC126291642"
"infection_diet50_up","LOC126291647"
"infection_diet50_up","LOC126291650"
"infection_diet50_up","LOC126291679"
"infection_diet50_up","LOC126291728"
"infection_diet50_up","LOC126291729"
"infection_diet50_up","LOC126291749"
"infection_diet50_up","LOC126291750"
"infection_diet50_up","LOC126291751"
