"term","name","ontology"
"GO:0050960","detection of temperature stimulus involved in thermoception","BP"
"GO:0050961","detection of temperature stimulus involved in sensory perception","BP"
"GO:0050965","detection of temperature stimulus involved in sensory perception of pain","BP"
"GO:0050968","detection of chemical stimulus involved in sensory perception of pain","BP"
"GO:0052129","negative energy taxis","BP"
"GO:0097603","temperature-gated ion channel activity","MF"
"GO:0097604","temperature-gated cation channel activity","MF"
"GO:0050220","prostaglandin-E synthase activity","MF"
"GO:0106030","neuron projection fasciculation","BP"
"GO:0034975","protein folding in endoplasmic reticulum","BP"
"GO:0072546","EMC complex","CC"
"GO:1903146","regulation of autophagy of mitochondrion","BP"
"GO:1903147","negative regulation of autophagy of mitochondrion","BP"
"GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","BP"
"GO:0006891","intra-Golgi vesicle-mediated transport","BP"
"GO:0017119","Golgi transport complex","CC"
"GO:0007063","regulation of sister chromatid cohesion","BP"
"GO:0033046","negative regulation of sister chromatid segregation","BP"
"GO:0043392","negative regulation of DNA binding","BP"
"GO:0045875","negative regulation of sister chromatid cohesion","BP"
"GO:0051985","negative regulation of chromosome segregation","BP"
"GO:0060623","regulation of chromosome condensation","BP"
"GO:1905634","regulation of protein localization to chromatin","BP"
"GO:0015228","coenzyme A transmembrane transporter activity","MF"
"GO:0015880","coenzyme A transport","BP"
"GO:0035349","coenzyme A transmembrane transport","BP"
"GO:0071077","adenosine 3',5'-bisphosphate transmembrane transporter activity","MF"
"GO:0071106","adenosine 3',5'-bisphosphate transmembrane transport","BP"
"GO:0072530","purine-containing compound transmembrane transport","BP"
"GO:0080121","AMP transport","BP"
"GO:0080122","AMP transmembrane transporter activity","MF"
"GO:0000702","oxidized base lesion DNA N-glycosylase activity","MF"
"GO:0000703","oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity","MF"
"GO:0004844","uracil DNA N-glycosylase activity","MF"
"GO:0016799","hydrolase activity, hydrolyzing N-glycosyl compounds","MF"
"GO:0019104","DNA N-glycosylase activity","MF"
"GO:0097506","deaminated base DNA N-glycosylase activity","MF"
"GO:0031024","interphase microtubule organizing center assembly","BP"
"GO:0044380","protein localization to cytoskeleton","BP"
"GO:0071539","protein localization to centrosome","BP"
"GO:0072698","protein localization to microtubule cytoskeleton","BP"
"GO:1905508","protein localization to microtubule organizing center","BP"
"GO:0035017","cuticle pattern formation","BP"
"GO:0006900","vesicle budding from membrane","BP"
"GO:0007277","pole cell development","BP"
"GO:0007279","pole cell formation","BP"
"GO:0007413","axonal fasciculation","BP"
"GO:0007625","grooming behavior","BP"
"GO:0016442","RISC complex","CC"
"GO:0022410","circadian sleep/wake cycle process","BP"
"GO:0031332","RNAi effector complex","CC"
"GO:0031440","regulation of mRNA 3'-end processing","BP"
"GO:0031441","negative regulation of mRNA 3'-end processing","BP"
"GO:0031507","heterochromatin formation","BP"
"GO:0042745","circadian sleep/wake cycle","BP"
"GO:0046958","nonassociative learning","BP"
"GO:0046959","habituation","BP"
"GO:0050686","negative regulation of mRNA processing","BP"
"GO:0050802","circadian sleep/wake cycle, sleep","BP"
"GO:0050974","detection of mechanical stimulus involved in sensory perception","BP"
"GO:0050975","sensory perception of touch","BP"
"GO:0050976","detection of mechanical stimulus involved in sensory perception of touch","BP"
"GO:0050982","detection of mechanical stimulus","BP"
"GO:0051823","regulation of synapse structural plasticity","BP"
"GO:0070142","synaptic vesicle budding","BP"
"GO:0071598","neuronal ribonucleoprotein granule","CC"
"GO:0072553","terminal button organization","BP"
"GO:0097091","synaptic vesicle clustering","BP"
"GO:0120111","neuron projection cytoplasm","CC"
"GO:1903312","negative regulation of mRNA metabolic process","BP"
"GO:1990834","response to odorant","BP"
"GO:0030008","TRAPP complex","CC"
"GO:0010460","positive regulation of heart rate","BP"
"GO:0045823","positive regulation of heart contraction","BP"
"GO:1903524","positive regulation of blood circulation","BP"
"GO:0000413","protein peptidyl-prolyl isomerization","BP"
"GO:0003755","peptidyl-prolyl cis-trans isomerase activity","MF"
"GO:0016859","cis-trans isomerase activity","MF"
"GO:1904059","regulation of locomotor rhythm","BP"
"GO:0004356","glutamine synthetase activity","MF"
"GO:0016211","ammonia ligase activity","MF"
"GO:0016880","acid-ammonia (or amide) ligase activity","MF"
"GO:0007632","visual behavior","BP"
"GO:0008535","respiratory chain complex IV assembly","BP"
"GO:0033617","mitochondrial respiratory chain complex IV assembly","BP"
"GO:0005092","GDP-dissociation inhibitor activity","MF"
"GO:0045175","basal protein localization","BP"
"GO:0006743","ubiquinone metabolic process","BP"
"GO:0006744","ubiquinone biosynthetic process","BP"
"GO:1901661","quinone metabolic process","BP"
"GO:1901663","quinone biosynthetic process","BP"
"GO:0045468","regulation of R8 cell spacing in compound eye","BP"
"GO:0005744","TIM23 mitochondrial import inner membrane translocase complex","CC"
"GO:0035264","multicellular organism growth","BP"
"GO:0042632","cholesterol homeostasis","BP"
"GO:0050920","regulation of chemotaxis","BP"
"GO:0050921","positive regulation of chemotaxis","BP"
"GO:0055092","sterol homeostasis","BP"
"GO:0090069","regulation of ribosome biogenesis","BP"
"GO:0090070","positive regulation of ribosome biogenesis","BP"
"GO:1902667","regulation of axon guidance","BP"
"GO:1902669","positive regulation of axon guidance","BP"
"GO:1903939","regulation of TORC2 signaling","BP"
"GO:1903940","negative regulation of TORC2 signaling","BP"
"GO:0035869","ciliary transition zone","CC"
"GO:0061822","ciliary cap","CC"
"GO:0061824","cytosolic ciliogenesis","BP"
"GO:1905349","ciliary transition zone assembly","BP"
"GO:0005230","extracellular ligand-gated monoatomic ion channel activity","MF"
"GO:0005231","excitatory extracellular ligand-gated monoatomic ion channel activity","MF"
"GO:0005234","extracellularly glutamate-gated ion channel activity","MF"
"GO:0005253","monoatomic anion channel activity","MF"
"GO:0005254","chloride channel activity","MF"
"GO:0006821","chloride transport","BP"
"GO:0008068","extracellularly glutamate-gated chloride channel activity","MF"
"GO:0015108","chloride transmembrane transporter activity","MF"
"GO:0015698","inorganic anion transport","BP"
"GO:0060078","regulation of postsynaptic membrane potential","BP"
"GO:0060079","excitatory postsynaptic potential","BP"
"GO:0099095","ligand-gated monoatomic anion channel activity","MF"
"GO:0099565","chemical synaptic transmission, postsynaptic","BP"
"GO:1902476","chloride transmembrane transport","BP"
"GO:0004791","thioredoxin-disulfide reductase (NADPH) activity","MF"
"GO:0015035","protein-disulfide reductase activity","MF"
"GO:0015036","disulfide oxidoreductase activity","MF"
"GO:0016668","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor","MF"
"GO:0016671","oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF"
"GO:0047134","protein-disulfide reductase [NAD(P)H] activity","MF"
"GO:0016763","pentosyltransferase activity","MF"
"GO:0042285","xylosyltransferase activity","MF"
"GO:0004567","beta-mannosidase activity","MF"
"GO:0004402","histone acetyltransferase activity","MF"
"GO:0010485","histone H4 acetyltransferase activity","MF"
"GO:0034080","CENP-A containing chromatin assembly","BP"
"GO:0034212","protein N-acetyltransferase activity","MF"
"GO:0061733","protein-lysine-acetyltransferase activity","MF"
"GO:0005672","transcription factor TFIIA complex","CC"
"GO:0017025","TBP-class protein binding","MF"
"GO:0004523","RNA-DNA hybrid ribonuclease activity","MF"
"GO:0016891","RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism","MF"
"GO:0043137","DNA replication, removal of RNA primer","BP"
"GO:0003053","circadian regulation of heart rate","BP"
"GO:0007562","eclosion","BP"
"GO:0008062","eclosion rhythm","BP"
"GO:0071684","organism emergence from protective structure","BP"
"GO:0004505","phenylalanine 4-monooxygenase activity","MF"
"GO:0006558","L-phenylalanine metabolic process","BP"
"GO:0006559","L-phenylalanine catabolic process","BP"
"GO:0016714","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen","MF"
"GO:0000965","mitochondrial RNA 3'-end processing","BP"
"GO:0036415","regulation of tRNA stability","BP"
"GO:0036416","tRNA stabilization","BP"
"GO:0043489","RNA stabilization","BP"
"GO:0070566","adenylyltransferase activity","MF"
"GO:0090615","mitochondrial mRNA processing","BP"
"GO:0090616","mitochondrial mRNA 3'-end processing","BP"
"GO:0097222","mitochondrial mRNA polyadenylation","BP"
"GO:1902369","negative regulation of RNA catabolic process","BP"
"GO:1902370","regulation of tRNA catabolic process","BP"
"GO:1902371","negative regulation of tRNA catabolic process","BP"
"GO:1903327","negative regulation of tRNA metabolic process","BP"
"GO:1990817","poly(A) RNA polymerase activity","MF"
"GO:0040005","chitin-based cuticle attachment to epithelium","BP"
"GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"GO:0070545","PeBoW complex","CC"
"GO:0006998","nuclear envelope organization","BP"
"GO:0007141","male meiosis I","BP"
"GO:0008315","G2/MI transition of meiotic cell cycle","BP"
"GO:0044771","meiotic cell cycle phase transition","BP"
"GO:0044839","cell cycle G2/M phase transition","BP"
"GO:0051078","meiotic nuclear membrane disassembly","BP"
"GO:0051081","nuclear membrane disassembly","BP"
"GO:0070651","nonfunctional rRNA decay","BP"
"GO:0070966","nuclear-transcribed mRNA catabolic process, no-go decay","BP"
"GO:1990533","Dom34-Hbs1 complex","CC"
"GO:0035371","microtubule plus-end","CC"
"GO:0044295","axonal growth cone","CC"
"GO:0051010","microtubule plus-end binding","MF"
"GO:0070853","myosin VI binding","MF"
"GO:0070854","myosin VI heavy chain binding","MF"
"GO:1990752","microtubule end","CC"
"GO:0005838","proteasome regulatory particle","CC"
"GO:0008541","proteasome regulatory particle, lid subcomplex","CC"
"GO:0022624","proteasome accessory complex","CC"
"GO:0061133","endopeptidase activator activity","MF"
"GO:0061135","endopeptidase regulator activity","MF"
"GO:0070628","proteasome binding","MF"
"GO:0003156","regulation of animal organ formation","BP"
"GO:0007179","transforming growth factor beta receptor signaling pathway","BP"
"GO:0007448","anterior/posterior pattern specification, imaginal disc","BP"
"GO:0045704","regulation of salivary gland boundary specification","BP"
"GO:0045705","negative regulation of salivary gland boundary specification","BP"
"GO:0048100","wing disc anterior/posterior pattern formation","BP"
"GO:0031397","negative regulation of protein ubiquitination","BP"
"GO:0040020","regulation of meiotic nuclear division","BP"
"GO:0045835","negative regulation of meiotic nuclear division","BP"
"GO:0051438","regulation of ubiquitin-protein transferase activity","BP"
"GO:0051444","negative regulation of ubiquitin-protein transferase activity","BP"
"GO:0051445","regulation of meiotic cell cycle","BP"
"GO:0051447","negative regulation of meiotic cell cycle","BP"
"GO:0051784","negative regulation of nuclear division","BP"
"GO:1903321","negative regulation of protein modification by small protein conjugation or removal","BP"
"GO:1904666","regulation of ubiquitin protein ligase activity","BP"
"GO:1904667","negative regulation of ubiquitin protein ligase activity","BP"
"GO:0006706","steroid catabolic process","BP"
"GO:0042182","ketone catabolic process","BP"
"GO:0042447","hormone catabolic process","BP"
"GO:0046344","ecdysteroid catabolic process","BP"
"GO:0035302","ecdysteroid 25-hydroxylase activity","MF"
"GO:0006004","fucose metabolic process","BP"
"GO:0007451","dorsal/ventral lineage restriction, imaginal disc","BP"
"GO:0033829","O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity","MF"
"GO:0035161","imaginal disc lineage restriction","BP"
"GO:0007221","positive regulation of transcription of Notch receptor target","BP"
"GO:0060260","regulation of transcription initiation by RNA polymerase II","BP"
"GO:0060261","positive regulation of transcription initiation by RNA polymerase II","BP"
"GO:2000142","regulation of DNA-templated transcription initiation","BP"
"GO:2000144","positive regulation of DNA-templated transcription initiation","BP"
"GO:0035189","Rb-E2F complex","CC"
"GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","BP"
"GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","BP"
"GO:2001234","negative regulation of apoptotic signaling pathway","BP"
"GO:0042826","histone deacetylase binding","MF"
"GO:0004743","pyruvate kinase activity","MF"
"GO:0000339","RNA cap binding","MF"
"GO:0000340","RNA 7-methylguanosine cap binding","MF"
"GO:0007553","regulation of ecdysteroid metabolic process","BP"
"GO:0007554","regulation of ecdysteroid biosynthetic process","BP"
"GO:0010566","regulation of ketone biosynthetic process","BP"
"GO:0010893","positive regulation of steroid biosynthetic process","BP"
"GO:0019218","regulation of steroid metabolic process","BP"
"GO:0032350","regulation of hormone metabolic process","BP"
"GO:0032352","positive regulation of hormone metabolic process","BP"
"GO:0045940","positive regulation of steroid metabolic process","BP"
"GO:0045998","positive regulation of ecdysteroid biosynthetic process","BP"
"GO:0046885","regulation of hormone biosynthetic process","BP"
