"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","treatment_subset","contrast","significant","direction"
24.044123350767,-3.60338749275563,1.76014466462208,-2.04721098508645,0.0406373733212395,0.614970719110982,"LOC126266590","Control","50_vs_83",FALSE,"Higher in diet 83"
48.058789427956,0.0701225196187784,0.28384874498391,0.247041851894583,0.804875834517162,0.991484026948009,"LOC126266591","Control","50_vs_83",FALSE,"Higher in diet 50"
26.2605117038252,0.129177274783658,0.288194513947798,0.448229471873488,0.653987594874419,0.980387444767898,"LOC126266592","Control","50_vs_83",FALSE,"Higher in diet 50"
184.377907692613,-0.423946973505444,0.284455827467752,-1.49037893608808,0.13612462779355,0.803147921692598,"LOC126266593","Control","50_vs_83",FALSE,"Higher in diet 83"
18.9354503617418,0.408668211356421,0.288534973967854,1.41635589521966,0.156671330207593,0.835831101902161,"LOC126266594","Control","50_vs_83",FALSE,"Higher in diet 50"
60.4651304508904,-0.020534577270518,0.156361133115838,-0.131327887316507,0.895515931947381,0.996580285702641,"LOC126266595","Control","50_vs_83",FALSE,"Higher in diet 83"
230.915479796233,-0.282707192353775,0.52627102084613,-0.537189359009817,0.591136820777168,0.9723139364666,"LOC126266596","Control","50_vs_83",FALSE,"Higher in diet 83"
44.3335124506282,0.26689849556312,0.287683391604852,0.927750796019948,0.353536852648603,0.95211924935828,"LOC126266598","Control","50_vs_83",FALSE,"Higher in diet 50"
76.9769992761789,-0.812859987913271,0.367888318470982,-2.2095292160721,0.0271378525833892,0.541836206370544,"LOC126266599","Control","50_vs_83",FALSE,"Higher in diet 83"
127.913774047442,-0.0281022026300352,0.190044861517881,-0.147871415231035,0.882444247510836,0.99648337093215,"LOC126266600","Control","50_vs_83",FALSE,"Higher in diet 83"
15.0635978957055,0.160095201598754,0.289923362305416,0.552198347610581,0.580812466360012,0.9723139364666,"LOC126266601","Control","50_vs_83",FALSE,"Higher in diet 50"
43.5892531488192,0.145706199860733,0.181557697024127,0.802533862507467,0.422244208564152,0.960183599954976,"LOC126266602","Control","50_vs_83",FALSE,"Higher in diet 50"
38.1624257240378,0.0678799616813057,0.442350971635324,0.153452724270867,0.87804126923392,0.99648337093215,"LOC126266604","Control","50_vs_83",FALSE,"Higher in diet 50"
203.353279084465,0.136248551086737,0.182068405255581,0.748337147763096,0.45425682315808,0.965693431481942,"LOC126266605","Control","50_vs_83",FALSE,"Higher in diet 50"
21.9921455802924,-0.584474623643073,0.279600413192151,-2.09039256047666,0.0365825506374028,0.600878906446536,"LOC126266606","Control","50_vs_83",FALSE,"Higher in diet 83"
230.410876118575,0.00279496118686479,0.191065452518566,0.0146282917713405,0.988328728096134,0.999391316045715,"LOC126266607","Control","50_vs_83",FALSE,"Higher in diet 50"
850.445294832416,-0.187235605070577,0.25036249874764,-0.747858029885323,0.454545795303391,0.965693431481942,"LOC126266608","Control","50_vs_83",FALSE,"Higher in diet 83"
49.7794694635207,-0.209132088680606,0.429472015222532,-0.486951608644964,0.626292624491275,0.978569997311187,"LOC126266610","Control","50_vs_83",FALSE,"Higher in diet 83"
19.4328877283782,-0.212018368131367,0.286035865391534,-0.741230012680928,0.458553988747323,0.965693431481942,"LOC126266611","Control","50_vs_83",FALSE,"Higher in diet 83"
63.7592923683971,0.0503829743644064,0.163577514243744,0.30800672450207,0.75807721551695,0.988019073200789,"LOC126266612","Control","50_vs_83",FALSE,"Higher in diet 50"
95.995151782494,0.0556635756800047,0.318149926348531,0.174960202942262,0.861110904630378,0.996093622728751,"LOC126266613","Control","50_vs_83",FALSE,"Higher in diet 50"
578.600217141946,0.0990888793413519,0.225003192350762,0.440388770959659,0.659655556358387,0.980387444767898,"LOC126266614","Control","50_vs_83",FALSE,"Higher in diet 50"
28.5444830970948,0.218047195151979,0.260956252023156,0.835569922013711,0.403396895608532,0.958337068850909,"LOC126266615","Control","50_vs_83",FALSE,"Higher in diet 50"
14.178532408445,0.195707649084988,0.310825715508564,0.629637894550575,0.52893152451865,0.9723139364666,"LOC126266616","Control","50_vs_83",FALSE,"Higher in diet 50"
88.5795585798004,0.216632467855898,0.142498420800209,1.52024469211227,0.128449488782832,0.793649797535984,"LOC126266618","Control","50_vs_83",FALSE,"Higher in diet 50"
114.060649957588,0.157411113322284,0.650582754701133,0.241954020737294,0.80881579090357,0.991484026948009,"LOC126266619","Control","50_vs_83",FALSE,"Higher in diet 50"
32.4292189403791,-0.305052933940006,0.262799124689513,-1.16078367574631,0.245729883198654,0.914113838132427,"LOC126266620","Control","50_vs_83",FALSE,"Higher in diet 83"
6.9126205882467,-0.539986497199386,0.611674764887873,-0.882800024124539,0.377344327463768,NA,"LOC126266623","Control","50_vs_83",FALSE,"Higher in diet 83"
105.151286439244,-0.190492441910513,0.243030856485764,-0.783819983458239,0.433145746384246,0.96519423058178,"LOC126266624","Control","50_vs_83",FALSE,"Higher in diet 83"
32.6722226962546,-0.266313404981562,0.240936784166787,-1.10532480917155,0.269018871602195,0.922091383394281,"LOC126266625","Control","50_vs_83",FALSE,"Higher in diet 83"
15.0949506023563,-1.9637632242042,1.12353322928001,-1.74784614555871,0.0804906723272763,0.728653088176223,"LOC126266626","Control","50_vs_83",FALSE,"Higher in diet 83"
155.438653524238,0.14101517327603,0.176644320225494,0.798300070424107,0.424696377183874,0.961424961660572,"LOC126266627","Control","50_vs_83",FALSE,"Higher in diet 50"
46.8519539925203,0.104000410195941,0.28012877707951,0.371259287532685,0.710444418297047,0.982072734790024,"LOC126266628","Control","50_vs_83",FALSE,"Higher in diet 50"
70.058124821458,0.00540007941423742,0.602222391105847,0.00896691902192707,0.992845529631188,0.999391316045715,"LOC126266629","Control","50_vs_83",FALSE,"Higher in diet 50"
54.0515213078308,0.119993965588266,0.213851210329566,0.561109592989178,0.574722828913357,0.9723139364666,"LOC126266630","Control","50_vs_83",FALSE,"Higher in diet 50"
11.4563776145272,0.511633914230543,0.315142872101475,1.62349829085076,0.104482928430453,0.767358834867709,"LOC126266631","Control","50_vs_83",FALSE,"Higher in diet 50"
397.085081622541,0.161259121551682,0.192233005218884,0.838873227664862,0.401540452762557,0.958179444279403,"LOC126266632","Control","50_vs_83",FALSE,"Higher in diet 50"
86.5615422628012,-0.000503747013127257,0.151131463250967,-0.00333317101741244,0.997340519231177,0.999482192083607,"LOC126266633","Control","50_vs_83",FALSE,"Higher in diet 83"
1205.42903311403,-0.0830931490427351,0.130492802754587,-0.636764229817374,0.524278428997346,0.9723139364666,"LOC126266634","Control","50_vs_83",FALSE,"Higher in diet 83"
36.2263034943071,0.0452596082111092,0.26410524099897,0.171369595089882,0.863933160704915,0.996093622728751,"LOC126266635","Control","50_vs_83",FALSE,"Higher in diet 50"
85.4846294454736,0.313459861403696,0.279731487611879,1.12057410511688,0.262469192561322,0.918159826491582,"LOC126266637","Control","50_vs_83",FALSE,"Higher in diet 50"
262.337701225125,0.12691564710835,0.122074827350212,1.03965452881003,0.298500433341252,0.934226737513902,"LOC126266638","Control","50_vs_83",FALSE,"Higher in diet 50"
107.965648966726,0.212774329587986,0.198501221960993,1.07190438167578,0.283762981956171,0.929228978329183,"LOC126266639","Control","50_vs_83",FALSE,"Higher in diet 50"
80.4250060411158,0.0167801779022394,0.17743455714122,0.0945710811501284,0.924655520756974,0.99786480659017,"LOC126266640","Control","50_vs_83",FALSE,"Higher in diet 50"
52.8089127913682,-0.0486229102547911,0.243327612989832,-0.199824876664627,0.84161754492132,0.994385748144104,"LOC126266642","Control","50_vs_83",FALSE,"Higher in diet 83"
197.962392813407,0.0371889903430331,0.109906736990837,0.338368614711341,0.735085422540409,0.984093122081354,"LOC126266644","Control","50_vs_83",FALSE,"Higher in diet 50"
329.329478141595,0.0878397028882701,0.134009993183558,0.655471288383346,0.512164366229578,0.971897966998351,"LOC126266647","Control","50_vs_83",FALSE,"Higher in diet 50"
45.499431106239,-0.179821743396456,0.327902763032179,-0.548399597897897,0.583417552490209,0.9723139364666,"LOC126266649","Control","50_vs_83",FALSE,"Higher in diet 83"
73.749520187215,0.25608890114782,0.275373843835286,0.929968139243461,0.352387580995056,0.95211924935828,"LOC126266650","Control","50_vs_83",FALSE,"Higher in diet 50"
8.13791110523065,-0.456500703304556,0.465836547897347,-0.97995896922444,0.327106372632211,0.942471347539205,"LOC126266651","Control","50_vs_83",FALSE,"Higher in diet 83"
