"canonical_gene_order","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj","candidate_k2","candidate_k3","candidate_k4"
1183,"LOC126272159","thioredoxin domain-containing protein 12-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.12814659664364,0.0312850355673761,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1184,"LOC126281675","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.56499901768589,0.00720025043812563,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1185,"LOC126267477","kininogen-1-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.3848829260651,0.00047055571897125,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1186,"LOC126335041","xaa-Pro aminopeptidase ApepP-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.91255256704222,0.00407738850457222,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1187,"LOC126284462","peptidoglycan-recognition protein LC-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.77271867656862,0.000186344340246049,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1188,"LOC126356149","uncharacterized LOC126356149","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.70271901593978,0.0160392109666014,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1189,"LOC126298043","uncharacterized LOC126298043","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.06224171442991,0.000431538223271184,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1190,"LOC126323167","uncharacterized LOC126323167","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.98324631236732,0.00107152325110919,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1191,"LOC126323183","uncharacterized LOC126323183","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",4.0873658618604,6.62979346766608e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1192,"LOC126268014","uncharacterized LOC126268014","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.82360621756172,1.70915590181494e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1193,"LOC126268015","uncharacterized LOC126268015","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.61031031663082,3.78583820764714e-09,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1194,"LOC126267061","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",2.04188011394174,0.0158621295540491,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1195,"LOC126267217","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.99905467918615,0.00941503916894951,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1196,"LOC126272801","UDP-glucose 4-epimerase-like","protein_coding","Infection within diet","infection_diet83","Infected diet 83",1.25485059918728,0.0146993346876195,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1197,"LOC126267002","uncharacterized LOC126267002","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.08337868454641,4.31027694755509e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1198,"LOC126281291","polyubiquitin-A","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",1.19265310662142,8.23516432581122e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1199,"LOC126281231","uncharacterized LOC126281231","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",3.35354690089188,3.93504794833879e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1200,"LOC126284801","protein lethal(2)essential for life-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.04084943732903,3.51859318523838e-11,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1201,"LOC126355831","heat shock protein 70 A1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",8.27491690143854,4.13631272257941e-09,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1202,"LOC126355838","heat shock protein 70 A1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",8.97821137679336,1.05478911272104e-08,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1203,"LOC126281308","AN1-type zinc finger protein 2A-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",1.3234221149997,0.000188380225763017,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1204,"LOC126284639","protein lethal(2)essential for life-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.65542397544626,3.1844676753304e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1205,"LOC126273558","uncharacterized LOC126273558","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",3.86005671743091,0.00090686986273319,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1206,"LOC126279406","SEC14-like protein 2","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.18951039695033,0.0131801418925017,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1207,"LOC126297712","uncharacterized LOC126297712","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.39226899814407,0.000236498502724905,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1208,"LOC126292051","uncharacterized LOC126292051","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.50137227616422,6.62979346766608e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1209,"LOC126336638","organic cation transporter protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.25130122528452,0.000164545598400812,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1210,"LOC126284753","selenoprotein S-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.01672437660567,0.0206450960310692,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1211,"LOC126337983","uncharacterized LOC126337983","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.69096597274064,5.93116331991506e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1212,"LOC126281527","uncharacterized LOC126281527","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.60237758537636,1.93756832197509e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1213,"LOC126281626","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.28465282170161,0.0316816082155914,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1214,"LOC126355748","uncharacterized LOC126355748","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",2.83468933130816,3.01762626205964e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1215,"LOC126266610","cyclic GMP-AMP synthase-like receptor","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.08761413483955,0.000871228804671262,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1216,"LOC126272361","lysozyme-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",2.57312273511879,0.000166318136823469,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1217,"LOC126281487","periodic tryptophan protein 2 homolog","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.47008445862291,0.00049130116280768,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1218,"LOC126336688","organic cation transporter protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.89111738664583,8.63679074941841e-11,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1219,"LOC126365745","tyrosine 3-monooxygenase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",4.89113657700703,4.28917877240647e-08,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1220,"LOC126273272","PAX3- and PAX7-binding protein 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.36980934025146,0.000184146446463853,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1221,"LOC126267114","juvenile hormone acid O-methyltransferase-like","protein_coding","Infection + diet","control_diet33_vs50; control_diet83_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83; interaction_diet33_vs50; interaction_diet83_vs50","Average infected; Control diet 33; Control diet 83; Infected diet 33; Infected diet 50; Infected diet 83; Infection response diet 50",26.2893531774257,5.12772379179898e-21,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1222,"LOC126284463","peptidoglycan-recognition protein LB-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",4.52446279216286,3.6331574600367e-10,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1223,"LOC126356364","retinol-binding protein pinta","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.40718077878502,0.000571624919404441,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1224,"LOC126269416","thioredoxin-T-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.76542966185279,1.00169793150826e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1225,"LOC126335083","juvenile hormone esterase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.7715245595129,1.23218545005569e-10,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1226,"LOC126282259","zinc transporter 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.98465161714472,8.39441705935499e-09,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1227,"LOC126341853","HIG1 domain family member 1A, mitochondrial-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.42394670736716,6.82483768798584e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1228,"LOC126278061","serine palmitoyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.29615444828174,1.2188031084513e-07,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1229,"LOC126357770","EH domain-containing protein 3-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.28078938585765,6.72375151387024e-08,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1230,"LOC126293577","leucine-rich repeat-containing protein 15-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.67579651799358,8.12737213337906e-08,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1231,"LOC126285340","nascent polypeptide-associated complex subunit alpha, muscle-specific form-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.00019781791308,1.86877835196814e-12,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1232,"LOC126355940","proton-coupled amino acid transporter-like protein CG1139","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.23525764870133,7.52937890923635e-15,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1233,"LOC126336772","phosphatidylinositol 4-kinase beta-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.36422177921804,1.42807416390694e-10,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1234,"LOC126353952","serine protease snake-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.37486629862804,2.17213267601498e-11,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1235,"LOC126279611","solute carrier organic anion transporter family member 74D-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.68946755768451,1.84998617510271e-09,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1236,"LOC126293181","uncharacterized LOC126293181","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.87573846205903,6.6806075206436e-13,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1237,"LOC126280394","alanine and glycine-rich protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",7.22853642171328,7.4647095102889e-12,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1238,"LOC126281410","glutathione S-transferase D7-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",4.66689473151601,1.39964228725399e-14,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1239,"LOC126334702","macrophage mannose receptor 1-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",4.14975720965679,7.30449448349827e-10,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1240,"LOC126336702","caspase-1-like","protein_coding","Infection within diet","infection_diet33; infection_diet50","Infected diet 33; Infected diet 50",1.51938300659645,0.000299044829262473,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1241,"LOC126271955","aromatic-L-amino-acid decarboxylase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.89987959340667,3.99685523668323e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1242,"LOC126284336","serine protease inhibitor I/II-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",4.06534252119521,1.10806060550442e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1243,"LOC126267545","serine protease Hayan-like","protein_coding","Infection + diet","control_diet83_vs33; control_diet83_vs50; infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Control diet 83; Infected diet 33; Infected diet 50",7.42665846758478,2.85097132922054e-10,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1244,"LOC126336036","uncharacterized LOC126336036","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.40348695303731,1.01712768821939e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1245,"LOC126281771","FAM172 family protein homolog CG10038","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.42621759471074,2.48503596983254e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1246,"LOC126353887","ATP-dependent RNA helicase SUV3 homolog, mitochondrial","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.14931339668298,9.77136948044325e-07,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1247,"LOC126331691","toll-like receptor 2 type-2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.44824478309715,2.37485643957515e-15,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1248,"LOC126335557","cytosolic endo-beta-N-acetylglucosaminidase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.42251800471339,3.92315185375831e-11,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1249,"LOC126334771","probable multidrug resistance-associated protein lethal(2)03659","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.95345024822715,1.08128635856816e-14,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1250,"LOC126335547","serpin B6-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.96336225447057,3.76570860512565e-21,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1251,"LOC126278049","cytokine-inducible SH2-containing protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.04363762155172,2.31471672999687e-25,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1252,"LOC126284817","protein lethal(2)essential for life-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.91807866730531,3.5033217318563e-21,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1253,"LOC126284942","protein lethal(2)essential for life-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.83730183414353,2.80732248498393e-16,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1254,"LOC126273130","esterase E4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.62287362013396,2.98946794916419e-12,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1255,"LOC126283976","transducin beta-like protein 2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.59054863085401,3.24897303465855e-08,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1256,"LOC126267215","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.53080727788498,5.53644465391459e-27,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1257,"LOC126267216","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.85840271072888,7.52937890923635e-15,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1258,"LOC126336236","transmembrane protease serine 9","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.10833683513244,7.70342657426612e-12,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1259,"LOC126272609","uncharacterized LOC126272609","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",7.99669052571996,2.66214072238151e-26,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1260,"LOC126293526","uncharacterized LOC126293526","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.10560758621619,9.40324369093719e-12,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1261,"LOC126271975","lysozyme-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",7.49540217322589,3.57676781277698e-26,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1262,"LOC126297555","protein Malvolio","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.36525502289295,1.08239233106775e-12,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1263,"LOC126343175","transferrin","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.39692903337255,1.96945538319581e-14,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1264,"LOC126336546","locustin","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.37128211938029,3.61443586402374e-24,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1265,"LOC126336554","uncharacterized LOC126336554","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",7.34245576469887,7.85769387201111e-26,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1266,"LOC126298824","solute carrier family 41 member 2-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.25133308043223,0.00749126148961341,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1267,"LOC126335187","esterase E4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",2.85715376756671,1.84857499822134e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1268,"LOC126353927","cationic amino acid transporter 3","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.19544079312566,0.00690722448774284,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1269,"LOC126284379","vanin-like protein 3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.26002557629304,0.00155666788965356,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1270,"LOC126291751","uncharacterized LOC126291751","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.60576422365416,0.00107351094374303,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1271,"LOC126335140","esterase E4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.9404459342453,5.61787024953723e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1272,"LOC126335136","esterase E4-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.73670682012493,0.0296976693886711,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1273,"LOC126365760","putative defense protein","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.95628883848675,1.07079275955379e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1274,"LOC126295030","CARD- and ANK-domain containing inflammasome adapter protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.59269139954782,0.00391661887592883,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1275,"LOC126282193","tissue inhibitor of metalloproteinase","protein_coding","Infection within diet","infection_diet33","Infected diet 33",1.04172409183994,0.0375952329509391,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1276,"LOC126291901","proteoglycan 4","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.02472058960579,3.02672653816925e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1277,"LOC126284941","lithostathine-1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.234063164002,1.07661094246481e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1278,"LOC126353998","serine/threonine-protein kinase RIO3-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.12532692698106,0.0434768550412926,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1279,"LOC126298389","hyaluronidase B-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",4.44283595353798,0.00489838211537974,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1280,"LOC126267107","facilitated trehalose transporter Tret1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.79978752248128,2.23225108194964e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1281,"LOC126295227","neprilysin-2-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.52388357017042,0.002236271982007,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1282,"LOC126272149","uncharacterized LOC126272149","lncRNA","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",5.5708508703468,0.0100614444286661,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1283,"LOC126281943","cysteine and histidine-rich domain-containing protein morgana","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.06252135407572,0.0224441559782647,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1284,"LOC126270012","F-box/LRR-repeat protein 2-like","protein_coding","Infection within diet","infection_diet33; infection_diet50","Infected diet 33; Infected diet 50",1.2054003250068,0.00317931337657386,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1285,"LOC126284283","uncharacterized LOC126284283","lncRNA","Infection within diet","infection_diet33","Infected diet 33",1.6801678494848,0.0229280296796549,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1286,"LOC126298520","uncharacterized LOC126298520","protein_coding","Infection within diet","infection_diet33","Infected diet 33",1.00280052201922,0.00289715657409117,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1287,"LOC126356013","uncharacterized LOC126356013","lncRNA","Infection within diet","infection_average_all_diets","Average infected",1.40366459452871,0.00906962035839074,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1288,"LOC126272116","villin-1","protein_coding","Infection + diet","infected_diet33_vs50; infected_diet83_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",3.58354245823855,0.000885069165749919,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1289,"LOC126336619","transmembrane protein 205","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",3.88523779403255,5.66656222725242e-09,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
