"GeneID","Description","Pattern","log2FC_50","padj_50","Direction_50","log2FC_83","padj_83","Direction_83","GeneType"
"LOC126344047","uncharacterized LOC126344047","Neutral_Up",1.52511814345173,NA,"Neutral",3.98350257713423,0.0475168719336845,"Up","protein_coding"
"LOC126347864","uncharacterized LOC126347864","Neutral_Down",-0.623986661097842,0.936520597681835,"Neutral",-1.78237719243699,0.0267458000346955,"Down","protein_coding"
"LOC126349907","phosphoserine phosphatase","Neutral_Down",-0.108478749236874,0.972457588404646,"Neutral",-1.47731638933252,6.52129882354802e-05,"Down","protein_coding"
"LOC126351672","lipoyltransferase 1%2C mitochondrial-like","Neutral_Up",0.631210831017013,0.936520597681835,"Neutral",1.88092593143956,8.27659850478086e-06,"Up","protein_coding"
"LOC126352958","ornithine aminotransferase%2C mitochondrial","Neutral_Down",-0.703408933068919,0.936520597681835,"Neutral",-3.32953600315343,8.84968152441268e-17,"Down","protein_coding"
"LOC126353857","uncharacterized LOC126353857","Neutral_Up",1.21494949661182,0.575372512768148,"Neutral",1.8117160397686,0.00313311417771117,"Up","lncRNA"
"LOC126354620","putative fatty acyl-CoA reductase CG5065","Neutral_Up",1.17342752580978,0.44289584263699,"Neutral",1.57433142555672,0.00688864224005592,"Up","protein_coding"
"LOC126355485","phosphatidate phosphatase LPIN2","Neutral_Down",-0.454944328194916,0.936520597681835,"Neutral",-1.88900198609639,0.000622112344984418,"Down","protein_coding"
"LOC126267711","hairy/enhancer-of-split related with YRPW motif protein","Neutral_Down",-0.589638465454504,NA,"Neutral",-2.24381517094563,0.0117626045822231,"Down","protein_coding"
"LOC126266788","trifunctional purine biosynthetic protein adenosine-3-like","Neutral_Down",-0.742081139762599,0.936520597681835,"Neutral",-2.6989982598656,0.000227319901076117,"Down","protein_coding"
"LOC126267671","peptidoglycan-recognition protein SD-like","Neutral_Up",0.993489788790227,0.518348739483493,"Neutral",1.23222744100583,0.0248825108137191,"Up","protein_coding"
"LOC126269845","protein henna","Neutral_Down",-0.231616758178655,0.946003217754132,"Neutral",-1.85836045166125,5.41448853965535e-05,"Down","protein_coding"
"LOC126272354","uncharacterized LOC126272354","Neutral_Up",0.270291843503642,0.952578148568833,"Neutral",1.90249194014574,0.00847973792994472,"Up","protein_coding"
"LOC126272587","facilitated trehalose transporter Tret1-2 homolog","Up_Up",1.24255765076904,0.0334267946325393,"Up",1.15575114130853,0.0103859084693967,"Up","protein_coding"
"LOC126273306","uncharacterized LOC126273306","Neutral_Down",0.0120305157974457,0.997956670604687,"Neutral",-1.24559460954428,6.44057001404684e-07,"Down","protein_coding"
"LOC126275659","short/branched chain specific acyl-CoA dehydrogenase%2C mitochondrial","Neutral_Down",0.013674292850485,0.997956670604687,"Neutral",-1.09618202344185,0.0027869267655403,"Down","protein_coding"
"LOC126336535","proline-rich protein 2-like","Neutral_Up",1.57433860447719,0.936520597681835,"Neutral",3.96375252734105,0.000923033888805571,"Up","protein_coding"
"LOC126336534","proline-rich protein HaeIII subfamily 1-like","Neutral_Up",1.9159527284112,0.936520597681835,"Neutral",4.58310095709271,3.12372503888795e-05,"Up","protein_coding"
"LOC126336538","proline-rich protein 2-like","Neutral_Up",1.77460410176043,0.936520597681835,"Neutral",3.70347420631566,0.000247234573796109,"Up","protein_coding"
"LOC126336531","proline-rich protein 2-like","Neutral_Up",2.91224902188432,0.171922592054021,"Neutral",3.68460752957497,0.000753944362116119,"Up","protein_coding"
"LOC126336537","proline-rich protein 2-like","Neutral_Up",2.35409196920898,0.315230049885426,"Neutral",3.04384295101978,0.00176337343513397,"Up","protein_coding"
"LOC126336532","proline-rich protein 2-like","Neutral_Up",1.68764691301252,0.936520597681835,"Neutral",3.26055539487413,0.000996658023976385,"Up","protein_coding"
"LOC126336541","proline-rich protein 2-like","Neutral_Up",1.54554816104051,0.936520597681835,"Neutral",2.9466318527252,0.0432022856272404,"Up","protein_coding"
"LOC126336533","proline-rich protein 2-like","Neutral_Up",1.76781421563398,0.76740124861535,"Neutral",3.39383789670174,0.000108252348469163,"Up","protein_coding"
"LOC126336866","NADP-dependent malic enzyme-like","Neutral_Up",-0.0675430072565966,0.994869849871187,"Neutral",1.9772625715123,0.024952593679498,"Up","protein_coding"
"LOC126336910","protein charybde-like","Neutral_Down",-1.52212917161092,0.674544554519852,"Neutral",-2.86383304344369,7.88187229473637e-05,"Down","protein_coding"
"LOC126337066","MFS-type transporter SLC18B1-like","Neutral_Up",0.780174566431713,0.936520597681835,"Neutral",3.39731434467209,5.65340191527336e-06,"Up","protein_coding"
"LOC126335786","cholinesterase 1-like","Neutral_Down",-1.00044619186187,0.936520597681835,"Neutral",-1.7923492518634,0.0123776722425886,"Down","protein_coding"
"LOC126324953","adenylosuccinate lyase","Neutral_Down",-0.353354777115172,0.936520597681835,"Neutral",-1.45436085903573,0.00185510570433518,"Down","protein_coding"
