"GeneID","Description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneType"
"LOC126317111","single-stranded DNA-binding protein-like",22.6782810269167,2.74310816219127,0.787135606403947,3.48492450331811,0.000492275916155277,0.0197061772264929,"protein_coding"
"LOC126317113","serine/threonine-protein kinase sepA-like",34.8241455465395,3.37026321139584,0.750750814088417,4.48919021884526,7.14944345903958e-06,0.00188627689390415,"protein_coding"
"LOC126317099","uncharacterized LOC126317099",18.4854227579498,2.82667524758184,0.84172322769957,3.35820036154537,0.000784517251741344,0.0251850193723644,"protein_coding"
"LOC126317123","serine/threonine-protein kinase svkA-like",35.0494916022677,2.61274568717739,0.757307771519492,3.45004473139774,0.000560493673252177,0.0210906230441002,"protein_coding"
"LOC126317124","CCR4-NOT transcription complex subunit 7-like",12.2040293175381,2.46970142246374,0.793407205498587,3.11277916982332,0.00185334637146547,0.0427795631360672,"protein_coding"
"LOC126317085","ras-related C3 botulinum toxin substrate 1-like",57.8992106315958,2.52540960798444,0.803799424486171,3.14184052768987,0.00167889451607561,0.0403844738829478,"protein_coding"
"LOC126317091","uncharacterized LOC126317091",25.4326309347055,2.59889967030236,0.724886272378322,3.58525160336597,0.00033675339067512,0.015579442172056,"protein_coding"
"LOC126317076","uncharacterized LOC126317076",21.6562253886777,2.6615593262727,0.757920202362958,3.51166167358357,0.000445314510431332,0.0186063390738338,"protein_coding"
"LOC126317118","serine/threonine-protein phosphatase 4 catalytic subunit-like",55.5885770509744,2.83656692147084,0.932496950017243,3.04190477129002,0.00235086254823477,0.0498406097746841,"protein_coding"
"LOC126317081","uncharacterized LOC126317081",19.9546082450811,2.62639426591382,0.802947327656247,3.27094215953131,0.00107189831358205,0.0300528527178375,"protein_coding"
"LOC126317455","antizyme inhibitor 2-like",25.4272947333754,2.43617811199453,0.790690496805182,3.08107675738865,0.00206253471625965,0.0458443672092115,"protein_coding"
"LOC126317508","uncharacterized LOC126317508",17.0994144170726,2.65110394753049,0.690973419054878,3.83676690654281,0.000124664694327647,0.00867194568271616,"protein_coding"
"LOC126317499","uncharacterized LOC126317499",74.3092589947557,3.46994501498202,0.753557443749413,4.60475182584211,4.12958030620876e-06,0.00147853429071274,"protein_coding"
"LOC126317457","elongation factor-like GTPase 1",33.1343078773564,2.68759303100348,0.774959988204608,3.46804102393721,0.000524267247793787,0.0203371655382954,"protein_coding"
"LOC126317474","tRNA (guanine(26)-N(2))-dimethyltransferase-like",16.7963154795905,2.41562518054053,0.737347998035457,3.27609919193728,0.00105251587972752,0.0297688502334361,"protein_coding"
"LOC126317445","serine/threonine-protein phosphatase 6 catalytic subunit-like",35.3910880975474,2.4210836065568,0.776194997800244,3.1191692982024,0.00181361721294687,0.0422815940460385,"protein_coding"
"LOC126317448","ubiquitin carboxyl-terminal hydrolase 5-like",25.2735499901326,2.72627576606352,0.808402476401897,3.37242381814297,0.000745096959923304,0.0247768805613773,"protein_coding"
"LOC126317501","uncharacterized LOC126317501",33.4893599263896,2.9655104107918,0.836191167103695,3.54645029445049,0.000390458393391714,0.0171495189916654,"protein_coding"
"LOC126317458","uncharacterized LOC126317458",20.5347910487382,3.02861810234604,0.802785084664711,3.77263873009171,0.000161530097355702,0.00996857541522257,"protein_coding"
"LOC126317490","uncharacterized LOC126317490",67.3330851331014,2.9677131225256,0.794425253730688,3.73567319088733,0.000187213677310184,0.0109511491513853,"protein_coding"
"LOC126317468","uncharacterized LOC126317468",50.3606155931288,2.66843154975082,0.822626876001757,3.24379330118691,0.00117949305474832,0.031999358464847,"lncRNA"
"LOC126318224","uncharacterized LOC126318224",25.9128163532421,2.70444329426156,0.81359347010711,3.32407202568319,0.00088713280863513,0.026989390341195,"protein_coding"
"LOC126318229","26S proteasome regulatory subunit 8-like",39.7696219747002,2.50882856421174,0.734030286520675,3.41788153742764,0.000631105692873099,0.0224379546512871,"protein_coding"
"LOC126318232","uncharacterized LOC126318232",21.7385610963254,2.44259086885853,0.723804858336646,3.37465387352024,0.000739085844515941,0.0246406625209214,"protein_coding"
"LOC126318207","uncharacterized LOC126318207",20.2170556962834,2.46806530508999,0.801042321734117,3.08106730209592,0.00206260021534395,0.0458443672092115,"protein_coding"
"LOC126318218","30S ribosomal protein S9-like",15.0554453544606,2.53314738364138,0.668181855865408,3.79110471409094,0.000149978700211467,0.00968396755308789,"protein_coding"
"LOC126318221","coiled-coil domain-containing protein 22-like",22.7316644870765,2.60585585306161,0.793222388068469,3.28515167027368,0.0010192748742112,0.0294382426277587,"protein_coding"
"LOC126318213","src kinase-associated phosphoprotein 2-like",27.1523923954024,3.1767001546037,0.638850114390661,4.97252811425675,6.60853836942979e-07,0.000593322407526261,"protein_coding"
"LOC126318325","uncharacterized LOC126318325",35.5247143405663,2.85394141901766,0.880084449381026,3.24280405252573,0.00118359582168523,0.031999358464847,"protein_coding"
"LOC126318343","60S ribosomal protein L5-like",61.5044243077371,3.20985366957419,0.754330603119314,4.25523458321958,2.08829954746125e-05,0.00353609564161564,"protein_coding"
"LOC126318342","protein transport protein SEC23-like",28.6501812202095,2.49550955497148,0.755787385178332,3.30186717046442,0.000960435406094095,0.028677130489617,"protein_coding"
"LOC126318289","ubiquitin-protein ligase E3B-like",38.1762892834989,3.16793024639121,0.754060948726327,4.20115940461062,2.65551525698432e-05,0.00403973238185031,"protein_coding"
"LOC126318294","F-actin-capping protein subunit beta-like",48.087778090229,2.58526733262518,0.817415295324267,3.16273422752581,0.00156294947562587,0.0388293374552691,"protein_coding"
"LOC126318278","uncharacterized LOC126318278",20.6492186388544,3.00236515758623,0.726020164117571,4.13537434078764,3.54376487811571e-05,0.00475049064754907,"protein_coding"
"LOC126318274","uncharacterized LOC126318274",43.3770242639067,3.04744136007066,0.774550742748229,3.93446315635546,8.33828576620743e-05,0.00692583798153842,"protein_coding"
"LOC126318281","cullin-3-like",23.9836266852808,2.85828757051261,0.707673297268254,4.0389931081844,5.36811422247776e-05,0.00570927784537738,"protein_coding"
"LOC126318279","uncharacterized LOC126318279",40.1119926522361,3.17869205120901,0.791759472530386,4.01471932006096,5.95165785808757e-05,0.00603085708470307,"protein_coding"
"LOC126318362","vegetative catalase-like",111.139774802524,3.35883337908353,0.71371855227352,4.70610350310232,2.52496357590284e-06,0.00124975985608822,"protein_coding"
"LOC126318340","uncharacterized LOC126318340",72.4158672944448,2.7297076148305,0.83002005692529,3.28872488327858,0.00100642347470096,0.0294382426277587,"protein_coding"
"LOC126318364","uncharacterized LOC126318364",14.2591650662619,2.77678090023436,0.707717063947622,3.92357488845269,8.72446286073896e-05,0.00706132783363835,"protein_coding"
"LOC126318334","glycine--tRNA ligase-like",31.9202136592553,2.88695341453608,0.804333850775414,3.5892476883236,0.000331633633897761,0.0155209532632951,"protein_coding"
