"GeneID","Description","Pattern","log2FC_50","padj_50","Direction_50","log2FC_83","padj_83","Direction_83","GeneType"
"LOC126343983","zinc finger protein 628-like","Neutral_Down",-9.38542835042023,0.820126879566996,"Neutral",-19.7432443588997,0.00104641754107476,"Down","protein_coding"
"LOC126344004","keratinocyte proline-rich protein-like","Neutral_Up",1.16477187629108,0.428642263169836,"Neutral",1.55986333197405,0.0440505260221114,"Up","protein_coding"
"LOC126352958","ornithine aminotransferase%2C mitochondrial","Neutral_Down",0.137934312207928,0.999521285958359,"Neutral",-2.79764198893772,0.0238431349685118,"Down","protein_coding"
"LOC126353355","facilitated trehalose transporter Tret1-like","Neutral_Up",0.468337736275914,0.999521285958359,"Neutral",1.68009182023576,0.00191808088256295,"Up","protein_coding"
"LOC126355691","inter-alpha-trypsin inhibitor heavy chain H4-like","Neutral_Up",2.6661384672028,0.863643168028481,"Neutral",5.4288929124743,0.0419106629607173,"Up","protein_coding"
"LOC126269938","fibulin-1-like","Neutral_Down",-10.2424425554369,0.586388007273526,"Neutral",-16.7546238693081,0.0042201472049126,"Down","protein_coding"
"LOC126269964","fibrillin-3-like","Neutral_Down",-10.2534637204107,0.59951652788975,"Neutral",-16.7359021406706,0.00573390124561106,"Down","protein_coding"
"LOC126272354","uncharacterized LOC126272354","Neutral_Up",0.700957309813877,0.964889838060447,"Neutral",1.73586244151941,0.0131099148404916,"Up","protein_coding"
"LOC126336316","thiamin pyrophosphokinase 1-like","Neutral_Up",0.567924538534621,0.981196064643119,"Neutral",1.94666098744916,0.0042201472049126,"Up","protein_coding"
"LOC126336551","uncharacterized LOC126336551","Up_Neutral",2.1542294829801,0.0299260546201738,"Up",1.07452077887625,1,"Neutral","protein_coding"
"LOC126325353","serine hydroxymethyltransferase","Neutral_Down",-0.894343757018589,0.999521285958359,"Neutral",-2.54233595378756,0.0184201648723704,"Down","protein_coding"
"LOC126331832","neuropeptide-like 1","Neutral_Down",-9.40406967229135,0.818520267061641,"Neutral",-19.4688817872758,0.00121231493804984,"Down","protein_coding"
"LOC126334702","macrophage mannose receptor 1-like","Down_Neutral",-2.57132895901743,0.0168317015285971,"Down",-0.415655485434464,1,"Neutral","protein_coding"
"LOC126336474","uncharacterized LOC126336474","Down_Down",-16.230334903282,0.000291235330159321,"Down",-16.1467593172886,0.000559168980832493,"Down","protein_coding"
"LOC126336093","mucin-19-like","Down_Down",-16.2809871461014,0.0106808097012643,"Down",-18.5086496246224,0.00104641754107476,"Down","protein_coding"
"LOC126354610","trifunctional purine biosynthetic protein adenosine-3","Neutral_Down",-0.659183912373164,0.999521285958359,"Neutral",-2.10057061537153,0.0419106629607173,"Down","protein_coding"
"LOC126355886","tyrosine decarboxylase-like","Down_Down",-15.5189016458497,9.61680207267302e-10,"Down",-16.5028070553674,9.36788597176379e-10,"Down","protein_coding"
"LOC126356047","allantoicase-like","Up_Up",6.63727227908122,0.0142645520082717,"Up",7.15625742904411,0.010600228959553,"Up","protein_coding"
"LOC126354277","allatotropins-like","Neutral_Up",12.1794786561289,0.377019683892851,"Neutral",28.6263159844562,1.86322719045986e-08,"Up","protein_coding"
"LOC126355544","uncharacterized LOC126355544","Neutral_Down",-9.33472028105803,0.820126879566996,"Neutral",-21.0232405167314,0.000272495130347089,"Down","protein_coding"
"LOC126355479","probable serine/threonine-protein kinase nek3","Neutral_Down",-9.79072241508197,0.740541304509455,"Neutral",-18.5772805903523,0.00321630989959061,"Down","protein_coding"
"LOC126354783","uncharacterized LOC126354783","Neutral_Up",10.7938237056848,0.600388780970806,"Neutral",24.5164222225009,4.7697568870478e-06,"Up","protein_coding"
"LOC126267139","B-cell receptor CD22-like","Neutral_Down",-9.4289005478556,0.813905795067895,"Neutral",-19.8817476162979,0.000965409954358777,"Down","protein_coding"
"LOC126268172","sodium-coupled monocarboxylate transporter 2-like","Down_Neutral",-4.19946428017395,0.0106808097012643,"Down",-2.07276793040883,1,"Neutral","protein_coding"
"LOC126266708","tryptophan 5-hydroxylase 1","Down_Down",-14.8553166553751,0.00288290590525399,"Down",-16.9195635644898,0.000226946784431593,"Down","protein_coding"
"LOC126268018","uncharacterized transporter slc-17.2-like","Neutral_Down",-1.50049703899015,0.600388780970806,"Neutral",-2.80108836874198,0.000887343748950243,"Down","protein_coding"
"LOC126267355","neuroparsin-A","Neutral_Up",1.42305332006845,0.851642177924174,"Neutral",3.86745986499335,4.44073527806789e-06,"Up","protein_coding"
"LOC126266674","activator of 90 kDa heat shock protein ATPase homolog 1-like","Neutral_Down",-9.62610730722179,0.767206520378147,"Neutral",-17.7025696294324,0.00698535864719276,"Down","protein_coding"
"LOC126267477","kininogen-1-like","Down_Neutral",-1.50101288238451,0.0102865107371301,"Down",-0.743815214393196,1,"Neutral","protein_coding"
"LOC126272144","cytochrome P450 6k1-like","Up_Neutral",2.35210730101059,0.0142645520082717,"Up",0.732476514725408,1,"Neutral","protein_coding"
"LOC126272290","uncharacterized LOC126272290","Down_Neutral",-1.51503190987282,0.0459859375097194,"Down",-0.143007346430345,1,"Neutral","protein_coding"
"LOC126272916","class E basic helix-loop-helix protein 23","Neutral_Down",-10.3670574526407,0.59951652788975,"Neutral",-17.2318421318553,0.0042201472049126,"Down","protein_coding"
"LOC126272706","probable salivary secreted peptide","Down_Neutral",-3.68650082799418,0.0203600545740475,"Down",-2.39378827993223,0.7162706822323,"Neutral","protein_coding"
"LOC126272465","vesicular glutamate transporter 1-like","Up_Up",3.68643197953974,0.0229895546865241,"Up",6.04919511610611,4.67127626640198e-06,"Up","protein_coding"
"LOC126277896","inositol oxygenase-like","Neutral_Down",-5.02316736891824,0.666217272460215,"Neutral",-7.93694419002163,0.0299855738621249,"Down","protein_coding"
