"label","PC1","PC2","Diet","Treatment"
"1003",-26.1868845995894,5.82051793395971,"33","Control"
"1006",-32.4557059717336,19.6789593523847,"33","Control"
"1009",-28.1694143997294,-4.28678091877319,"33","Control"
"1015",32.4878450422439,8.0291746650637,"33","Infected"
"1018",9.07862658128308,5.05351121751121,"33","Infected"
"1021",5.93327163012332,8.76328533429669,"33","Infected"
"1027",41.3231998241114,4.4651207538825,"33","Infected"
"1030",-30.9850751752134,-0.715940634817697,"33","Control"
"1033",-13.3788916767883,3.83020888408174,"33","Control"
"1036",-31.5333354460168,-1.69315006467209,"33","Control"
"1039",-11.8544896445226,-23.2077025008941,"33","Control"
"1042",15.6331197841683,-21.9564929450937,"33","Infected"
"1045",6.83310527631912,-1.54269707310061,"33","Infected"
"1051",0.983404447078811,-7.36001628647706,"33","Infected"
"1054",33.3434712312031,9.19843723856967,"33","Infected"
"1057",28.9477530970626,-4.07643495592145,"33","Infected"
