"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database"
"ko01110","ko01110","19/47","355/4337",0.0535211267605634,4.93874737788433,8.10562663845365,1.15196625278407e-09,3.45715852043856e-07,3.45715852043856e-07,"LOC126354813/LOC126354610/LOC126275659/LOC126335010/LOC126355485/LOC126293737/LOC126352958/LOC126325353/LOC126281265/LOC126285116/LOC126266840/LOC126299364/LOC126298104/LOC126297583/LOC126278052/LOC126324953/LOC126278953/LOC126266788/LOC126299365",19,"all_diet_pairwise_results__DOWN","KEGG_pathway"
"ko01130","ko01130","15/47","210/4337",0.0714285714285714,6.59118541033435,8.69283080647301,2.18117256810004e-09,3.45715852043856e-07,3.45715852043856e-07,"LOC126354610/LOC126293737/LOC126352958/LOC126325353/LOC126281265/LOC126266840/LOC126295405/LOC126299364/LOC126298104/LOC126297583/LOC126278052/LOC126293368/LOC126324953/LOC126266788/LOC126299365",15,"all_diet_pairwise_results__DOWN","KEGG_pathway"
"ko00230","ko00230","10/47","141/4337",0.0709219858156028,6.54443941451637,7.00510062975538,1.77419009395767e-06,0.000187472753261528,0.000187472753261528,"LOC126354813/LOC126354610/LOC126272511/LOC126293737/LOC126281265/LOC126299364/LOC126324953/LOC126278953/LOC126266788/LOC126299365",10,"all_diet_pairwise_results__DOWN","KEGG_pathway"
"ko00670","ko00670","4/47","15/4337",0.266666666666667,24.6070921985816,9.58540934333784,1.51511689508717e-05,0.00120073013935659,0.00120073013935659,"LOC126354610/LOC126293737/LOC126325353/LOC126266788",4,"all_diet_pairwise_results__DOWN","KEGG_pathway"
"ko00260","ko00260","5/47","37/4337",0.135135135135135,12.4698102357677,7.33310302520045,4.04352500307195e-05,0.00256359485194762,0.00256359485194762,"LOC126335010/LOC126325353/LOC126266840/LOC126295405/LOC126293368",5,"all_diet_pairwise_results__DOWN","KEGG_pathway"
"ko00053","ko00053","6/47","65/4337",0.0923076923076923,8.51783960720131,6.39144464260383,5.95207820679586e-05,0.00314468131925714,0.00314468131925714,"LOC126277895/LOC126266840/LOC126277897/LOC126277896/LOC126277894/LOC126277892",6,"all_diet_pairwise_results__DOWN","KEGG_pathway"
"ko00562","ko00562","5/47","52/4337",0.0961538461538462,8.8727495908347,5.97747290708868,0.000213513048276027,0.00964386553993303,0.00964386553993303,"LOC126277895/LOC126277897/LOC126277896/LOC126277894/LOC126277892",5,"all_diet_pairwise_results__DOWN","KEGG_pathway"
"ko01120","ko01120","8/47","158/4337",0.0506329113924051,4.67223269593321,4.92138646603874,0.000243378310156039,0.00964386553993303,0.00964386553993303,"LOC126272511/LOC126325353/LOC126266840/LOC126295405/LOC126297583/LOC126278052/LOC126293368/LOC126278953",8,"all_diet_pairwise_results__DOWN","KEGG_pathway"
"ko01523","ko01523","4/47","34/4337",0.117647058823529,10.8560700876095,6.03840847839046,0.000442622522124251,0.0155901488348208,0.0155901488348208,"LOC126354610/LOC126293737/LOC126325353/LOC126266788",4,"all_diet_pairwise_results__DOWN","KEGG_pathway"
"ko01230","ko01230","5/47","67/4337",0.0746268656716418,6.88631311527469,5.08196586508854,0.000702738533867514,0.0222768115236002,0.0222768115236002,"LOC126325353/LOC126269845/LOC126295405/LOC126298104/LOC126293368",5,"all_diet_pairwise_results__DOWN","KEGG_pathway"
