sample_id	placed_gene_size_factor
1002	0.37149722525601275
1003	0.6855598724078005
1004	1.1077554265415537
1005	0.8470770873543105
1006	0.3651036926428954
1007	0.968549926045418
1009	1.3681952454864994
1011	0.8854056328707754
1014	0.4719015031168198
1015	0.914685476461483
1016	0.22690358036268665
1018	1.9307233825684333
1020	0.6675587952692594
1021	1.2033259163156782
1023	0.48456557995980837
1024	0.48747090338116944
1025	1.3870194719257993
1027	0.5754214313925737
1028	1.1664095043591245
1029	1.247814995982535
1030	2.120622362787988
1031	1.3261647408424457
1032	1.48584606221518
1033	1.7420993790921155
1034	1.1062091831581675
1035	1.202597229808887
1036	1.3386658659544233
1037	1.2621419069395448
1038	1.066189089780923
1039	2.0064640625499317
1040	1.5602503505457417
1041	0.9330111447608209
1042	1.4317845345238822
1043	1.5245239959187622
1045	1.4250285617920062
1046	0.8485829281915851
1049	1.2025375689711215
1050	1.2136947195351964
1051	1.2981258405207345
1052	0.9574774141676903
1054	1.0614979467995036
1055	1.0898518788772715
1057	1.6383591660318038
1058	0.43717918491778357
