gene_id,description,gene_biotype,sequence_class,seqid,contrast_family,contrast_id,numerator,denominator,log2FoldChange,padj,higher_in
LOC126335966,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.934332649856929,1.759956428019699e-47,Average infected
LOC126335463,serpin B8-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,5.750188831841681,2.2348829969881745e-44,Average infected
LOC126283383,"protoheme IX farnesyltransferase, mitochondrial-like",protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.4285714561876266,1.3451557409296867e-37,Average infected
LOC126336554,uncharacterized LOC126336554,lncRNA,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,5.952495460139684,1.9357008561157462e-36,Average infected
LOC126332318,uncharacterized LOC126332318,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,7.026242284509387,2.765115464870133e-34,Average infected
LOC126355939,proton-coupled amino acid transporter-like protein pathetic,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,5.304968521013163,2.765115464870133e-34,Average infected
LOC126335348,uncharacterized LOC126335348,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.189847820739756,3.323802083398421e-34,Average infected
LOC126271634,hatching enzyme 1.2-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,7.34177209757661,9.901186330895282e-34,Average infected
LOC126279309,calcium release-activated calcium channel protein 1-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.282416209869262,2.766832071906674e-33,Average infected
LOC126285457,putative fatty acyl-CoA reductase CG5065,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.897399929638186,5.000429204812756e-32,Average infected
LOC126354995,cysteine sulfinic acid decarboxylase,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,6.144153877572639,1.074399237475005e-31,Average infected
LOC126278049,cytokine-inducible SH2-containing protein-like,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.492082852321059,2.285764052465238e-31,Average infected
LOC126267215,peptidoglycan recognition protein 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.908539203136127,6.767289453144987e-31,Average infected
LOC126354017,ATP-dependent translocase ABCB1-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.4988389261843955,8.984351456940304e-31,Average infected
LOC126278962,uncharacterized LOC126278962,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.7144182290600942,1.3772608668526283e-30,Average infected
LOC126278673,DNA-binding protein D-ETS-6-like,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.409062661742535,1.7953677473748407e-30,Average infected
LOC126278436,uncharacterized LOC126278436,lncRNA,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,7.868451937502209,1.0516530824666807e-29,Average infected
LOC126273060,uncharacterized LOC126273060,lncRNA,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,5.629993462951939,1.266139286394479e-29,Average infected
LOC126285462,peptidoglycan-recognition protein SB1-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.4360116020180187,1.4658441467642353e-29,Average infected
LOC126298233,uncharacterized LOC126298233,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.980037669907185,2.2780245590386241e-29,Average infected
LOC126335115,esterase E4-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,5.657014505109785,1.0409216952552938e-28,Average infected
LOC126325205,toll-like receptor 4,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.1693452401151214,1.3795166037631354e-28,Average infected
LOC126272609,uncharacterized LOC126272609,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,6.8132932436290785,1.6449163656479225e-28,Average infected
LOC126354579,facilitated trehalose transporter Tret1,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.240989161729108,2.6251876142371027e-28,Average infected
LOC126266759,uncharacterized LOC126266759,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.7322691635490166,1.3029261876036123e-27,Average infected
LOC126279018,uncharacterized LOC126279018,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.082441905697891,1.4836202176243774e-27,Average infected
LOC126267162,uncharacterized LOC126267162,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.9091519036325717,1.651973797496947e-27,Average infected
LOC126365957,hexokinase type 2,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.2547893955630047,4.3666001736654894e-27,Average infected
LOC126282034,vascular endothelial growth factor receptor kdr-like,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.707020035868802,1.0729963667038232e-26,Average infected
LOC126299447,organic cation transporter protein,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.4218530611901008,1.7617246006212264e-26,Average infected
LOC126273412,uncharacterized LOC126273412,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.676459046020657,4.25799570545439e-26,Average infected
LOC126293387,F-box/LRR-repeat protein 7-like,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.4902245729315926,4.25799570545439e-26,Average infected
LOC126356135,Kazal peptide Pr13a-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.556759057096406,6.241264295427402e-26,Average infected
LOC126332302,uncharacterized LOC126332302,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,7.372730720283903,9.730060305426627e-26,Average infected
LOC126271975,lysozyme-like,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,5.651438812394872,1.0257758028853358e-25,Average infected
LOC126282181,juvenile hormone esterase-like,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.9598705847345075,1.2146541322207924e-25,Average infected
LOC126336375,sialin-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.71298224649962,1.5752486028125543e-25,Average infected
LOC126294950,ankyrin repeat domain-containing protein 39-like,protein_coding,Nuclear chromosome,NC_064930.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.507021732066502,1.962550361132308e-25,Average infected
LOC126284548,spermine synthase-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.845851813916086,2.1082710990297853e-25,Average infected
LOC126335114,esterase E4-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.6610479461001764,2.65980824101855e-25,Average infected
LOC126292043,uncharacterized LOC126292043,protein_coding,Nuclear chromosome,NC_064928.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.9906652862150116,4.898164694323864e-25,Average infected
LOC126336325,defensin-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,6.115272406376316,7.112911471147498e-25,Average infected
LOC126291886,ankyrin-1-like,protein_coding,Nuclear chromosome,NC_064928.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.802875765285566,1.035926790428331e-24,Average infected
LOC126278127,uncharacterized LOC126278127,lncRNA,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,6.251637625375651,1.228864309494601e-24,Average infected
LOC126335700,uncharacterized LOC126335700,lncRNA,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,7.0206572711545805,2.761507186939033e-24,Average infected
LOC126292011,XK-related protein 7-like,protein_coding,Nuclear chromosome,NC_064928.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.825159995555586,2.8887634647289253e-24,Average infected
LOC126336414,hemocyanin-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.80975461413795,2.8887634647289253e-24,Average infected
LOC126337850,uncharacterized LOC126337850,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.6252233069349984,2.9395867290367818e-24,Average infected
LOC126354256,"beta-1,3-glucan-binding protein-like",protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.609276924405009,3.221915488992022e-24,Average infected
LOC126267163,peptidoglycan-recognition protein SA-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.2274204218410607,3.975185402078131e-24,Average infected
LOC126293672,protein CREG1,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.2979518811637987,2.1719084958509097e-23,Average infected
LOC126365849,ras-specific guanine nucleotide-releasing factor RalGPS2,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.2011965396414603,2.1988755914430185e-23,Average infected
LOC126345497,syndecan,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.533319586311999,2.234977047472867e-23,Average infected
LOC126335490,protein big brother,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.816087917450735,2.2415740730498363e-23,Average infected
LOC126295040,E3 ubiquitin-protein ligase MIB1-like,protein_coding,Nuclear chromosome,NC_064930.1,Average infection response,infection_average_all_diets,Average infected,Average control,5.5563204762630285,3.605477658686545e-23,Average infected
LOC126355303,spidroin-1-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.4640556313385,4.405396783030257e-23,Average infected
LOC126335828,toll-like receptor 2,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.4380164634368895,5.888228793004524e-23,Average infected
LOC126358740,ionotropic receptor 21a,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.640527601845433,6.084487560748116e-23,Average infected
LOC126334976,uncharacterized LOC126334976,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.1353507350984904,9.152717811930217e-23,Average infected
LOC126356285,toll-like receptor 2,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.5185953619697568,9.713983816451589e-23,Average infected
LOC126267226,ovarian-specific serine/threonine-protein kinase Lok-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.5659467478956604,1.1898346203965181e-22,Average infected
LOC126277903,uncharacterized LOC126277903,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.1493323681969017,1.635132129491826e-22,Average infected
LOC126325232,toll-like receptor 2,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.275698804898118,3.6090778436356647e-22,Average infected
LOC126356050,purine nucleoside phosphorylase-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.568841867760465,4.1250239137671944e-22,Average infected
LOC126282995,uncharacterized LOC126282995,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.2499789524599296,6.301854463079434e-22,Average infected
LOC126291582,sortilin-related receptor-like,protein_coding,Nuclear chromosome,NC_064928.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.2445827990178024,6.462613985076734e-22,Average infected
LOC126335565,cytochrome P450 9e2-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.7970807153383164,2.620662708963843e-21,Average infected
LOC126336546,locustin,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.384006010056457,2.72282390820219e-21,Average infected
LOC126336578,vascular endothelial growth factor receptor 1-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.261557555841078,4.745731644014583e-21,Average infected
LOC126337056,protein takeout-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.7883990157125838,6.0020538424753465e-21,Average control
LOC126299559,solute carrier family 22 member 5-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.770587011618578,6.682247530925004e-21,Average infected
LOC126354142,uncharacterized LOC126354142,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.4267009889250426,6.808676910099479e-21,Average infected
LOC126278707,uncharacterized LOC126278707,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.1852087147874215,8.642313375612617e-21,Average infected
LOC126272860,translation initiation factor IF-2-like,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,-3.5315799871804767,1.3586225007431247e-20,Average control
LOC126272352,uncharacterized LOC126272352,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.4482680627448543,1.4347854784233172e-20,Average infected
LOC126354656,inter-alpha-trypsin inhibitor heavy chain H4-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,5.182419589260584,1.4632398987125857e-20,Average infected
LOC126355938,ejaculatory bulb-specific protein 3-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.4998809291830364,1.809678246778702e-20,Average infected
LOC126336416,allergen Cr-PI-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.027383593089667,3.909473507283848e-20,Average infected
LOC126266760,peptidoglycan recognition protein-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.1237702848022124,3.9699928031183304e-20,Average infected
LOC126284033,toll-like receptor 2,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.6615610931835936,6.875202613587806e-20,Average infected
LOC126336244,"acetyl-CoA acetyltransferase, mitochondrial",protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1636552520148218,7.613521320915134e-20,Average control
LOC126322572,sodium/potassium-transporting ATPase subunit beta-2,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.6466844198352653,7.655642633701117e-20,Average infected
LOC126334818,ribosomal protein S6 kinase alpha-5-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.8267383949663285,8.277528360337746e-20,Average infected
LOC126354923,uncharacterized LOC126354923,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-3.6393534860782593,8.277528360337746e-20,Average control
LOC126335166,probable multidrug resistance-associated protein lethal(2)03659,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.492290508069624,1.0653824068997611e-19,Average infected
LOC126268068,peptidoglycan recognition protein 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.200346077799881,1.169002223786174e-19,Average infected
LOC126278232,UDP-galactose transporter senju,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5966402358308054,1.1993365514576253e-19,Average infected
LOC126285413,protein I'm not dead yet-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.0114500945744473,1.8285149891230142e-19,Average infected
LOC126278177,polypeptide N-acetylgalactosaminyltransferase 2,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.4647552824929306,2.0157061967032853e-19,Average infected
LOC126336499,J domain-containing protein,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.8845844744243014,2.0157061967032853e-19,Average infected
LOC126292248,sortilin-related receptor-like,protein_coding,Nuclear chromosome,NC_064928.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.2047133809689767,2.1139782855138976e-19,Average infected
LOC126281410,glutathione S-transferase D7-like,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.832769120101512,2.320454977776928e-19,Average infected
LOC126281499,multidrug resistance protein homolog 49-like,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.9060745361084126,3.333717478671639e-19,Average infected
LOC126272353,uncharacterized LOC126272353,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.3827141377481413,3.7770676597915123e-19,Average infected
LOC126334947,leucine-rich repeat-containing G-protein coupled receptor 5-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.44110332718455,4.139318649040974e-19,Average infected
LOC126336969,hemocyte protein-glutamine gamma-glutamyltransferase-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.018083091561698,4.839008722580021e-19,Average infected
LOC126336399,androgen-induced gene 1 protein-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.8460661851058418,4.923356614838243e-19,Average control
LOC126284817,protein lethal(2)essential for life-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.488611906494594,8.329298721645349e-19,Average infected
LOC126365778,uncharacterized LOC126365778,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.290342395486135,9.287181729820354e-19,Average infected
LOC126269384,uncharacterized LOC126269384,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.958098698416049,1.0621651785476378e-18,Average infected
LOC126331691,toll-like receptor 2 type-2,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.7503098613445123,1.2097131614130696e-18,Average infected
LOC126355940,proton-coupled amino acid transporter-like protein CG1139,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.083206989133191,1.3785719759514108e-18,Average infected
LOC126267295,uncharacterized LOC126267295,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.487465265141976,1.590427654750512e-18,Average control
LOC126282517,"tryptophan 2,3-dioxygenase",protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.4340840659000555,1.7082959294142662e-18,Average infected
LOC126282072,uncharacterized LOC126282072,lncRNA,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.1389679548748886,2.0974087942761973e-18,Average infected
LOC126267652,peptidoglycan-recognition protein SC1a-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.43041109690881,3.0293570038113607e-18,Average infected
LOC126335547,serpin B6-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.6608834336408917,3.918149986744553e-18,Average infected
LOC126299332,uncharacterized LOC126299332,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.4449400532956953,5.259548656470485e-18,Average infected
LOC126272850,protein rolling stone-like,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.0744102418840957,5.834381041836566e-18,Average infected
LOC126279611,solute carrier organic anion transporter family member 74D-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.152356826364649,6.22198875432255e-18,Average infected
LOC126292134,C-type mannose receptor 2-like,protein_coding,Nuclear chromosome,NC_064928.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.4052365998880485,6.63873221092943e-18,Average infected
LOC126299171,serine/threonine-protein kinase NIM1-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.5124557355770287,1.3260319927424718e-17,Average control
LOC126295494,uncharacterized LOC126295494,protein_coding,Nuclear chromosome,NC_064930.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5116202630764712,1.3901912451833986e-17,Average infected
LOC126267343,uncharacterized LOC126267343,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.7438932236746734,1.8723346278670777e-17,Average infected
LOC126293297,uncharacterized LOC126293297,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.3052492308029713,2.0163187168311784e-17,Average infected
LOC126356362,cuticle protein 16.5-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-3.590844051976508,2.0163187168311784e-17,Average control
LOC126299206,uncharacterized LOC126299206,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.9112566668504947,2.1600566130554495e-17,Average infected
LOC126278176,protein cappuccino-like,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.1075072679497477,2.1672088793896374e-17,Average infected
LOC126267442,CLIP domain-containing serine protease 14D-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.489118711410283,2.6442791291589182e-17,Average infected
LOC126272507,uncharacterized LOC126272507,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.3505705191637016,2.6593494523362538e-17,Average infected
LOC126266789,uncharacterized LOC126266789,lncRNA,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.027784227427626,3.239618367279129e-17,Average infected
LOC126284640,uncharacterized LOC126284640,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.0617214710930494,4.4600520968602553e-17,Average infected
LOC126299221,uncharacterized LOC126299221,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.4188804806842183,5.087336992350835e-17,Average infected
LOC126335083,juvenile hormone esterase-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.175426329837198,5.268740026340785e-17,Average infected
LOC126355206,rho-related BTB domain-containing protein 1,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1713460407423717,6.421557796701542e-17,Average infected
LOC126267038,signal transducer and activator of transcription 5A,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1326501044110018,7.826092170240173e-17,Average infected
LOC126278308,selenoprotein N-like,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.3204001267043166,7.838196163916348e-17,Average infected
LOC126293478,natterin-3-like,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.460210658867104,7.861756845869089e-17,Average infected
LOC126344004,keratinocyte proline-rich protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.4790174226461654,1.0603140512012174e-16,Average control
LOC126297555,protein Malvolio,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.6838856291275155,1.2295374381166811e-16,Average infected
LOC126273192,uncharacterized LOC126273192,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.9926688046000303,1.2705052974723786e-16,Average infected
LOC126360693,legumain-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.9776332767906204,1.391363945178917e-16,Average infected
LOC126335288,polypeptide N-acetylgalactosaminyltransferase 3-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.4971068638027691,1.7083853486213206e-16,Average infected
LOC126335382,transforming growth factor-beta-induced protein ig-h3,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.5397068689982993,1.8694985804937288e-16,Average infected
LOC126293557,fasciclin-1,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.9153098595066655,2.015313631743427e-16,Average infected
LOC126354547,cuticle protein 16.5-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-3.374657036821567,2.0873332170466327e-16,Average control
LOC126266982,acidic mammalian chitinase-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.561790884442825,2.221941241636668e-16,Average infected
LOC126268014,uncharacterized LOC126268014,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.078312791908468,2.820645640885956e-16,Average infected
LOC126335256,"probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3237454704209375,2.820645640885956e-16,Average control
LOC126281532,transaldolase,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.7054148696269067,2.8891305048960247e-16,Average control
LOC126354729,tyrosine-protein phosphatase 10D,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.0277260819195013,3.1190432383875e-16,Average infected
LOC126268164,adenylate cyclase type 2-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.8619383970698633,3.1511894482605915e-16,Average infected
LOC126267216,peptidoglycan recognition protein 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.439484281761499,3.213957344414276e-16,Average infected
LOC126336236,transmembrane protease serine 9,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.24175530228417,3.365481890413346e-16,Average infected
LOC126293188,S-phase kinase-associated protein 2-like,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5596269787769725,3.4005007730950933e-16,Average infected
