gene_id,description,gene_biotype,sequence_class,seqid,contrast_family,contrast_id,numerator,denominator,log2FoldChange,padj,higher_in
LOC126336594,uncharacterized transporter slc-17.2-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1644088513871844,0.02939966469020972,Infected diet 50
LOC126278397,uncharacterized LOC126278397,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.730364126144754,0.02943813180920629,Control diet 50
LOC126284766,roundabout homolog 2-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.415775735965337,0.029451817598216832,Control diet 50
LOC126355053,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial-like",protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.2549018670686767,0.029457658976390355,Control diet 50
LOC126336437,dynein axonemal assembly factor 3,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5222320692464626,0.029488576951556496,Infected diet 50
LOC126273249,whirlin-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.587981666648252,0.029491357736456288,Infected diet 50
LOC126267829,F-box/LRR-repeat protein 7-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1799273519692037,0.029492676733597543,Control diet 50
LOC126278455,E3 ubiquitin-protein ligase TRIM9,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0795111555530126,0.029538639275527707,Control diet 50
LOC126334657,bcl-2-related ovarian killer protein-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4248221478978529,0.02958799100417818,Control diet 50
LOC126298324,uncharacterized LOC126298324,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.063704135136554,0.02962521471196419,Infected diet 50
LOC126354599,myrosinase 1-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4448791546333977,0.029681857488521313,Control diet 50
LOC126293359,uncharacterized LOC126293359,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4648429818101851,0.02969255413393471,Infected diet 50
LOC126362843,cuticle protein 21-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3066857916262042,0.02973094934043615,Infected diet 50
LOC126274965,ester hydrolase C11orf54 homolog,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1230071721874595,0.029762334863079883,Control diet 50
LOC126267172,zinc finger protein Noc-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0983502020022171,0.030063385677774,Control diet 50
LOC126355391,sialin-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.473767190064653,0.03008340734694441,Control diet 50
LOC126272094,ribosome-binding protein 1,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.307685880621098,0.030099496702982904,Control diet 50
LOC126298961,toll-like receptor Tollo,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5099941885327246,0.030105202206289833,Control diet 50
LOC126297822,"glutamate receptor ionotropic, kainate 2",protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3920789961156543,0.03011082030990637,Infected diet 50
LOC126335918,Down syndrome cell adhesion molecule-like protein Dscam2,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.637995041010091,0.030178422019988403,Infected diet 50
LOC126359288,repetitive organellar protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0827973243794824,0.030193635884134627,Control diet 50
LOC126284963,uncharacterized LOC126284963,lncRNA,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0992253480274934,0.030193906920125715,Infected diet 50
LOC126336509,"33 kDa inner dynein arm light chain, axonemal-like",protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0424019698062819,0.030193906920125715,Infected diet 50
LOC126278537,galanin receptor type 2-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0379092600799134,0.030215666012047844,Infected diet 50
LOC126267190,uncharacterized LOC126267190,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.9899009524675895,0.03024720040966354,Control diet 50
LOC126355040,"beta-1,3-glucan-binding protein-like",protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4544828712587876,0.03024720040966354,Control diet 50
LOC126277913,putative neural-cadherin 2,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.353794452805149,0.030334090943813986,Infected diet 50
LOC126266830,protein slit,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0713901916103417,0.03034878395778816,Control diet 50
LOC126272450,uncharacterized oxidoreductase YjmC-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0542223756925662,0.03034878395778816,Control diet 50
LOC126284563,uncharacterized LOC126284563,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0853853426467819,0.030435146743107898,Infected diet 50
LOC126271532,CD63 antigen-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.3600435010387866,0.030437728789979426,Control diet 50
LOC126272926,UDP-glucosyltransferase 2-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.3236316253589573,0.030533986213730224,Control diet 50
LOC126293207,C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1282305844563223,0.030533986213730224,Infected diet 50
LOC126355973,uncharacterized LOC126355973,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4217296919254614,0.030533986213730224,Control diet 50
LOC126299061,uncharacterized LOC126299061,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3656589510610084,0.030576178514282893,Infected diet 50
LOC126284582,fatty acyl-CoA reductase wat-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4320014066776037,0.030619864324826378,Infected diet 50
LOC126284334,serine protease inhibitor I/II-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.865577000464601,0.030632823034026785,Infected diet 50
LOC126278318,uncharacterized LOC126278318,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.3331982309374177,0.030660241052347294,Control diet 50
LOC126298915,protein trachealess,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.2701294876320515,0.030886156086084637,Control diet 50
LOC126271908,cytochrome P450 6k1-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.619450451154482,0.03096706832537677,Control diet 50
LOC126284047,filaggrin-2-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5116458161139903,0.031190701017232675,Infected diet 50
LOC126355454,serine/threonine-protein kinase 33-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0914897799983558,0.03130174348923353,Infected diet 50
LOC126299336,high mobility group protein HMG-I/HMG-Y-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.484652870381344,0.03133350544570997,Control diet 50
LOC126266752,laminin subunit gamma-1,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.096616388939206,0.03133743194825003,Control diet 50
LOC126267575,uncharacterized LOC126267575,lncRNA,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3867955033750585,0.03133743194825003,Infected diet 50
LOC126327281,uncharacterized LOC126327281,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5532199183661781,0.03134535049518943,Infected diet 50
LOC126282243,trigger factor-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5248038685831267,0.03158184102444535,Infected diet 50
LOC126335600,farnesol dehydrogenase-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.075549507665321,0.031589070942917144,Control diet 50
LOC126294945,uncharacterized LOC126294945,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.9885674578957515,0.03159241037847224,Infected diet 50
LOC126282446,uncharacterized LOC126282446,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3415570601626865,0.03159506416065388,Infected diet 50
LOC126299081,uncharacterized LOC126299081,lncRNA,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.5316908992209064,0.03159506416065388,Infected diet 50
LOC126357498,protein SERAC1,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.7055268279744353,0.03160838136159581,Infected diet 50
LOC126298731,DEP domain-containing protein 1A-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0920742688854863,0.031712957807406024,Control diet 50
LOC126299360,chymotrypsin-like elastase family member 2A,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.362340302481847,0.03178116361703376,Infected diet 50
LOC126295251,sodium/potassium/calcium exchanger 3,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0914514508224311,0.03186780372479977,Infected diet 50
LOC126299147,uncharacterized LOC126299147,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0662115492787008,0.03214406085238746,Infected diet 50
LOC126335268,cuticle protein 19.8-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.817492117164833,0.03217449593779389,Infected diet 50
LOC126266629,uncharacterized LOC126266629,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5321212326322768,0.03224380770966548,Control diet 50
LOC126293467,uncharacterized LOC126293467,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.189538737905103,0.03224380770966548,Infected diet 50
LOC126340003,uncharacterized LOC126340003,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.192766094492935,0.03240321427991761,Infected diet 50
LOC126337069,mucin-17-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.6687728566737197,0.03253842037711946,Control diet 50
LOC126291750,multiple coagulation factor deficiency protein 2 homolog,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.2645298553847724,0.03269148215026861,Infected diet 50
LOC126355865,uncharacterized LOC126355865,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.9688827426691518,0.03285577905232426,Control diet 50
LOC126298917,synaptic vesicle glycoprotein 2B-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.02057010639066,0.03317652981822646,Infected diet 50
LOC126282297,zinc finger protein 260-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.321044445136183,0.033195234647851186,Infected diet 50
LOC126281383,cytochrome P450 6j1-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.4198434824811046,0.0334206043632169,Infected diet 50
LOC126336109,dehydrogenase/reductase SDR family member 11-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.7936349860084055,0.0334206043632169,Control diet 50
LOC126273220,sodium channel protein 60E-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.2937686936137536,0.033473435473410286,Infected diet 50
LOC126278827,odorant receptor Or2-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.618083879508894,0.03347562702320853,Infected diet 50
LOC126292020,open rectifier potassium channel protein 1,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.6556478355016246,0.03347562702320853,Control diet 50
LOC126291991,protein roadkill-like,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4994660655789638,0.033710481881526734,Infected diet 50
LOC126356028,uncharacterized LOC126356028,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3334662714471632,0.0337118079272861,Infected diet 50
LOC126336423,cyclin-dependent kinase 5 activator 2,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1452264942237687,0.033767465367381386,Infected diet 50
LOC126281516,nose resistant to fluoxetine protein 6-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.445369255041997,0.03377542509728264,Control diet 50
LOC126336678,uncharacterized LOC126336678,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.485520431026159,0.03381437030102125,Infected diet 50
LOC126284786,trypsin-2-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.3459935689922173,0.033891585769991614,Control diet 50
LOC126266744,nephrin-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.018382862567943,0.033957484727569015,Control diet 50
LOC126278163,uncharacterized LOC126278163,lncRNA,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.4723615451756844,0.033957484727569015,Infected diet 50
LOC126298530,elongation of very long chain fatty acids protein AAEL008004-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.393641820505619,0.033957484727569015,Infected diet 50
LOC126335680,uncharacterized LOC126335680,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.2209034391778428,0.03407352955504087,Control diet 50
LOC126355819,serine-enriched protein,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.9882933299221515,0.034269078188480365,Infected diet 50
LOC126272748,SPRY domain-containing SOCS box protein 3,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.0453877930451014,0.03432729068749433,Infected diet 50
LOC126334694,dihydrodiol dehydrogenase 3-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.6568675946458225,0.03434522332714046,Control diet 50
LOC126266674,activator of 90 kDa heat shock protein ATPase homolog 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.9527981112204296,0.03437011114186385,Infected diet 50
LOC126282167,patatin-like phospholipase domain-containing protein 2,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.436164365968878,0.03448783619588576,Infected diet 50
LOC126354946,uncharacterized LOC126354946,lncRNA,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.718372719892027,0.03449796289888602,Control diet 50
LOC126266750,uncharacterized LOC126266750,lncRNA,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.223910802498181,0.034500471108199426,Control diet 50
LOC126335255,uncharacterized LOC126335255,lncRNA,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.1177711603859235,0.03451306414558308,Infected diet 50
LOC126271871,ras-related protein Rab-23,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.2409974936385162,0.034796618471916306,Control diet 50
LOC126278728,E3 ubiquitin-protein ligase MARCHF2-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3340922637447812,0.0348606175011733,Infected diet 50
LOC126278605,facilitated trehalose transporter Tret1-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.506172860205943,0.034880447791165864,Control diet 50
LOC126273198,band 4.1-like protein 4,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.9301308603478482,0.03489117427240711,Control diet 50
LOC126354379,integrin beta-PS-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0988982640555365,0.03489117427240711,Infected diet 50
LOC126268239,myosin heavy chain kinase B,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.70630708475638,0.03490601375332573,Control diet 50
LOC126333297,extracellular matrix organizing protein FRAS1-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.921592307842056,0.03495785140986513,Control diet 50
LOC126334614,kinesin-like protein KIF20B,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4073997644780836,0.03511598970101334,Control diet 50
LOC126271709,uncharacterized LOC126271709,lncRNA,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5732614850381585,0.035149208187284856,Control diet 50
LOC126278188,lachesin-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1956495937732576,0.035149208187284856,Infected diet 50
LOC126278863,uncharacterized LOC126278863,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0510646550911817,0.035149208187284856,Infected diet 50
LOC126284748,cuticle protein 16.5-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.890994959472249,0.035149208187284856,Control diet 50
LOC126336225,uncharacterized LOC126336225,lncRNA,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.665628031121769,0.035149208187284856,Infected diet 50
LOC126335917,Down syndrome cell adhesion molecule-like protein Dscam2,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.564791963381422,0.035167978085531446,Infected diet 50
LOC126278546,uncharacterized LOC126278546,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5197380335571755,0.0352215756311069,Control diet 50
LOC126299220,uncharacterized LOC126299220,lncRNA,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.6509378079635264,0.035253813227445044,Control diet 50
LOC126278470,uncharacterized LOC126278470,lncRNA,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1135993369520605,0.03540113732915123,Infected diet 50
LOC126284095,apolipoprotein D-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1196631373683328,0.0354848409339183,Infected diet 50
LOC126285360,neurogenic locus notch homolog protein 1-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0749393235203515,0.0354848409339183,Control diet 50
LOC126354689,uncharacterized LOC126354689,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4889645646406937,0.03550602667720924,Infected diet 50
LOC126335046,uncharacterized LOC126335046,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1108983446169765,0.03555194789086178,Infected diet 50
LOC126272928,UDP-glucosyltransferase 2-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.809999378813811,0.035648700859808584,Control diet 50
LOC126278700,uncharacterized LOC126278700,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0896187342411325,0.03568435942622026,Infected diet 50
LOC126284901,cytochrome P450 6j1-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.111609024775232,0.035706054989529126,Infected diet 50
LOC126365834,aldehyde dehydrogenase 1A1-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.1684617333381326,0.035951904958092605,Control diet 50
LOC126284315,uncharacterized LOC126284315,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.585377063170659,0.035991079086499726,Infected diet 50
LOC126281695,acetylcholine receptor subunit alpha-L1,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5894420476762057,0.03601306979410335,Infected diet 50
LOC126349798,uncharacterized LOC126349798,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.340965003491144,0.03605243503988239,Infected diet 50
LOC126284326,sodium-coupled monocarboxylate transporter 1-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.5372247900598284,0.03616618330961897,Control diet 50
LOC126335577,ATP-binding cassette sub-family C member 4-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4291904770560468,0.03616618330961897,Control diet 50
LOC126354003,peroxidase-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4037478835407278,0.03616618330961897,Control diet 50
LOC126298861,uncharacterized LOC126298861,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.120400377854801,0.03622365285245194,Infected diet 50
LOC126354439,superoxide dismutase [Cu-Zn]-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.956224359060702,0.036307741821209834,Control diet 50
LOC126319774,ras-like GTP-binding protein Rho1,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.677225144020864,0.036354203650503146,Control diet 50
LOC126297701,glycoprotein 3-alpha-L-fucosyltransferase A-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.519481807297359,0.03635759769004794,Control diet 50
LOC126336939,rootletin,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0723373784889174,0.036360772981967195,Control diet 50
LOC126355710,facilitated trehalose transporter Tret1-2 homolog,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4805822871849676,0.03653901665757972,Infected diet 50
LOC126354785,proton channel OtopLc-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.535673339428603,0.03675445379546874,Infected diet 50
LOC126341744,organic cation transporter protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1991462426882946,0.036760759699710634,Control diet 50
LOC126355587,cuticle protein 18.7-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.340248416441912,0.036760759699710634,Control diet 50
LOC126272939,cytochrome P450 4V2-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1416023245638531,0.03680643752893664,Infected diet 50
LOC126355888,protein deadpan-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5141964464500928,0.036817857877233,Control diet 50
LOC126299186,elongation of very long chain fatty acids protein AAEL008004,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.8245638757145974,0.03688804646053755,Infected diet 50
LOC126272774,uncharacterized LOC126272774,lncRNA,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.292973056658452,0.036896368475295746,Control diet 50
LOC126267915,LIM homeobox transcription factor 1-alpha-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.2780581032239342,0.03699779716573909,Infected diet 50
LOC126284570,heparan-alpha-glucosaminide N-acetyltransferase-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1636398704252082,0.03699779716573909,Infected diet 50
LOC126355450,"glutamate receptor ionotropic, delta-2-like",protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6888463495673025,0.03699779716573909,Infected diet 50
LOC126322960,lysozyme-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.28022303014053,0.03707262026895014,Control diet 50
LOC126298462,endosome/lysosome-associated apoptosis and autophagy regulator family member 2-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.302024140379427,0.037135210766666246,Infected diet 50
LOC126354378,cytochrome P450 4g15-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.5763247810177043,0.037135210766666246,Infected diet 50
