"heatmap_row_order","gene_id","Description","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
1,"LOC126353857","no description","Diet in controls","Shared head/thorax phase DEG",1,"Control 83 vs 33","Downregulated",2.10442683578626,0.000305572533708551,1.97741926499322,"1030","Higher than gene average"
2,"LOC126272465","It is involved in the biological process described with transmembrane transport","Infection + diet","No phase DEG",5,"Control 33 vs 50; Control 83 vs 33; Diet 50: infected vs control; Infected 33 vs 50; Infected 83 vs 33","Downregulated; Upregulated",6.28363200859142,6.58408969246059e-18,3.28359431167316,"1021","Higher than gene average"
3,"LOC126354934","no description","Diet in controls + infected","Shared head/thorax phase DEG",2,"Control 83 vs 33; Infected 33 vs 50","Downregulated; Upregulated",3.88870969053307,0.00679622801761384,3.57103235295291,"1042","Higher than gene average"
4,"LOC126278199","Leucine rich repeat C-terminal domain","Diet in controls + infected","No phase DEG",2,"Control 83 vs 33; Infected 83 vs 33","Downregulated",2.16877370680212,0.0140847130275484,2.23342745824774,"1058","Lower than gene average"
5,"LOC126353355","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family","Diet in infected","No phase DEG",1,"Infected 83 vs 33","Downregulated",1.78642857306756,0.000362805705061712,2.88990055126146,"1002","Lower than gene average"
6,"LOC126297490","NUDIX domain","Diet in controls + infected","No phase DEG",2,"Control 83 vs 33; Infected 83 vs 33","Downregulated",1.76712164053885,0.0320931937207767,2.51999813997429,"1002","Lower than gene average"
7,"LOC126267355","Neuroparsin","Diet in controls + infected","Shared head/thorax phase DEG",2,"Control 83 vs 33; Infected 83 vs 33","Downregulated",3.80995475901405,6.3891948128301e-06,2.89129026136292,"1027","Higher than gene average"
8,"LOC126291739","no description","Diet in controls","No phase DEG",1,"Control 83 vs 33","Downregulated",1.11543617531089,0.00405082139102237,3.24900927787914,"1009","Higher than gene average"
9,"LOC126272354","ABC transporter, phosphonate, periplasmic substrate-binding protein","Diet in controls + infected","No phase DEG",2,"Control 83 vs 33; Infected 83 vs 33","Downregulated",2.04313537275971,0.00409074584579613,2.42241896087055,"1030","Higher than gene average"
10,"LOC126356047","no description","Diet in controls + infected","No phase DEG",5,"Control 33 vs 50; Control 83 vs 33; Control 83 vs 50; Infected 33 vs 50; Infected 83 vs 33","Downregulated; Upregulated",7.87556482129656,9.36622013055102e-14,2.82802424341692,"1021","Higher than gene average"
11,"LOC126285309","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","Diet in controls","Thorax phase DEG only",1,"Control 83 vs 33","Downregulated",2.65702348560598,0.000803508546896859,2.08082677837628,"1037","Higher than gene average"
12,"LOC126351672","It is involved in the biological process described with cellular protein modification process","Diet in controls","No phase DEG",1,"Control 83 vs 33","Downregulated",1.95678353974625,0.00012076744294343,2.05227731862086,"1009","Higher than gene average"
13,"LOC126278002","activity. It is involved in the biological process described with metabolic process","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.85534353918389,0.0315564080403243,2.47903131535924,"1007","Higher than gene average"
14,"LOC126341237","Belongs to the UDP-glycosyltransferase family","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.06488924187566,6.09999960264512e-05,2.76326582714062,"1009","Higher than gene average"
15,"LOC126337058","Juvenile hormone binding protein domains in insects.","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.50812696921268,0.00120989425861176,2.8890640565114,"1003","Higher than gene average"
16,"LOC126354620","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","Infection within diet","Thorax phase DEG only",1,"Diet 33: infected vs control","Downregulated",2.34495208356215,4.27008791057993e-05,2.47892016359587,"1006","Higher than gene average"
17,"LOC126355249","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.09739870206302,0.00286888365593514,2.44006955491874,"1014","Higher than gene average"
18,"LOC126336345","It is involved in the biological process described with regulation of transcription, DNA-templated","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.56076646597459,0.00100926401197253,2.27741120637773,"1006","Higher than gene average"
19,"LOC126266822","heme binding. It is involved in the biological process described with oxidation-reduction process","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.54585637771005,0.00664761455161899,2.36732524806111,"1014","Higher than gene average"
20,"LOC126297476","Chitin-binding domain type 2","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.40199276948203,0.0119357696717347,2.47291833414627,"1020","Lower than gene average"
21,"LOC126284697","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.8434553598464,0.0367567430336374,2.23713534688522,"1054","Lower than gene average"
22,"LOC126355457","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.0891743661745,0.0133724103926574,2.78351915414679,"1003","Higher than gene average"
23,"LOC126354946","no description","Infection within diet","Thorax phase DEG only",1,"Diet 33: infected vs control","Downregulated",3.48456843482297,0.000155259918124885,2.96739004292184,"1006","Higher than gene average"
24,"LOC126283982","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.44431149661116,0.0254281302198585,2.24174685515558,"1006","Higher than gene average"
25,"LOC126268132","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.9237205836831,0.000118976851790792,2.90117359650328,"1006","Higher than gene average"
26,"LOC126335641","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.74804780455971,0.0498056285874846,2.66070784741542,"1003","Higher than gene average"
27,"LOC126298183","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.5452835802972,0.0282074249930816,3.20575330609566,"1006","Higher than gene average"
28,"LOC126282079","no description","Infection within diet","Thorax phase DEG only",1,"Diet 33: infected vs control","Downregulated",1.6704813175994,0.0135709814616198,3.24832260577749,"1006","Higher than gene average"
29,"LOC126284799","Endocuticle structural glycoprotein","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",4.71594616099399,0.000961715069129478,5.06709250721297,"1003","Higher than gene average"
30,"LOC126295440","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.08450520869589,0.0207842309611534,2.1757797001174,"1006","Higher than gene average"
31,"LOC126284426","Insect cuticle protein","Infection within diet","Shared head/thorax phase DEG",1,"Diet 33: infected vs control","Downregulated",3.44800523541664,0.0126063581199079,3.20492516719924,"1003","Higher than gene average"
32,"LOC126291949","no description","Infection within diet","Shared head/thorax phase DEG",1,"Diet 33: infected vs control","Downregulated",2.2801470956396,0.00187645479693388,3.43216344053058,"1041","Higher than gene average"
33,"LOC126346336","no description","Infection within diet","Thorax phase DEG only",1,"Diet 83: infected vs control","Downregulated",4.38919133276829,7.16893398394616e-05,2.32387894013442,"1041","Higher than gene average"
34,"LOC126335667","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.97601166827927,0.00453075965457617,2.30642803341728,"1055","Higher than gene average"
35,"LOC126336465","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.95109645317514,0.00952128338028755,2.90662097670959,"1006","Higher than gene average"
36,"LOC126336463","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",4.56918399521818,0.000825019187631477,3.37329473682226,"1006","Higher than gene average"
37,"LOC126336460","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",3.09458036974058,0.00741929741951275,2.88669460586972,"1006","Higher than gene average"
38,"LOC126336468","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.75027765213884,0.0362281469742333,2.31020579830757,"1038","Higher than gene average"
39,"LOC126335665","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",3.01243899312526,0.00122797345519787,2.73118821171085,"1006","Higher than gene average"
40,"LOC126336464","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",3.05212211166173,0.00125974311692242,2.91126227612932,"1006","Higher than gene average"
41,"LOC126297477","Chitin binding Peritrophin-A domain","Infection within diet","Thorax phase DEG only",1,"Diet 33: infected vs control","Downregulated",2.19558717939554,0.00290703450934382,2.43706649433002,"1040","Higher than gene average"
42,"LOC126284086","Insect cuticle protein","Infection within diet","Shared head/thorax phase DEG",1,"Diet 83: infected vs control","Downregulated",3.37599099409187,0.0115093777890829,2.16471191944744,"1006","Higher than gene average"
43,"LOC126284088","Insect cuticle protein","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",2.53474302988821,4.06531877760693e-05,2.02395906927702,"1006","Higher than gene average"
44,"LOC126284491","Insect cuticle protein","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",3.38427732049221,0.00322756082727048,1.84361018437323,"1029","Lower than gene average"
45,"LOC126281387","Odorant receptor","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.2824255829747,0.0157625895946019,1.84150508301744,"1006","Higher than gene average"
46,"LOC126284556","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.45676737520045,0.0256954911175117,3.05037867761925,"1006","Higher than gene average"
47,"LOC126272463","no description","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.35334262304181,0.000429248154009626,2.27225753128161,"1016","Lower than gene average"
48,"LOC126336041","Carboxylesterase family","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.24802146300456,0.00388404575570022,2.68672102844788,"1029","Lower than gene average"
49,"LOC126335345","Carboxylesterase family","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.06046159793302,0.0255726019967459,2.32293451114158,"1029","Lower than gene average"
50,"LOC126281296","Rap guanyl-nucleotide exchange factor activity","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.28942166363056,0.00321226301851752,2.1662073915912,"1052","Lower than gene average"
51,"LOC126330497","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.7501918058607,0.00865456999965603,2.13823542501674,"1004","Higher than gene average"
52,"LOC126284429","negative regulation of programmed cell death","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.03879654695392,0.0239678135997541,2.33105500256314,"1006","Higher than gene average"
53,"LOC126266596","Transferase activity, transferring hexosyl groups. It is involved in the biological process described with carbohydrate metabolic process","Infection within diet","No phase DEG",3,"Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",2.5450070165519,1.92754888937028e-06,2.96472931724941,"1006","Higher than gene average"
54,"LOC126270294","no description","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.19739446202322,0.015943734241456,2.39499095479047,"1002","Higher than gene average"
55,"LOC126281302","no description","Infection within diet","Thorax phase DEG only",2,"Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",5.17533427916819,3.98134821405568e-06,2.3729458377032,"1004","Higher than gene average"
56,"LOC126356215","Belongs to the type-B carboxylesterase lipase family","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.99036586751803,0.000500252748318531,1.83684456358401,"1016","Lower than gene average"
57,"LOC126272753","Domain present in PSD-95, Dlg, and ZO-1/2.","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.28034359292121,0.0005980304437917,2.44251265515426,"1002","Higher than gene average"
58,"LOC126354218","Domain present in PSD-95, Dlg, and ZO-1/2.","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.0165761818848,0.00601907136418041,2.32160277167506,"1006","Higher than gene average"
59,"LOC126297734","Epidermal growth factor receptor kinase substrate 8-like","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.00894980722261,0.00978607403809706,2.14056945102966,"1002","Higher than gene average"
60,"LOC126345263","It is involved in the biological process described with fatty acid beta-oxidation","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.00769417614851,0.000156020710063913,2.13960531759733,"1020","Higher than gene average"
61,"LOC126267997","Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.48746863782208,0.00134378360879561,2.58664375449942,"1004","Higher than gene average"
62,"LOC126301376","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",3.07615717848852,0.0114859275390014,2.62155349114073,"1006","Higher than gene average"
63,"LOC126281750","Leucine rich repeat C-terminal domain","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.90386649101194,0.0190304581071146,1.88212777068803,"1015","Lower than gene average"
64,"LOC126266835","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.26403413769432,0.000256726963075749,2.12804008520198,"1054","Lower than gene average"
65,"LOC126322885","no description","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",1.90131120535513,0.00142414577714166,3.7122465472602,"1006","Higher than gene average"
66,"LOC126363250","no description","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.06176151410842,0.0204148137318555,2.1715919989421,"1023","Lower than gene average"
67,"LOC126299541","Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain","Infection within diet","No phase DEG",2,"Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.34621178995779,1.03670916591115e-06,1.86634333786995,"1058","Lower than gene average"
68,"LOC126336337","It is involved in the biological process described with negative regulation of signal transduction","Infection within diet","No phase DEG",2,"Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.37564411474386,0.00955228372243033,1.89371166371035,"1007","Higher than gene average"
69,"LOC126272576","Kazal-type serine protease inhibitor domain","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.38345749898686,0.000791921464216866,3.46208015110242,"1023","Lower than gene average"
70,"LOC126336809","Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family","Infection within diet","Thorax phase DEG only",1,"Diet 50: infected vs control","Downregulated",1.33106329648178,9.36315124553856e-05,2.00664236244445,"1054","Lower than gene average"
71,"LOC126266832","Notch ligand involved in the mediation of Notch signaling","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.70404339164721,0.000668407185461665,2.20700524237205,"1058","Lower than gene average"
72,"LOC126354340","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.02444769186141,0.00221507239876816,2.23213490012008,"1027","Lower than gene average"
73,"LOC126282469","Jiraiya","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.03691407891221,0.00505440386940209,2.24855790313295,"1023","Lower than gene average"
74,"LOC126334943","Ion channel activity. It is involved in the biological process described with ion transport","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.38638260866915,5.02950354313334e-05,2.45106843976474,"1049","Lower than gene average"
75,"LOC126320956","Inosine-uridine preferring nucleoside","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.65126594914262,0.0199285594339382,2.61467738764196,"1007","Higher than gene average"
76,"LOC126346564","Belongs to the transient receptor (TC 1.A.4) family","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.57078273776093,0.00108853483250717,1.77884959608662,"1034","Higher than gene average"
77,"LOC126355586","It is involved in the biological process described with protein phosphorylation","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.58334694114933,0.00315105141298324,2.04822868776701,"1057","Lower than gene average"
78,"LOC126336529","no description","Infection within diet","Thorax phase DEG only",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",3.58997355922107,0.0027184363907145,2.46980710925968,"1006","Higher than gene average"
79,"LOC126336539","no description","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",4.87489755467051,2.21847458519788e-06,3.03063375642724,"1006","Higher than gene average"
80,"LOC126336535","no description","Infection + diet","Thorax phase DEG only",3,"Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",4.71201776268571,0.000123915511641165,2.94285554079187,"1006","Higher than gene average"
81,"LOC126336531","no description","Infection + diet","No phase DEG",2,"Control 83 vs 33; Diet 33: infected vs control","Downregulated",4.01620436727843,0.000121583570438071,3.31770770770632,"1006","Higher than gene average"
82,"LOC126336537","no description","Infection + diet","No phase DEG",3,"Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",3.25000856677663,0.000313118824216075,3.14110465331198,"1006","Higher than gene average"
83,"LOC126336533","no description","Infection + diet","Thorax phase DEG only",3,"Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",4.27184108284954,5.11902448063723e-07,2.40610433187523,"1006","Higher than gene average"
84,"LOC126336532","no description","Infection + diet","No phase DEG",3,"Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",3.85745444018726,1.77047711752043e-05,2.17037712742071,"1006","Higher than gene average"
85,"LOC126336538","no description","Infection + diet","Thorax phase DEG only",4,"Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",4.57491697305587,8.37103586047827e-06,2.32737848375419,"1006","Higher than gene average"
86,"LOC126336541","no description","Infection + diet","No phase DEG",4,"Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.37804642858038,0.00653469041232956,2.5366624365969,"1030","Higher than gene average"
87,"LOC126356311","Serine/Threonine protein kinases, catalytic domain","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.10737451357027,0.00051691328740044,2.16524819288648,"1003","Higher than gene average"
88,"LOC126336201","no description","Infection + diet","No phase DEG",3,"Control 83 vs 33; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.48740514952935,0.00239366010246774,1.98005695134217,"1030","Higher than gene average"
89,"LOC126297991","Sulfotransferase family","Infection within diet","No phase DEG",3,"Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",2.14951860904627,2.73593251205854e-05,2.30593717362321,"1034","Higher than gene average"
90,"LOC126284936","no description","Infection + diet","Shared head/thorax phase DEG",3,"Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",4.62845951841494,1.54170888818565e-05,3.93310449751187,"1006","Higher than gene average"
91,"LOC126336534","no description","Infection + diet","Thorax phase DEG only",3,"Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",5.8309659677442,9.08332502922907e-09,2.85726373409008,"1030","Higher than gene average"
92,"LOC126297442","Glycosyl-transferase for dystroglycan","Infection + diet","No phase DEG",3,"Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.18068139889641,4.88498140021212e-05,2.28963120025584,"1030","Higher than gene average"
93,"LOC126266657","hyaluronan, chondroitin sulfate, and heparan sulfate","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.13553611629802,0.00495219410635099,2.69325679367857,"1030","Higher than gene average"
94,"LOC126334948","U6 snRNA-associated Sm-like protein","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.4278112325999,0.00241291279339555,3.25325514291598,"1027","Lower than gene average"
95,"LOC126355561","Sox developmental protein N terminal","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.1463780337511,0.0090155057094326,2.48055575329114,"1006","Higher than gene average"
96,"LOC126268069","Gamma interferon inducible lysosomal thiol reductase (GILT)","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.25417753379555,0.000210850024352952,2.19528484782573,"1036","Higher than gene average"
97,"LOC126272370","Nitrogen permease regulator 2","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.18805884590407,0.0137088757968961,2.02520069363707,"1029","Lower than gene average"
98,"LOC126336874","no description","Infection within diet","Shared head/thorax phase DEG",1,"Diet 50: infected vs control","Downregulated",1.35041102847532,0.0100545656671679,2.58831223595596,"1016","Lower than gene average"
99,"LOC126278678","Headcase protein","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.08958664915964,0.0075424646952596,2.70050398974929,"1057","Lower than gene average"
100,"LOC126336562","no description","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.22539921091481,0.00502093044412237,2.176227450139,"1058","Lower than gene average"
101,"LOC126282335","no description","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.03012751194881,0.0142768872698734,2.27347155030559,"1023","Lower than gene average"
102,"LOC126354602","no description","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.42001106073389,0.0213466031759331,2.70365524855518,"1016","Lower than gene average"
103,"LOC126285391","no description","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.0070274562238,0.0104610382048856,2.92778548391554,"1016","Lower than gene average"
104,"LOC126298594","Leucine-rich repeats, outliers","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.40941704992222,0.020711636273766,2.42156616918309,"1002","Higher than gene average"
105,"LOC126297795","no description","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.04948762896517,0.00274783435813342,2.72108862832619,"1016","Lower than gene average"
106,"LOC126355138","no description","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.05707745288573,0.0113859987299709,3.8217312172575,"1023","Lower than gene average"
107,"LOC126335063","no description","Infection within diet","Shared head/thorax phase DEG",1,"Diet 50: infected vs control","Downregulated",1.81863754617096,0.0338281250214188,2.8342400720027,"1004","Higher than gene average"
108,"LOC126291498","no description","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",2.51183239764248,0.00915975830587121,2.56788998033738,"1034","Higher than gene average"
109,"LOC126335184","5NUC-like","Infection within diet","No phase DEG",1,"Diet 83: infected vs control","Downregulated",1.19021380587523,0.0213330086755862,2.58715636194183,"1037","Higher than gene average"
110,"LOC126335600","Enoyl-(Acyl carrier protein) reductase","Infection within diet","Head phase DEG only",1,"Diet 33: infected vs control","Downregulated",3.12260731122088,0.00508930282952915,3.70516595358811,"1037","Higher than gene average"
111,"LOC126278530","no description","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.09609768509613,0.0299372125789407,2.38108021937963,"1037","Higher than gene average"
112,"LOC126324735","Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain","Infection within diet","Thorax phase DEG only",3,"Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.5046065804412,1.04190449526285e-06,2.78884665498288,"1037","Higher than gene average"
113,"LOC126335182","Belongs to the 5'-nucleotidase family","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",1.76030982584094,7.35762944915594e-05,2.23674931185726,"1037","Higher than gene average"
114,"LOC126276633","Calcium ion binding","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.07938405251055,0.0181910269135655,2.10574671027189,"1007","Higher than gene average"
115,"LOC126335222","Folded gastrulation N-terminus","Infection within diet","No phase DEG",3,"Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.82831260933529,0.0260703989283896,2.41495757631484,"1003","Higher than gene average"
116,"LOC126271900","no description","Infection within diet","No phase DEG",1,"Diet 83: infected vs control","Downregulated",1.13618099918415,0.0152813515373187,2.12244686066586,"1027","Lower than gene average"
117,"LOC126272566","Di-glucose binding within endoplasmic reticulum","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.1207078966342,0.02248046612601,2.17194870266264,"1003","Higher than gene average"
118,"LOC126354478","activity. It is involved in the biological process described with carbohydrate transport","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.1483387163526,0.032674347377827,2.28529563574766,"1016","Lower than gene average"
119,"LOC126354642","helix loop helix domain","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.18146939910455,0.0178424311811898,1.95587120606252,"1002","Higher than gene average"
120,"LOC126293621","Peroxisomal biogenesis factor 11 (PEX11)","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",1.05372346728496,0.0261711293949858,1.84635098168035,"1003","Higher than gene average"
121,"LOC126365911","Catalytic subunit of the molybdopterin synthase complex, a complex that catalyzes the conversion of precursor Z into molybdopterin. Acts by mediating the incorporation of 2 sulfur atoms from thiocarboxylated MOCS2A into precursor Z to generate a dithiolene group","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.63968865587128,0.0027434140803374,2.13486705654799,"1007","Higher than gene average"
122,"LOC126281164","Dolichol-phosphate mannosyltransferase subunit 3 (DPM3)","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.32272501297924,0.0239097955995475,2.98795347810998,"1014","Lower than gene average"
123,"LOC126272063","no description","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.13343257245979,0.0255315193844558,2.26459694870554,"1049","Lower than gene average"
124,"LOC126268199","no description","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",3.65712036772593,2.83447276531478e-07,1.94562321291106,"1036","Higher than gene average"
125,"LOC126292163","no description","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",2.69566518690242,0.0036602847477949,2.27010547487974,"1004","Higher than gene average"
126,"LOC126273842","AAA domain","Infection within diet","No phase DEG",1,"Diet 83: infected vs control","Downregulated",1.03765731750798,0.0147082893188204,2.48497959345186,"1002","Higher than gene average"
127,"LOC126297447","Hemimethylated DNA-binding protein YccV like","Infection within diet","No phase DEG",1,"Diet 83: infected vs control","Downregulated",1.04392119085833,0.00166431530171478,2.63509854139855,"1027","Lower than gene average"
128,"LOC126336557","no description","Infection within diet","No phase DEG",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.25400902109605,0.00372739807589798,3.24294225150331,"1023","Lower than gene average"
129,"LOC126360745","Transmembrane Fragile-X-F protein","Infection within diet","No phase DEG",1,"Diet 50: infected vs control","Downregulated",1.04342619252633,0.0293725023350411,2.81443414652607,"1027","Lower than gene average"
130,"LOC126354068","Belongs to the type-B carboxylesterase lipase family","Infection within diet","No phase DEG",1,"Diet 83: infected vs control","Downregulated",3.10219442842358,0.0116009851092609,1.7313902410364,"1030","Higher than gene average"
131,"LOC126282020","no description","Infection within diet","Thorax phase DEG only",1,"Diet 50: infected vs control","Downregulated",1.57771813196718,0.030067002396817,3.17648204854102,"1006","Higher than gene average"
132,"LOC126282017","no description","Infection within diet","Thorax phase DEG only",1,"Diet 83: infected vs control","Downregulated",2.21906519308871,0.0416196706108883,4.14856276866202,"1006","Higher than gene average"
133,"LOC126281915","no description","Infection within diet","Thorax phase DEG only",2,"Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.68463519204428,0.000206364058442393,2.26183074993937,"1006","Higher than gene average"
134,"LOC126284383","no description","Infection within diet","Thorax phase DEG only",2,"Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.37299910244764,0.00864458737674684,2.33837063657005,"1023","Lower than gene average"
