"sample_id","PC1","PC2","PC3","PC4","sample_id.y","source","display_group","reference_role","phase","rearing_condition"
"1015",-21.2315119137252,-21.2413366225788,17.4854251229018,8.74921442510046,"1015","Diet-infection fat body","Infected_33","Infected diet 33",NA,NA
"1018",8.00905323318763,-4.67424909750036,20.064626037997,7.53342278534209,"1018","Diet-infection fat body","Infected_33","Infected diet 33",NA,NA
"1021",12.6559400229511,2.38803120867698,20.8352616444006,11.89804724086,"1021","Diet-infection fat body","Infected_33","Infected diet 33",NA,NA
"1027",-35.4622764649955,-35.7826049448894,0.205458496630302,26.2735056244963,"1027","Diet-infection fat body","Infected_33","Infected diet 33",NA,NA
"1042",13.9269765636594,-31.9990838476155,-5.34516317037865,-29.6738565487105,"1042","Diet-infection fat body","Infected_33","Infected diet 33",NA,NA
"1045",6.97324405853058,-4.60884302912189,9.30701720479763,-28.6296602548441,"1045","Diet-infection fat body","Infected_33","Infected diet 33",NA,NA
"1051",16.731583852523,-5.89502174057415,-0.822014140259612,-31.6828866558285,"1051","Diet-infection fat body","Infected_33","Infected diet 33",NA,NA
"1054",-13.3705861965295,-27.1032582885007,21.0909583779,18.4361456973169,"1054","Diet-infection fat body","Infected_33","Infected diet 33",NA,NA
"1057",-10.364843783437,-36.0651712055402,25.4355580524028,1.57190598554114,"1057","Diet-infection fat body","Infected_33","Infected diet 33",NA,NA
"1016",-92.8015107301682,10.6973323282877,-48.2079052410728,-13.7868282761837,"1016","Diet-infection fat body","Infected_50","Infected diet 50",NA,NA
"1025",-40.4736066905943,0.180020434645686,9.47119259176127,6.67278731875519,"1025","Diet-infection fat body","Infected_50","Infected diet 50",NA,NA
"1028",4.39742449823997,-14.2959514991926,17.8593442480441,3.19379525490089,"1028","Diet-infection fat body","Infected_50","Infected diet 50",NA,NA
"1043",-7.67790706870386,4.57690110672674,-8.7157716291237,-20.2280659399199,"1043","Diet-infection fat body","Infected_50","Infected diet 50",NA,NA
"1046",-84.1290916202598,30.0336552441419,-15.445334202037,-11.6549679064582,"1046","Diet-infection fat body","Infected_50","Infected diet 50",NA,NA
"1049",-13.8096151440696,-35.9303889998835,23.1894271408115,-3.09181849275205,"1049","Diet-infection fat body","Infected_50","Infected diet 50",NA,NA
"1052",-1.23408791420945,-13.6538698710486,26.3633464759049,5.50911667036746,"1052","Diet-infection fat body","Infected_50","Infected diet 50",NA,NA
"1055",-35.4282188039105,7.01165090747081,-5.99515897621497,-7.51505158659788,"1055","Diet-infection fat body","Infected_50","Infected diet 50",NA,NA
"1058",-31.3912820981355,-22.1420744879351,20.1667089715399,-3.60485800940762,"1058","Diet-infection fat body","Infected_50","Infected diet 50",NA,NA
"1014",-37.950896181105,8.48046758187992,-27.3501899266359,-14.1073524047846,"1014","Diet-infection fat body","Infected_83","Infected diet 83",NA,NA
"1020",-24.1292312055513,24.156204164017,14.4730341990961,39.1311488388837,"1020","Diet-infection fat body","Infected_83","Infected diet 83",NA,NA
"1023",-19.8409111560949,-58.6957266426914,3.16740658951615,-7.58158381738076,"1023","Diet-infection fat body","Infected_83","Infected diet 83",NA,NA
