"sample_id","PC1","PC2","PC3","PC4","sample_id.y","source","display_group","reference_role","phase","rearing_condition"
"1024",-58.4295787597416,41.4471819210427,-7.73460349755803,8.14929595512707,"1024","Diet-infection fat body","Infected_83","Infected diet 83",NA,NA
"1029",-16.6697838572802,-36.8614134331918,25.2240649852692,16.6839505997835,"1029","Diet-infection fat body","Infected_83","Infected diet 83",NA,NA
"1050",13.8222471455615,-25.7310491856517,-12.0323528762656,-30.0382203082079,"1050","Diet-infection fat body","Infected_83","Infected diet 83",NA,NA
"1003",30.7257029145846,23.9314849262548,16.9744974199451,7.29864525343533,"1003","Diet-infection fat body","Control_33","Control diet 33",NA,NA
"1006",33.4852683866837,33.6868909530983,8.28440968504019,14.429082914178,"1006","Diet-infection fat body","Control_33","Control diet 33",NA,NA
"1009",37.2980718473739,8.57286630157799,-1.98097625324129,-6.10709654925902,"1009","Diet-infection fat body","Control_33","Control diet 33",NA,NA
"1030",38.5708090051117,17.2173712573368,2.91265942425416,-5.8823697308247,"1030","Diet-infection fat body","Control_33","Control diet 33",NA,NA
"1033",22.0868440726717,12.468744763357,13.1583948462272,2.87473612812579,"1033","Diet-infection fat body","Control_33","Control diet 33",NA,NA
"1004",30.9412156864188,20.2437406031756,8.40421252286478,11.0169854214983,"1004","Diet-infection fat body","Control_50","Control diet 50",NA,NA
"1031",27.4456141815575,10.3865066957838,-0.407969237842978,-8.60605703016779,"1031","Diet-infection fat body","Control_50","Control diet 50",NA,NA
"1034",32.8022476085526,23.8593950425287,8.59486262493509,8.23045833702182,"1034","Diet-infection fat body","Control_50","Control diet 50",NA,NA
"1040",34.5595228474658,3.56999685277836,-3.12191743741394,-30.135002931228,"1040","Diet-infection fat body","Control_50","Control diet 50",NA,NA
"1002",-20.8760789577039,56.1321158029615,2.30413133161833,28.1687391134498,"1002","Diet-infection fat body","Control_83","Control diet 83",NA,NA
"1005",28.814096125089,17.0906284080275,11.2655370867856,13.0066602154042,"1005","Diet-infection fat body","Control_83","Control diet 83",NA,NA
"1011",28.2325897695486,5.07079525203756,-8.32190366661169,-10.7760608839066,"1011","Diet-infection fat body","Control_83","Control diet 83",NA,NA
"1032",23.1219684550888,24.505423583132,-5.94908488353672,-13.111730288546,"1032","Diet-infection fat body","Control_83","Control diet 83",NA,NA
"1035",7.35397321895234,17.991548430444,3.26658110306757,7.88150329123662,"1035","Diet-infection fat body","Control_83","Control diet 83",NA,NA
"1038",-1.69212563881632,29.8737322473048,-19.9159673512212,-25.5339532115339,"1038","Diet-infection fat body","Control_83","Control diet 83",NA,NA
"1041",35.7793521656163,6.14935936627792,-6.21093602631383,-14.3798055252006,"1041","Diet-infection fat body","Control_83","Control diet 83",NA,NA
"GREG_G_CCT_11_FAT",39.7770807925936,-32.393319620823,-78.7852609044571,35.5729250826501,"GREG_G_CCT_11_FAT","Time-course single-pair fat body","Gregarious reference","Gregarious crowded control","Gregarious","Crowded"
"GREG_S_ICT_9_FAT",39.4523177330737,-32.6486828662271,-73.1616067635236,33.8451541982682,"GREG_S_ICT_9_FAT","Time-course single-pair fat body","Solitarious reference","Solitarious isolated control","Solitarious","Isolated"
