"gene_id","n_reference_tissues","tissue_vst_range","highest_reference_tissue","lowest_reference_tissue","reference_tissue_means"
"LOC126266698",3,0.10848739093628,"Fat body","Thorax","Fat body=7.57; Head=7.47; Thorax=7.46"
"LOC126266699",3,0.194929536329082,"Fat body","Head","Fat body=7.73; Head=7.54; Thorax=7.67"
"LOC126266700",3,2.22919115644262,"Fat body","Thorax","Fat body=8.9; Head=6.76; Thorax=6.68"
"LOC126266701",3,0.155169570906613,"Thorax","Head","Fat body=8; Head=7.89; Thorax=8.04"
"LOC126266702",3,0.248616465183167,"Fat body","Head","Fat body=7.12; Head=6.88; Thorax=7.07"
"LOC126266703",3,0.227202766454377,"Fat body","Head","Fat body=8.56; Head=8.33; Thorax=8.49"
"LOC126266704",3,0.205157864640445,"Fat body","Thorax","Fat body=5.47; Head=5.28; Thorax=5.27"
"LOC126266705",3,0.528185909333688,"Head","Fat body","Fat body=5.47; Head=6; Thorax=5.66"
"LOC126266706",3,1.69122668469793,"Fat body","Thorax","Fat body=9.94; Head=8.28; Thorax=8.25"
"LOC126266707",3,0.0720970908309644,"Head","Thorax","Fat body=5.46; Head=5.53; Thorax=5.46"
"LOC126266708",3,0.449110245866261,"Head","Fat body","Fat body=5.74; Head=6.19; Thorax=5.88"
"LOC126266709",3,1.23309618320935,"Thorax","Fat body","Fat body=9.82; Head=10.78; Thorax=11.05"
"LOC126266710",3,0.630609249705974,"Fat body","Head","Fat body=8.21; Head=7.58; Thorax=7.6"
"LOC126266711",3,0.110198948687447,"Head","Fat body","Fat body=5.14; Head=5.25; Thorax=5.22"
"LOC126266712",3,0.0733609920780713,"Head","Thorax","Fat body=6.02; Head=6.05; Thorax=5.97"
"LOC126266713",3,2.20103700652614,"Thorax","Fat body","Fat body=7.21; Head=9.2; Thorax=9.41"
"LOC126266714",3,0.162400495638805,"Head","Thorax","Fat body=5.5; Head=5.65; Thorax=5.49"
"LOC126266716",3,0.0588413002034098,"Fat body","Thorax","Fat body=5.57; Head=5.57; Thorax=5.51"
"LOC126266717",3,3.10437968014573,"Thorax","Fat body","Fat body=6; Head=8.57; Thorax=9.11"
"LOC126266718",3,2.97418730604336,"Thorax","Fat body","Fat body=8.45; Head=10.99; Thorax=11.42"
"LOC126266719",3,0.147567018346708,"Head","Fat body","Fat body=9.15; Head=9.3; Thorax=9.26"
"LOC126266720",3,0.182398775730086,"Head","Fat body","Fat body=5.32; Head=5.5; Thorax=5.5"
"LOC126266721",3,0.578184443919374,"Thorax","Fat body","Fat body=5.53; Head=6.02; Thorax=6.11"
"LOC126266722",3,0.257938179307872,"Thorax","Fat body","Fat body=6.91; Head=7.07; Thorax=7.16"
"LOC126266723",3,0.0246564532388476,"Fat body","Head","Fat body=5.22; Head=5.2; Thorax=5.22"
"LOC126266724",3,0.126857790055596,"Thorax","Fat body","Fat body=5.35; Head=5.48; Thorax=5.48"
"LOC126266725",3,1.19130949578855,"Fat body","Thorax","Fat body=7.39; Head=6.64; Thorax=6.2"
"LOC126266726",3,2.41750912640755,"Fat body","Thorax","Fat body=8.82; Head=7.08; Thorax=6.4"
"LOC126266727",3,0.118282093395954,"Head","Thorax","Fat body=7.55; Head=7.59; Thorax=7.47"
"LOC126266728",3,0.450294929504877,"Head","Thorax","Fat body=7.42; Head=7.61; Thorax=7.16"
"LOC126266729",3,0.856722413320092,"Fat body","Head","Fat body=6.17; Head=5.31; Thorax=5.8"
"LOC126266730",3,0.487995443245667,"Fat body","Head","Fat body=7.94; Head=7.45; Thorax=7.56"
"LOC126266731",3,0.0962262898958723,"Fat body","Head","Fat body=6.32; Head=6.22; Thorax=6.25"
"LOC126266735",3,0.970368863950426,"Head","Fat body","Fat body=6.01; Head=6.98; Thorax=6.88"
"LOC126266736",3,0.0921960032336422,"Fat body","Thorax","Fat body=5.36; Head=5.28; Thorax=5.27"
"LOC126266737",3,0.32121910004887,"Thorax","Fat body","Fat body=5.14; Head=5.4; Thorax=5.47"
"LOC126266738",3,0.181906884720346,"Head","Fat body","Fat body=5.49; Head=5.67; Thorax=5.66"
"LOC126266739",3,0.295141020248417,"Head","Fat body","Fat body=5.4; Head=5.69; Thorax=5.67"
"LOC126266740",3,0.171921850239686,"Thorax","Fat body","Fat body=9.73; Head=9.79; Thorax=9.91"
"LOC126266741",3,0.39791138390939,"Thorax","Fat body","Fat body=7.42; Head=7.69; Thorax=7.82"
"LOC126266742",3,0.456901910409554,"Thorax","Fat body","Fat body=8.4; Head=8.62; Thorax=8.85"
"LOC126266743",3,0.167321379591013,"Thorax","Head","Fat body=7.53; Head=7.39; Thorax=7.56"
"LOC126266744",3,1.90527813500357,"Head","Fat body","Fat body=7.74; Head=9.64; Thorax=9.18"
"LOC126266746",3,0.408883550137237,"Thorax","Head","Fat body=7.13; Head=6.95; Thorax=7.36"
"LOC126266747",3,0.334120042560027,"Head","Thorax","Fat body=6.45; Head=6.54; Thorax=6.2"
"LOC126266748",3,1.51887866807454,"Fat body","Thorax","Fat body=8.57; Head=7.12; Thorax=7.05"
"LOC126266749",3,0.208539883180991,"Head","Fat body","Fat body=5.6; Head=5.81; Thorax=5.62"
"LOC126266750",3,0.630532412756028,"Fat body","Head","Fat body=5.88; Head=5.25; Thorax=5.71"
"LOC126266751",3,0.655021805430007,"Fat body","Head","Fat body=5.98; Head=5.32; Thorax=5.88"
"LOC126266752",3,2.00311035573764,"Thorax","Fat body","Fat body=9.19; Head=10.22; Thorax=11.19"
"LOC126266753",3,2.21119987390857,"Thorax","Fat body","Fat body=6.82; Head=8.07; Thorax=9.03"
"LOC126266754",3,0.23925992968164,"Fat body","Thorax","Fat body=8.19; Head=8.13; Thorax=7.95"
"LOC126266755",3,0.22193466528095,"Thorax","Fat body","Fat body=7.53; Head=7.55; Thorax=7.75"
"LOC126266756",3,1.73765955147088,"Fat body","Head","Fat body=9.12; Head=7.38; Thorax=7.6"
"LOC126266757",3,1.5653102808385,"Fat body","Thorax","Fat body=7.66; Head=6.16; Thorax=6.1"
"LOC126266758",3,1.39185599674589,"Head","Fat body","Fat body=7.99; Head=9.39; Thorax=9.09"
"LOC126266759",3,0.333265347656037,"Head","Thorax","Fat body=6.57; Head=6.59; Thorax=6.26"
"LOC126266760",3,0.299295047632759,"Head","Fat body","Fat body=6.31; Head=6.61; Thorax=6.43"
"LOC126266761",3,0.702348179757432,"Head","Fat body","Fat body=5.14; Head=5.85; Thorax=5.76"
"LOC126266762",3,0.395317420284208,"Head","Fat body","Fat body=5.28; Head=5.67; Thorax=5.52"
"LOC126266763",3,0.155942300912211,"Head","Fat body","Fat body=5.32; Head=5.47; Thorax=5.4"
"LOC126266764",3,0.551032535433304,"Head","Fat body","Fat body=5.28; Head=5.83; Thorax=5.66"
"LOC126266765",3,1.77647158493265,"Thorax","Fat body","Fat body=5.28; Head=6.9; Thorax=7.06"
"LOC126266766",3,0.59684552284246,"Thorax","Fat body","Fat body=5.28; Head=5.45; Thorax=5.87"
"LOC126266767",3,0.773233568781303,"Thorax","Fat body","Fat body=5.14; Head=5.64; Thorax=5.92"
"LOC126266769",3,0.329028683216562,"Fat body","Head","Fat body=10.35; Head=10.02; Thorax=10.15"
"LOC126266770",3,0.157427268422847,"Head","Fat body","Fat body=5.22; Head=5.38; Thorax=5.34"
"LOC126266771",3,0.703495850348881,"Fat body","Thorax","Fat body=9.89; Head=9.42; Thorax=9.18"
"LOC126266772",3,0.142152828578491,"Head","Fat body","Fat body=7.21; Head=7.35; Thorax=7.21"
"LOC126266773",3,0.163698960087967,"Thorax","Fat body","Fat body=6.46; Head=6.58; Thorax=6.63"
"LOC126266775",3,0.327146212892557,"Thorax","Fat body","Fat body=6.6; Head=6.74; Thorax=6.93"
"LOC126266776",3,0.187922599038471,"Thorax","Head","Fat body=6.95; Head=6.94; Thorax=7.13"
"LOC126266778",3,2.36781286421359,"Thorax","Fat body","Fat body=7.83; Head=9.69; Thorax=10.2"
"LOC126266779",3,1.6298522530028,"Head","Fat body","Fat body=6.09; Head=7.72; Thorax=6.53"
"LOC126266780",3,0.778066566111916,"Head","Thorax","Fat body=5.38; Head=6.02; Thorax=5.24"
"LOC126266781",3,0,"Fat body","Fat body","Fat body=5.14; Head=5.14; Thorax=5.14"
"LOC126266782",3,0.0727322207267669,"Head","Fat body","Fat body=5.31; Head=5.38; Thorax=5.33"
"LOC126266783",3,0.133478938642438,"Fat body","Thorax","Fat body=5.88; Head=5.82; Thorax=5.74"
"LOC126266784",3,3.2448677597888,"Thorax","Fat body","Fat body=8.74; Head=11.04; Thorax=11.98"
"LOC126266785",3,1.06854592919496,"Head","Thorax","Fat body=5.32; Head=6.24; Thorax=5.17"
"LOC126266787",3,0.494936493866934,"Head","Thorax","Fat body=6.37; Head=6.79; Thorax=6.3"
"LOC126266788",3,0,"Fat body","Fat body","Fat body=5.14; Head=5.14; Thorax=5.14"
"LOC126266789",3,0,"Fat body","Fat body","Fat body=5.14; Head=5.14; Thorax=5.14"
"LOC126266790",3,0.172874617424139,"Head","Fat body","Fat body=5.31; Head=5.48; Thorax=5.41"
"LOC126266791",3,0.217822997410746,"Thorax","Fat body","Fat body=6.62; Head=6.77; Thorax=6.83"
"LOC126266792",3,0.0811121034328943,"Fat body","Head","Fat body=5.8; Head=5.72; Thorax=5.77"
"LOC126266793",3,0.825454909700928,"Thorax","Fat body","Fat body=5.26; Head=5.85; Thorax=6.08"
"LOC126266795",3,0.676200279645167,"Head","Fat body","Fat body=5.71; Head=6.39; Thorax=6.18"
"LOC126266796",3,0.143856138687467,"Head","Thorax","Fat body=5.66; Head=5.77; Thorax=5.63"
"LOC126266797",3,0.18599547272729,"Fat body","Thorax","Fat body=8.33; Head=8.2; Thorax=8.14"
"LOC126266798",3,0.0862931883326121,"Thorax","Head","Fat body=6.35; Head=6.33; Thorax=6.42"
"LOC126266799",3,1.02451773417757,"Head","Fat body","Fat body=6.16; Head=7.19; Thorax=6.48"
"LOC126266800",3,0.556995615729832,"Fat body","Head","Fat body=9.04; Head=8.49; Thorax=8.61"
"LOC126266801",3,0.0195425160316018,"Head","Fat body","Fat body=5.14; Head=5.16; Thorax=5.14"
"LOC126266802",3,0.084503918312504,"Head","Fat body","Fat body=5.14; Head=5.23; Thorax=5.22"
"LOC126266803",3,0.163059336776493,"Thorax","Fat body","Fat body=8.13; Head=8.19; Thorax=8.29"
"LOC126266804",3,0.128346010941847,"Thorax","Fat body","Fat body=5.28; Head=5.38; Thorax=5.41"
"LOC126266805",3,0.132995953329154,"Fat body","Head","Fat body=6.16; Head=6.03; Thorax=6.13"
"LOC126266806",3,0.238349424217581,"Head","Fat body","Fat body=5.34; Head=5.58; Thorax=5.52"
"LOC126266807",3,0.605014373014152,"Thorax","Fat body","Fat body=8.7; Head=9.07; Thorax=9.31"
"LOC126266808",3,0.259550504771447,"Thorax","Fat body","Fat body=8.86; Head=9; Thorax=9.12"
"LOC126266809",3,0.0129101678965515,"Thorax","Fat body","Fat body=8.22; Head=8.23; Thorax=8.23"
"LOC126266810",3,0.202972494147672,"Thorax","Head","Fat body=7.32; Head=7.27; Thorax=7.47"
"LOC126266811",3,0.150733983911602,"Thorax","Head","Fat body=6.14; Head=6.03; Thorax=6.18"
"LOC126266812",3,0.20928366931523,"Thorax","Fat body","Fat body=7.04; Head=7.15; Thorax=7.25"
"LOC126266813",3,0.137367791082471,"Head","Fat body","Fat body=5.14; Head=5.28; Thorax=5.25"
"LOC126266814",3,0.445200750652957,"Head","Fat body","Fat body=5.26; Head=5.7; Thorax=5.58"
"LOC126266815",3,0.761995020951581,"Head","Fat body","Fat body=5.24; Head=6; Thorax=5.61"
"LOC126266816",3,0.570193322743904,"Thorax","Fat body","Fat body=8.56; Head=8.96; Thorax=9.13"
"LOC126266817",3,1.82395361778161,"Head","Fat body","Fat body=5.34; Head=7.17; Thorax=6.65"
"LOC126266818",3,0.105779391504683,"Head","Fat body","Fat body=5.28; Head=5.38; Thorax=5.35"
"LOC126266819",3,0.0826298635207054,"Head","Thorax","Fat body=5.35; Head=5.38; Thorax=5.3"
"LOC126266820",3,0.141983525857758,"Head","Fat body","Fat body=5.26; Head=5.4; Thorax=5.28"
"LOC126266822",3,1.05216027554759,"Thorax","Fat body","Fat body=6.99; Head=7.4; Thorax=8.04"
"LOC126266823",3,0.106659133193515,"Head","Fat body","Fat body=6.94; Head=7.04; Thorax=7.01"
"LOC126266824",3,1.12440516186866,"Fat body","Head","Fat body=7.93; Head=6.8; Thorax=7.4"
"LOC126266825",3,0.19625870327677,"Head","Fat body","Fat body=5.61; Head=5.81; Thorax=5.73"
"LOC126266826",3,0.532985220254223,"Thorax","Fat body","Fat body=6.39; Head=6.7; Thorax=6.92"
"LOC126266827",3,2.72933860024106,"Fat body","Head","Fat body=9.31; Head=6.58; Thorax=6.86"
"LOC126266828",3,1.43033996185545,"Fat body","Thorax","Fat body=7.61; Head=6.46; Thorax=6.17"
"LOC126266829",3,1.41868017107006,"Head","Fat body","Fat body=5.47; Head=6.89; Thorax=5.99"
"LOC126266830",3,1.42825708873061,"Thorax","Fat body","Fat body=9.38; Head=9.85; Thorax=10.8"
"LOC126266831",3,0.566965510810054,"Head","Fat body","Fat body=5.5; Head=6.07; Thorax=5.82"
"LOC126266832",3,3.07545172830621,"Thorax","Fat body","Fat body=7.63; Head=9.96; Thorax=10.7"
"LOC126266833",3,0.136925634544379,"Head","Fat body","Fat body=5.22; Head=5.36; Thorax=5.32"
"LOC126266834",3,0.0299391646242766,"Head","Thorax","Fat body=5.39; Head=5.42; Thorax=5.39"
"LOC126266835",3,1.20408656880636,"Head","Fat body","Fat body=6.66; Head=7.86; Thorax=7.46"
"LOC126266836",3,0.248005837047407,"Thorax","Fat body","Fat body=6.37; Head=6.54; Thorax=6.62"
"LOC126266837",3,0.351552108317267,"Thorax","Head","Fat body=6.95; Head=6.74; Thorax=7.09"
"LOC126266838",3,0.564669063809482,"Fat body","Thorax","Fat body=7.3; Head=6.92; Thorax=6.74"
"LOC126266839",3,0.19748304993334,"Head","Fat body","Fat body=5.31; Head=5.5; Thorax=5.41"
"LOC126266840",3,0.199468702887557,"Thorax","Fat body","Fat body=5.78; Head=5.86; Thorax=5.98"
"LOC126266841",3,0.0312880180058208,"Fat body","Head","Fat body=6.15; Head=6.12; Thorax=6.14"
"LOC126266842",3,0.0133879256458647,"Head","Fat body","Fat body=5.14; Head=5.16; Thorax=5.14"
"LOC126266843",3,0.397738238405001,"Thorax","Fat body","Fat body=8.16; Head=8.29; Thorax=8.55"
"LOC126266844",3,0.315037595691616,"Fat body","Head","Fat body=5.89; Head=5.57; Thorax=5.64"
"LOC126266845",3,0.237291839289105,"Thorax","Fat body","Fat body=8.19; Head=8.28; Thorax=8.42"
"LOC126266846",3,0.0769459926247906,"Thorax","Head","Fat body=7.67; Head=7.63; Thorax=7.7"
"LOC126266847",3,0.31281778151033,"Fat body","Thorax","Fat body=7.61; Head=7.37; Thorax=7.3"
"LOC126266848",3,0,"Fat body","Fat body","Fat body=5.14; Head=5.14; Thorax=5.14"
"LOC126266849",3,6.06917107410227,"Head","Fat body","Fat body=8.88; Head=14.94; Thorax=14.16"
"LOC126266850",3,0.177551429218812,"Thorax","Fat body","Fat body=5.53; Head=5.66; Thorax=5.71"
"LOC126266851",3,0.0512795502570453,"Thorax","Head","Fat body=7.56; Head=7.56; Thorax=7.61"
"LOC126266852",3,1.51769698229031,"Fat body","Head","Fat body=9.94; Head=8.42; Thorax=8.95"
"LOC126266853",3,0.0649372123849643,"Fat body","Head","Fat body=5.36; Head=5.29; Thorax=5.31"
"LOC126266854",3,0.348577876171799,"Head","Fat body","Fat body=5.79; Head=6.14; Thorax=6.12"
"LOC126266855",3,0.647558296803401,"Head","Fat body","Fat body=5.56; Head=6.21; Thorax=5.81"
"LOC126266856",3,0.170247442758595,"Head","Fat body","Fat body=5.22; Head=5.4; Thorax=5.36"
"LOC126266857",3,0.0165761763171259,"Thorax","Head","Fat body=5.22; Head=5.22; Thorax=5.24"
"LOC126266858",3,0.960504112293489,"Fat body","Head","Fat body=7.65; Head=6.69; Thorax=6.79"
"LOC126266859",3,0.161751943827781,"Fat body","Thorax","Fat body=7.33; Head=7.3; Thorax=7.16"
"LOC126266860",3,0.0823939576981534,"Thorax","Fat body","Fat body=6.55; Head=6.59; Thorax=6.63"
