"gene_id","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class"
"LOC126323780",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336172",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126323860",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336173",2,"Head + Thorax","Solitarious-up",-1.83425976115364,2.26967176309521,-2.26967176309521,-1.39884775921208,1.62190109355874e-09,0.000746117058668674,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126324024",1,"Head","Gregarious-up",1.29732268969086,1.29732268969086,1.29732268969086,NA,0.000434256713596818,NA,"Gregarious-up","Head phase DEG only"
"LOC126324086",1,"Head","Gregarious-up",1.01962159028833,1.01962159028833,1.01962159028833,NA,3.24330724859364e-13,NA,"Gregarious-up","Head phase DEG only"
"LOC126324148",1,"Thorax","Solitarious-up",-1.24071812942628,1.24071812942628,NA,-1.24071812942628,NA,0.0322682533572229,"Solitarious-up","Thorax phase DEG only"
"LOC126335814",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126324229",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126324245",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126324287",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126324303",1,"Head","Gregarious-up",1.65398156066511,1.65398156066511,1.65398156066511,NA,2.91872585245799e-33,NA,"Gregarious-up","Head phase DEG only"
"LOC126324320",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126324491",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126324558",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126324574",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126324735",1,"Thorax","Solitarious-up",-1.35616453487968,1.35616453487968,NA,-1.35616453487968,NA,5.33169970172278e-25,"Solitarious-up","Thorax phase DEG only"
"LOC126325085",2,"Head + Thorax","Solitarious-up",-1.60457122928028,1.90999832267971,-1.29914413588086,-1.90999832267971,0.00502496273604604,1.2637678100903e-11,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126325143",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335826",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335827",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335828",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325232",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325248",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325294",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325353",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336183",1,"Head","Gregarious-up",4.17342784124342,4.17342784124342,4.17342784124342,NA,7.07669134901084e-30,NA,"Gregarious-up","Head phase DEG only"
"LOC126325385",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325417",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325453",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325538",1,"Head","Gregarious-up",1.2390211244684,1.2390211244684,1.2390211244684,NA,4.34106203027398e-06,NA,"Gregarious-up","Head phase DEG only"
"LOC126325636",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325726",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325742",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325794",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126326131",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126326193",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126326481",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126326445",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126326739",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126326837",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126326895",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126326927",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126327169",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126327205",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126327183",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126327217",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126327243",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126327259",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126327275",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335847",1,"Head","Gregarious-up",1.47888877410152,1.47888877410152,1.47888877410152,NA,0.00138993866541435,NA,"Gregarious-up","Head phase DEG only"
"LOC126327996",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335854",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126328216",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126328360",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126328376",2,"Head + Thorax","Solitarious-up",-1.21509349319245,1.26254259877467,-1.16764438761022,-1.26254259877467,0.000160351008316309,4.31050011754463e-05,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126328393",2,"Head + Thorax","Solitarious-up",-2.30487912758728,2.80870502013348,-1.80105323504109,-2.80870502013348,0.00051865286083957,1.931304494968e-06,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126328487",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126328615",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126328994",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126329181",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126329223",1,"Head","Solitarious-up",-1.05541220438319,1.05541220438319,-1.05541220438319,NA,0.00055063820545283,NA,"Solitarious-up","Head phase DEG only"
"LOC126329290",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126329315",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126329358",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126329244",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126329509",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126329577",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335863",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126329918",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126329815",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330014",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330110",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330126",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330152",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330168",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330268",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330342",1,"Thorax","Gregarious-up",1.46820526461593,1.46820526461593,NA,1.46820526461593,NA,5.9366751086713e-09,"Gregarious-up","Thorax phase DEG only"
"LOC126335869",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330497",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330513",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330529",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330596",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330555",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330639",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330717",1,"Thorax","Gregarious-up",1.4204634587803,1.4204634587803,NA,1.4204634587803,NA,1.55963934355487e-09,"Gregarious-up","Thorax phase DEG only"
"LOC126330809",1,"Thorax","Gregarious-up",1.00501280730646,1.00501280730646,NA,1.00501280730646,NA,2.66724533087492e-11,"Gregarious-up","Thorax phase DEG only"
"LOC126330835",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126330961",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126331066",1,"Thorax","Gregarious-up",1.0423810342555,1.0423810342555,NA,1.0423810342555,NA,3.40270780663028e-09,"Gregarious-up","Thorax phase DEG only"
"LOC126331251",2,"Head + Thorax","Gregarious-up",1.45697414416694,1.65713484061929,1.65713484061929,1.25681344771459,3.80874727857667e-05,0.0105852057987555,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126331235",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126331508",1,"Thorax","Solitarious-up",-1.33130701787181,1.33130701787181,NA,-1.33130701787181,NA,0.00012494608573008,"Solitarious-up","Thorax phase DEG only"
"LOC126331586",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126331644",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126331676",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126331660",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126331792",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126331935",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126332220",2,"Head + Thorax","Gregarious-up",1.50277638794618,1.57376893047143,1.43178384542092,1.57376893047143,0.03630815671388,0.0229666839639537,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126335875",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126332472",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126332740",2,"Head + Thorax","Solitarious-up",-1.29372671120638,1.3152219566713,-1.3152219566713,-1.27223146574146,0.0263492738036266,0.00101383741884361,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126332942",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126333043",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126333133",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126333165",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335882",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126333352",1,"Head","Gregarious-up",1.05682588594124,1.05682588594124,1.05682588594124,NA,2.15276234567872e-12,NA,"Gregarious-up","Head phase DEG only"
"LOC126333363",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126333554",2,"Head + Thorax","Solitarious-up",-1.21480472541685,1.4236883868168,-1.00592106401689,-1.4236883868168,6.75354230669971e-06,3.1750371066394e-10,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126333959",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126333899",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334031",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334065",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335884",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334183",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334286",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334407",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334423",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334512",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334513",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334520",2,"Head + Thorax","Gregarious-up",2.07894266756384,2.31737821596974,1.84050711915794,2.31737821596974,0.0200571491073129,0.00437967918323348,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126334527",1,"Thorax","Solitarious-up",-1.00964495059379,1.00964495059379,NA,-1.00964495059379,NA,7.90469996354959e-26,"Solitarious-up","Thorax phase DEG only"
"LOC126334529",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334536",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334537",1,"Thorax","Solitarious-up",-1.07276220020487,1.07276220020487,NA,-1.07276220020487,NA,2.84029010649464e-11,"Solitarious-up","Thorax phase DEG only"
"LOC126334540",1,"Thorax","Solitarious-up",-1.4375901530544,1.4375901530544,NA,-1.4375901530544,NA,1.80219159102689e-14,"Solitarious-up","Thorax phase DEG only"
"LOC126334541",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334542",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335892",1,"Head","Gregarious-up",1.50257786100678,1.50257786100678,1.50257786100678,NA,0.000102190402249418,NA,"Gregarious-up","Head phase DEG only"
"LOC126334544",1,"Head","Gregarious-up",1.19208714717698,1.19208714717698,1.19208714717698,NA,9.2509464611833e-05,NA,"Gregarious-up","Head phase DEG only"
"LOC126336251",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334556",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334561",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334562",2,"Head + Thorax","Solitarious-up",-1.22593233661331,1.27345601557215,-1.27345601557215,-1.17840865765447,2.23692950229231e-05,0.00038013105305936,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126336252",1,"Head","Solitarious-up",-1.32016958265044,1.32016958265044,-1.32016958265044,NA,0.0373010735743584,NA,"Solitarious-up","Head phase DEG only"
"LOC126334575",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334579",1,"Head","Solitarious-up",-2.41334042854393,2.41334042854393,-2.41334042854393,NA,3.84267694151952e-20,NA,"Solitarious-up","Head phase DEG only"
"LOC126334584",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334587",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334588",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334589",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334593",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334594",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334599",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334600",1,"Head","Gregarious-up",1.0600565140065,1.0600565140065,1.0600565140065,NA,0.00133583529690592,NA,"Gregarious-up","Head phase DEG only"
"LOC126334604",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334606",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334610",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334614",2,"Head + Thorax","Solitarious-up",-1.40414487891505,1.64624628372151,-1.16204347410858,-1.64624628372151,7.81040326323164e-06,2.33788000752009e-13,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126334616",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334624",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334635",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334637",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334638",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334639",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334640",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334643",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334645",2,"Head + Thorax","Gregarious-up",1.24528041178687,1.28566893062203,1.20489189295172,1.28566893062203,0.000715911586405074,0.0215019799207088,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126334648",1,"Thorax","Solitarious-up",-1.51353314656757,1.51353314656757,NA,-1.51353314656757,NA,3.13205058011369e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126334650",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334653",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334661",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334662",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334665",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334666",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334668",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334671",2,"Head + Thorax","Solitarious-up",-1.53382125917957,1.70597371815578,-1.36166880020335,-1.70597371815578,0.000110189107391563,0.000352232462684628,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126334674",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334679",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334681",1,"Thorax","Gregarious-up",1.2164682307773,1.2164682307773,NA,1.2164682307773,NA,1.13723625348611e-12,"Gregarious-up","Thorax phase DEG only"
"LOC126334684",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334685",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334693",1,"Head","Solitarious-up",-1.04902128796865,1.04902128796865,-1.04902128796865,NA,0.00338287004247853,NA,"Solitarious-up","Head phase DEG only"
"LOC126334694",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334700",2,"Head + Thorax","Solitarious-up",-2.05864176647941,2.31292194470691,-1.80436158825191,-2.31292194470691,4.13423991059864e-14,1.96551174584529e-20,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126334701",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335926",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334711",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334713",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334714",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334717",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334721",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334726",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334741",1,"Head","Gregarious-up",1.92438085564377,1.92438085564377,1.92438085564377,NA,0.0259951531896483,NA,"Gregarious-up","Head phase DEG only"
"LOC126334743",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334750",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334757",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334758",1,"Thorax","Solitarious-up",-1.19532693960654,1.19532693960654,NA,-1.19532693960654,NA,6.88156326816857e-15,"Solitarious-up","Thorax phase DEG only"
"LOC126334759",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334763",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334768",1,"Thorax","Solitarious-up",-1.45601206557742,1.45601206557742,NA,-1.45601206557742,NA,3.25077647344155e-09,"Solitarious-up","Thorax phase DEG only"
"LOC126336317",1,"Thorax","Solitarious-up",-1.26052884074772,1.26052884074772,NA,-1.26052884074772,NA,8.99935729618707e-08,"Solitarious-up","Thorax phase DEG only"
"LOC126334770",1,"Thorax","Solitarious-up",-1.14132522477514,1.14132522477514,NA,-1.14132522477514,NA,3.61200594073821e-16,"Solitarious-up","Thorax phase DEG only"
"LOC126334771",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334772",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334777",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
