"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC126266590",33.3241145447512,-8.10249406219124,2.83962995167935,-2.85336265642622,0.00432592226785061,0.179425718315928
"LOC126266591",44.4573581475253,0.476057044736557,0.416846708494483,1.14204342995996,0.253435967774192,0.779429946918284
"LOC126266592",18.0140090751046,-0.171605226500676,0.398710840148446,-0.430400202905908,0.666904547766562,0.952145717635596
"LOC126266593",344.992879040833,-0.264305812044032,0.496657672072365,-0.532168990647388,0.594608957925943,0.940016905261369
"LOC126266594",20.9334850682632,0.335679435223393,0.432094068268549,0.776866566505992,0.437237498353511,0.896562716742082
"LOC126266595",52.1641050584768,0.103661273886572,0.220174219849599,0.470814766403547,0.637773018685029,0.948138166529009
"LOC126266596",116.918127639125,-0.404013078841135,0.644394785056846,-0.626965158952201,0.530682073740104,0.924360439468382
"LOC126266597",2.68626883436174,3.7014080186943,1.76366958979279,2.09869696689002,0.0358436222270251,0.367246090050197
"LOC126266598",32.1565913763639,0.342239831679761,0.356037755026539,0.961245898357747,0.336428543397076,0.842351189206903
"LOC126266599",62.5228311167696,-0.847409716870567,0.542378180289642,-1.56239640100941,0.118194634422285,0.589789993790028
"LOC126266600",130.884305539981,0.337783381666809,0.238992157473847,1.41336596663751,0.157548147005422,0.655029895459512
"LOC126266601",15.2055124292134,-0.103292996145301,0.545201209879235,-0.18945848665336,0.849733488665254,0.982960778465759
"LOC126266602",36.2304202980718,0.14635928608269,0.295378617769735,0.495497227212249,0.620249178801512,0.944851387733252
"LOC126266603",2.79774602527088,-0.705674992733812,1.13261106939552,-0.623051470890562,0.533250698722162,0.924845013854326
"LOC126266604",55.9626819175131,0.892613401805616,0.719242134776494,1.24104715039115,0.214588331276202,0.735273750056346
"LOC126266605",191.721075928254,0.409142994472248,0.216553090414364,1.88934267199499,0.0588459271873414,0.448411778686169
"LOC126266606",20.938766169048,-0.862075442467904,0.37423359928471,-2.30357574551197,0.021246470670249,0.29999452808365
"LOC126266607",232.143821854651,0.257312549863341,0.230648426503244,1.11560505208875,0.26459122862705,0.791012942270302
"LOC126266608",641.054775508302,-0.0914164898809479,0.434211504153884,-0.210534472270799,0.83325054953928,0.979943136241841
"LOC126266610",69.3868377219743,0.437246292244827,0.715616290229993,0.61100662214425,0.541195196299217,0.927710664882522
"LOC126266611",16.1136472812958,-0.58171918969959,0.439113957740759,-1.32475677314503,0.185251836246026,0.697997621728456
"LOC126266612",67.6805201001307,-0.0123907231289091,0.304236627624419,-0.0407272563650867,0.967513332180884,0.997494845913929
"LOC126266613",65.1518137443723,-0.0189066098569724,0.384911699613551,-0.0491193431531299,0.960824188405637,0.996066708401031
"LOC126266614",445.614288414236,-0.100451463830956,0.370925421718496,-0.270813101365673,0.786534782862007,0.972917432829307
"LOC126266615",24.1849352700203,-0.0620921181890883,0.409222027644905,-0.151732101388656,0.879398237059669,0.985660485162837
"LOC126266616",11.6934630286421,-0.0135084294315148,0.462585517227678,-0.029202015472668,0.976703473805792,0.998132531321952
"LOC126266617",2.3370731930975,-0.371315537731471,1.12267580249671,-0.330741552374876,0.740839712744968,0.964458757434998
"LOC126266618",73.4723176707341,0.0754592864247419,0.230909964387888,0.326790949125017,0.743826005486287,0.964458757434998
"LOC126266619",85.7249596131879,-0.68603940177649,0.80602067079069,-0.851143682336955,0.394689542541149,0.87851937876605
"LOC126266620",25.6985077673185,0.102935378146669,0.401211339061952,0.256561487986197,0.797517308136289,0.974214494260281
"LOC126266623",5.81586688438415,-0.83250634493521,1.20062877609806,-0.693391963868116,0.488063604037112,0.913001542211827
"LOC126266624",82.5901097782711,-0.274565094779734,0.278153461073632,-0.987099328981754,0.323593946706606,0.835379393332288
"LOC126266625",36.5534499093735,-0.0325146509234779,0.322901164209232,-0.100695366035934,0.9197922900452,0.992314658264897
"LOC126266626",19.5320811934725,-3.9334397094841,2.1226915234446,-1.8530434903236,0.0638761253767876,0.463095023265175
"LOC126266627",124.825623914875,-0.0624275611200734,0.319380105208167,-0.195464777242102,0.84502910950348,0.982856956246705
"LOC126266628",41.3734147099211,0.470311452772319,0.326064679956635,1.44238699154679,0.149193231537951,0.641299414216191
"LOC126266629",41.0129042117651,0.195526358590292,0.995382053121751,0.196433477956605,0.844270895036587,0.982856956246705
"LOC126266630",41.8522602810259,0.463384802983787,0.259065049245175,1.78868127651309,0.0736661600208357,0.491991404353531
"LOC126266631",10.7593852655198,-0.122597316539892,0.517534452758451,-0.236887256271444,0.812744256669845,0.975690749107312
"LOC126266632",346.095920746617,-0.509621287486942,0.302435588427362,-1.68505727165552,0.0919775223484789,0.533337766667264
"LOC126266633",83.7885313506775,0.205974868461173,0.189441040877516,1.08727690423928,0.276914452402956,0.801950268622024
"LOC126266634",1131.59142485466,0.126930161058214,0.217080282631483,0.584715292976154,0.558739169329204,0.932166401368467
"LOC126266635",32.2740260341972,-0.0753222867419869,0.36110433233375,-0.208588709681751,0.834769325077399,0.980439168615998
"LOC126266637",64.7860371019596,-0.122682557723066,0.34826423976626,-0.352268604452199,0.724636831005831,0.960005446723123
"LOC126266638",240.328162948863,0.353037195473557,0.178234758531545,1.9807426922907,0.0476201364484168,0.410988384011479
"LOC126266639",94.4446822165529,0.119397605696605,0.284925516741945,0.419048483483992,0.675180699436647,0.953472543731659
"LOC126266640",80.3814328308866,0.3889534028597,0.229688222017894,1.69339724711439,0.0903798785373362,0.530298682673719
"LOC126266641",1.01190620449774,-4.40323044836858,2.76799677851462,-1.59076429660134,0.111662630808593,0.575928076722481
"LOC126266642",38.1356583569271,-0.432873822473775,0.409674016075619,-1.05662991912544,0.290680520279732,0.814658400852759
"LOC126266644",184.672551788984,0.0094150783139803,0.165484315059159,0.0568940827450293,0.95462956796514,0.995922613705032
"LOC126266646",3.78102997548674,-0.303290561870915,0.799900608610047,-0.379160308926293,0.70456882373149,0.957239165451087
"LOC126266647",334.718777510274,0.0013255513597515,0.210099589948505,0.00630915729096088,0.994966054202314,0.999483965347177
"LOC126266649",70.8674525675034,0.941891662115761,0.738919551483584,1.27468769803784,0.202419802811242,0.718608281928942
"LOC126266650",50.7518567243036,-0.323275787556267,0.37549417613609,-0.860934225086628,0.389274270437137,0.875255450365247
"LOC126266651",8.94262094328916,0.0100586729750886,0.613585964276562,0.0163932579307743,0.986920658419723,0.998882834601846
"LOC126266652",3.91501710687774,0.0064335858324693,1.15317788343223,0.00557900556791888,0.995548620684491,0.999483965347177
"LOC126266653",84.3419722884639,-0.412075680502209,0.336679654681046,-1.22393995233418,0.220974880616672,0.743359498394485
"LOC126266654",14.0669525694107,0.412175787524774,0.585111382337388,0.704439872419205,0.481158882527946,0.910214068335763
"LOC126266655",25.936073984582,-0.864561096845086,0.526864475152718,-1.64095538343989,0.10080667710109,0.554342576716302
"LOC126266656",79.1759978808203,-0.924713034388116,0.494561154852842,-1.869764791097,0.0615164877089474,0.456646039675127
"LOC126266657",386.278306551521,0.575870158075929,0.744246942119411,0.773762209134522,0.439071424337744,0.897486418260216
"LOC126266658",0.63158796350746,-1.75262263001319,3.09747534728721,-0.565822947242549,0.571514145481781,NA
"LOC126266660",303.941903220089,-0.208938337211942,0.261409104464895,-0.799277200538363,0.424129696027354,0.888770118834729
"LOC126266662",24.9793778990488,-0.233048964804286,0.829118279389597,-0.281080481033247,0.778648671785579,0.971650655459145
"LOC126266664",0.649951608328583,1.99995390885135,2.42218121680339,0.825683022796592,0.408983925303938,NA
"LOC126266665",8.90217336825527,-2.9010993658497,0.794093899007643,-3.65334549160385,0.00025884557144797,0.0911256804785899
"LOC126266666",87.5317807800426,0.49459734281161,0.326688504631323,1.51397228797437,0.130032868164361,0.609149774024707
"LOC126266667",2.96678334367298,2.8010285834377,2.40616445731224,1.16410521106547,0.24438137709695,0.771384896252189
"LOC126266669",42.9697913656145,0.570558197345386,0.367732130817386,1.55155927244422,0.120767714597079,0.594530622299374
"LOC126266671",2.73947285203708,-4.88268620760844,2.44628552377505,-1.99595924521255,0.0459383590702343,0.403139060640699
"LOC126266672",1077.49115936473,-0.318365902639986,0.51589644937575,-0.617112025146167,0.537160837535631,0.927320851176103
"LOC126266674",1.26740937227825,-21.0395537697172,7.46054968521169,-2.82010772093936,0.0048007530691016,0.182479559936336
"LOC126266675",10.4689341204787,-0.0344422751855458,0.538138367796244,-0.0640026380698183,0.948968126240762,0.995362941281571
"LOC126266676",113.896890959903,-0.161810275223217,0.250366418432192,-0.64629384498321,0.518089073239707,0.920589781713686
"LOC126266677",35.228054095524,-4.32305249683362,1.76956526500523,-2.44300257375409,0.0145656334052485,0.26268739828398
"LOC126266678",12.1050099416493,0.191041235383438,0.516819881796193,0.369647612470865,0.711645070274604,0.958301653303781
"LOC126266679",42.7474733632522,0.933869402143276,0.842285085337464,1.10873315745478,0.267545313474574,0.793957061002371
"LOC126266680",11.2052826840374,-0.255029311072092,0.541303687791348,-0.471139060797229,0.637541432812802,0.948138166529009
"LOC126266681",63.863978431822,0.125798863552365,0.538295784864647,0.233698399819341,0.815219130119375,0.975690749107312
"LOC126266683",46.4100021007426,0.128751904655334,0.25409460982067,0.506708523829772,0.612359348900273,0.944239457236798
"LOC126266685",10.1059635957367,0.39945607563366,1.06038971768742,0.376706855008765,0.706391467979526,0.957239165451087
"LOC126266686",564.123959648961,0.454740177215039,0.565471988983201,0.804178077914571,0.421294137493295,0.887341339239173
"LOC126266687",65.5007894935536,-0.212798993581816,0.318333829559316,-0.668477471830132,0.503828857565502,0.917938549396552
"LOC126266688",62.0083442386357,0.423269470990505,0.387740002229919,1.09163219826753,0.274994797736615,0.801380827338031
"LOC126266689",0.287772563879639,1.13770460444497,5.18607118399401,0.219376974222088,0.826356405086543,NA
"LOC126266690",38.9473115427094,-0.362360576424657,0.247218262078484,-1.46575165353123,0.142715956490343,0.629715400162905
"LOC126266692",8.3898723064389,0.0846073824357711,0.99340281743572,0.0851692595901519,0.932126829052191,0.99438252992392
"LOC126266694",21.4481346097674,-0.416362862048452,0.721625398153902,-0.576979223726898,0.563953490628057,0.933891957923185
"LOC126266696",1.74199833587176,1.4393412349153,1.63759116243443,0.878938081697745,0.379434849138993,0.86883750510756
"LOC126266698",34.9634200627452,-0.237968145042943,0.267700643688299,-0.888933779778374,0.374038669760083,0.865985857994447
"LOC126266699",28.5595120364822,-0.220437931385077,0.446990579637898,-0.493160127812204,0.621899448358616,0.945191331807817
"LOC126266700",171.325355951894,-1.03839491473359,0.437529072157722,-2.37331638241234,0.017629155982524,0.279128202330977
"LOC126266701",217.795690442567,-0.180814590044185,0.358059443254691,-0.504984838273263,0.613569485065668,0.944239457236798
"LOC126266702",76.4040900029363,0.0181468729489283,0.321188099033565,0.0564992071734013,0.954944127101952,0.995922613705032
"LOC126266703",158.948667253222,0.324363326454859,0.255463576422137,1.26970478922157,0.204189806209009,0.720396591910331
"LOC126266704",1.0804108495226,0.910578126216222,2.14093219346082,0.425318526666775,0.670604489699882,0.953026950506757
"LOC126266706",132.193690900384,-0.0758245281411559,0.556749082462779,-0.136191563721571,0.891669844203792,0.987570632374819
"LOC126266708",0.734073712060741,-2.23370254432384,3.84704720756132,-0.580627796803098,0.56149133391153,NA
"LOC126266709",605.45431969,0.153490235049428,0.39106548029612,0.3924924156773,0.69469441414371,0.957231666880983
"LOC126266710",152.70007698878,0.662923732149042,0.296691331036315,2.23438861470442,0.0254575141774739,0.324884260046439
"LOC126266712",8.08894464541758,-0.167505501994663,0.65319151987228,-0.256441636026469,0.79760984151528,0.974214494260281
"LOC126266713",59.9477729000421,0.700385105934925,0.697847126685189,1.00363686995717,0.315553676242795,0.832162094854305
"LOC126266714",22.0514711866156,3.544569673494,2.43657234011705,1.45473607129748,0.145742342405955,0.635074144888126
"LOC126266717",169.530857773774,-0.182704923219729,0.849812467061255,-0.214994402060895,0.829771683023064,0.978956910037118
"LOC126266718",1919.45973211146,0.378199727519123,0.821837433834643,0.460188003063411,0.645381281388151,0.949729735424112
"LOC126266719",358.335580571347,0.0660664893820998,0.329055166955289,0.200776331802979,0.840873470556612,0.982856956246705
"LOC126266720",1.55624400516597,-1.10050141882116,1.02089803246619,-1.07797388556296,0.281045410361811,0.805159996604295
"LOC126266721",12.5283055170978,-0.491734690990732,0.723754417878306,-0.679422023332524,0.496870499440531,0.915381615177734
"LOC126266722",23.4976882509255,0.00506786501361637,0.334587843362,0.0151465903922077,0.987915231458675,0.998882834601846
"LOC126266725",31.4975506497037,-0.297382458748334,0.59325476117394,-0.50127277218959,0.616179164883638,0.944269684061037
"LOC126266726",47.853000352265,-0.753670146159087,0.805744023095989,-0.93537168698216,0.349596782839656,0.850765216694023
"LOC126266727",76.1374152462714,-0.152502298372962,0.323994856711873,-0.470693578042141,0.637859571079117,0.948138166529009
