"dataset","label","PC1","PC2","Diet","Treatment","percent_PC1","percent_PC2"
"Outliers removed","1009",37.9471118156832,-10.4294658252603,"33","Control",28.7,19.7
"Outliers removed","1011",28.7144589494035,-6.34576148483576,"83","Control",28.7,19.7
"Outliers removed","1014",-40.1833757459069,-14.2600103397433,"83","Infected",28.7,19.7
"Outliers removed","1015",-15.2318759230646,31.1678545785407,"33","Infected",28.7,19.7
"Outliers removed","1016",-96.6839999114806,-16.686083671801,"50","Infected",28.7,19.7
"Outliers removed","1018",13.9782050042584,15.080904635855,"33","Infected",28.7,19.7
"Outliers removed","1020",-17.788831256171,-6.35283388049461,"83","Infected",28.7,19.7
"Outliers removed","1021",18.81523702846,9.13142506827208,"33","Infected",28.7,19.7
"Outliers removed","1023",-17.0361706435942,57.657980467124,"83","Infected",28.7,19.7
"Outliers removed","1024",-55.4704027864988,-31.2724879869821,"83","Infected",28.7,19.7
"Outliers removed","1025",-36.0961900086854,7.87199033868131,"50","Infected",28.7,19.7
"Outliers removed","1027",-32.1892607658382,41.9998890276702,"33","Infected",28.7,19.7
"Outliers removed","1028",9.81598895279067,22.5013498786761,"50","Infected",28.7,19.7
"Outliers removed","1029",-9.60463665000496,48.3025220661158,"83","Infected",28.7,19.7
"Outliers removed","1030",40.2334210032002,-16.333853801528,"33","Control",28.7,19.7
"Outliers removed","1031",28.5830801146186,-11.0467251523517,"50","Control",28.7,19.7
"Outliers removed","1032",24.0532778668853,-24.4755580221227,"83","Control",28.7,19.7
"Outliers removed","1033",26.4400949575514,-5.04065638865802,"33","Control",28.7,19.7
"Outliers removed","1034",36.4579739531106,-16.8285758936128,"50","Control",28.7,19.7
"Outliers removed","1035",10.2697567239343,-11.82833990614,"83","Control",28.7,19.7
"Outliers removed","1036",-5.44902869826506,-51.0952220992337,"33","Control",28.7,19.7
"Outliers removed","1038",-4.17818126473199,-37.4831855397633,"83","Control",28.7,19.7
"Outliers removed","1039",-33.8676618703127,-46.4515078227505,"33","Control",28.7,19.7
"Outliers removed","1040",35.1111217241797,-8.39573620441495,"50","Control",28.7,19.7
"Outliers removed","1041",35.6733707840589,-10.1392496120452,"83","Control",28.7,19.7
"Outliers removed","1042",13.928644633211,24.5866105340362,"33","Infected",28.7,19.7
"Outliers removed","1043",-7.20386216200746,-7.348795581645,"50","Infected",28.7,19.7
"Outliers removed","1045",10.6043294193471,5.7144210068852,"33","Infected",28.7,19.7
"Outliers removed","1046",-83.8861430140017,-29.1735815220531,"50","Infected",28.7,19.7
"Outliers removed","1049",-7.273557862162,44.0989507227109,"50","Infected",28.7,19.7
"Outliers removed","1050",13.1184671455985,17.7043721276037,"83","Infected",28.7,19.7
"Outliers removed","1051",17.8798327547383,1.79416290307893,"33","Infected",28.7,19.7
"Outliers removed","1052",6.18179453629359,25.924208503611,"50","Infected",28.7,19.7
"Outliers removed","1054",-6.93834048421776,38.3465805677795,"33","Infected",28.7,19.7
"Outliers removed","1055",-34.0950216958387,-5.67750760481184,"50","Infected",28.7,19.7
"Outliers removed","1057",-3.78873422876215,44.5433500396112,"33","Infected",28.7,19.7
"Outliers removed","1058",-25.0772104385402,30.9283016679259,"50","Infected",28.7,19.7
