sample_id	primary_mapped_read_alignments	unique_read_alignments	multimapping_primary_read_alignments	unique_host_chromosome	unique_host_unplaced	unique_host_other	unique_fungus	unique_other_reference	pct_unique_host_chromosome	pct_unique_host_unplaced	pct_unique_host_other	pct_unique_fungus
1002	37168952	17650555	19518397	14076857	3573566	0	132	0	79.75305592373724	20.246196224424672	0.0	0.0007478518380866778
1003	35999930	21011795	14988135	17883681	3127956	0	158	0	85.1125808147281	14.886667226669593	0.0	0.0007519586022993275
1004	49156856	30461522	18695334	26839408	3622014	0	100	0	88.10921529134362	11.890456425650695	0.0	0.00032828300568829094
1005	41883752	23847609	18036143	20589781	3257744	0	84	0	86.33897427620522	13.660673487224653	0.0	0.000352236570131622
1006	45174684	18350984	26823700	13953312	4397664	0	8	0	76.03577007096732	23.964186334640146	0.0	4.35943925404763e-05
1007	45637914	26921990	18715924	20969346	5952432	0	212	0	77.88928678749231	22.109925752145365	0.0	0.000787460362328342
1009	53493217	32412366	21080851	28900044	3512066	0	256	0	89.16363587897285	10.835574299019084	0.0	0.0007898220080570483
1011	42974993	23345099	19629894	19592117	3752922	0	60	0	83.92389768833279	16.075845298407174	0.0	0.00025701326004228984
1014	59396248	19189497	40206751	12387767	6801640	0	90	0	64.55493335755492	35.44459763588384	0.0	0.0004690065612454563
1015	46886031	25636174	21249857	21503294	4132424	0	456	0	83.8787176276772	16.119503635760935	0.0	0.0017787365618598158
1016	49435721	13925151	35510570	5796801	8121608	0	6742	0	41.62828108650312	58.323302921454854	0.0	0.048415992042025256
1018	74528980	49984707	24544273	45256391	4727624	0	692	0	90.54047470959468	9.45814086696557	0.0	0.001384423439753283
1020	58898316	26618120	32280196	20779986	5838036	0	98	0	78.06706859838336	21.932563231362696	0.0	0.00036817025394731106
1021	60400978	34967652	25433326	30140628	4826842	0	182	0	86.19574456986703	13.803734949089518	0.0	0.0005204810434512446
1023	39821490	16700174	23121316	11677464	5018126	0	4584	0	69.92420558013347	30.048345604063766	0.0	0.027448815802757504
1024	49943586	20456586	29487000	13362728	7093636	0	222	0	65.32237588422623	34.67653889070249	0.0	0.0010852250712802224
1025	56296982	36584649	19712333	31749931	4548038	0	286680	0	86.7848451955901	12.43154745040741	0.0	0.7836073540024944
1027	62488387	22083392	40404995	15176768	6902468	0	4156	0	68.7248045952361	31.256375832118543	0.0	0.018819572645361726
1028	56497869	32376111	24121758	29030951	3344946	0	214	0	89.66781402497662	10.331524993845	0.0	0.0006609811783756239
1029	50679298	34662846	16016452	30571750	3125312	0	965784	0	88.19746076245441	9.016316779066555	0.0	2.78622245847903
1030	83051808	54245134	28806674	49219288	5024850	0	996	0	90.73493670418438	9.263227186423762	0.0	0.001836109391858079
1031	58490544	33653906	24836638	30066176	3587628	0	102	0	89.33933552913591	10.660361385688782	0.0	0.0003030851753136768
1032	61945589	37006921	24938668	33065475	3941416	0	30	0	89.3494354745157	10.650483459566928	0.0	8.106591737259092e-05
1033	70395522	45661732	24733790	42093218	3568354	0	160	0	92.1848912783247	7.814758318847827	0.0	0.00035040282747049543
1034	56273556	33162532	23111024	29217100	3945400	0	32	0	88.10274197398438	11.897161531574248	0.0	9.649444137739544e-05
1035	60081134	37018568	23062566	32132422	4886020	0	126	0	86.80082384602235	13.198835784247516	0.0	0.0003403697301311061
1036	63012883	36820343	26192540	31429075	5391222	0	46	0	85.35790934918776	14.64196571987393	0.0	0.000124930938313095
1037	62888389	37829513	25058876	29752519	8076922	0	72	0	78.64896119598474	21.35084847642633	0.0	0.000190327588938298
1038	65741115	30632518	35108597	24590820	6041682	0	16	0	80.27684828259956	19.723099485324713	0.0	5.223207573076428e-05
1039	60063916	42361052	17702864	37572688	4788126	0	238	0	88.69630527589352	11.303132887256908	0.0	0.0005618368495664366
1040	54105688	35618279	18487409	32129305	3488904	0	70	0	90.20454076402737	9.7952627076676	0.0	0.00019652830503124534
1041	41775106	23812085	17963021	20285029	3527024	0	32	0	85.1879581313438	14.81190748311204	0.0	0.0001343855441470161
1042	55113682	34090154	21023528	29908738	4181302	0	114	0	87.73424138829058	12.265424204302509	0.0	0.0003344074069011246
1043	65013529	38334617	26678912	32795665	5538802	0	150	0	85.55104385156633	14.448564857189	0.0	0.00039129124467318925
1044	5296545	2857958	2438587	1921932	935403	0	623	0	67.24843402177359	32.729767197418575	0.0	0.021798780807835524
1045	57422395	34520523	22901872	30367141	4153208	0	174	0	87.9683688453967	12.031127106620024	0.0	0.0005040479832822927
1046	57525640	29387583	28138057	21132205	8255092	0	286	0	71.90861868429262	28.090408115563637	0.0	0.0009732001437477863
1049	70183401	34909718	35273683	27903972	7003400	0	2346	0	79.93181726647005	20.061462541748405	0.0	0.0067201917815549244
1050	54906299	32161959	22744340	27462647	4699118	0	194	0	85.38860148413224	14.610795318780177	0.0	0.0006031970875903424
1051	53104117	31561648	21542469	28154496	3406876	0	276	0	89.20477156325931	10.794353957689408	0.0	0.0008744790512840141
1052	50207253	26283478	23923775	22465202	3818142	0	134	0	85.47271407535943	14.526776098657871	0.0	0.0005098259826952886
1054	55434733	30314239	25120494	25621263	4673714	0	19262	0	84.51890545561774	15.417553447407998	0.0	0.06354109697426348
1055	58351079	31445783	26905296	26334237	5111282	0	264	0	83.74489196214323	16.254268497623354	0.0	0.0008395402334233496
1057	53545333	35287336	18257997	31980286	3081900	0	225150	0	90.62822424452784	8.733728156752893	0.0	0.6380475987192685
1058	38941920	15273572	23668348	10123068	4672478	0	478026	0	66.27832703443569	30.59191392818916	0.0	3.129759037375147
