"Diet","centroid_PC1_control","centroid_PC2_control","centroid_PC1_infected","centroid_PC2_infected"
"33",8.12416167385158,-34.6702019188931,22.3366513708164,18.8417233528505
"50",-18.3156340501555,-38.172172705635,-18.6751284934643,27.4577335696338
"83",8.09711427509656,-21.3752430636412,-6.1014722063114,34.1093398015321
