"canonical_gene_order","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj","candidate_k2","candidate_k3","candidate_k4"
1708,"LOC126278673","DNA-binding protein D-ETS-6-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.71950972795756,1.79536774737484e-30,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1709,"LOC126273412","uncharacterized LOC126273412","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.1102439405885,4.25799570545439e-26,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1710,"LOC126335490","protein big brother","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.10976710787726,2.24157407304984e-23,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1711,"LOC126336375","sialin-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.09761623855246,1.57524860281255e-25,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1712,"LOC126354579","facilitated trehalose transporter Tret1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.72563743028748,2.6251876142371e-28,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1713,"LOC126365957","hexokinase type 2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.69044785614571,4.36660017366549e-27,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1714,"LOC126354017","ATP-dependent translocase ABCB1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.59787542448667,8.9843514569403e-31,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1715,"LOC126271634","hatching enzyme 1.2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",7.7989807698383,9.90118633089528e-34,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1716,"LOC126278436","uncharacterized LOC126278436","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",9.05311576899448,1.05165308246668e-29,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1717,"LOC126293297","uncharacterized LOC126293297","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.49785810564849,2.01631871683118e-17,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1718,"LOC126355206","rho-related BTB domain-containing protein 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.20968433706068,6.42155779670154e-17,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1719,"LOC126277955","uncharacterized LOC126277955","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.63575800062539,5.02024379752415e-15,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1720,"LOC126336499","J domain-containing protein","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.05658636074691,2.01570619670329e-19,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1721,"LOC126354704","spondin-1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.71144193842095,1.31664019402692e-07,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1722,"LOC126291645","uncharacterized LOC126291645","lncRNA","Infection within diet","infection_diet33","Infected diet 33",1.13031734801857,4.79640010661896e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1723,"LOC126291827","uncharacterized LOC126291827","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.54662940540337,1.42289513592206e-10,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1724,"LOC126272746","transcription factor HNF-4 homolog","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.10931703251241,0.00339181268146918,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1725,"LOC126297535","excitatory amino acid transporter 1","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.23529681011527,0.00447631368903133,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1726,"LOC126353958","protein yellow-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.75192067116379,2.12176713506138e-09,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1727,"LOC126284305","uncharacterized LOC126284305","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.37440967068134,2.01962203809519e-15,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1728,"LOC126285233","multiple epidermal growth factor-like domains protein 10","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.40313545332298,1.33536451790162e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1729,"LOC126267215","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.58136769182776,6.76728945314499e-31,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1730,"LOC126267216","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.58090158729883,3.21395734441428e-16,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1731,"LOC126281499","multidrug resistance protein homolog 49-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.59137068079956,3.33371747867164e-19,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1732,"LOC126354729","tyrosine-protein phosphatase 10D","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.17960722541965,3.1190432383875e-16,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1733,"LOC126355939","proton-coupled amino acid transporter-like protein pathetic","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.41607556864726,2.76511546487013e-34,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1734,"LOC126356204","zwittermicin A synthase ZmaJ","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.33692166209851,1.12553319025397e-12,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1735,"LOC126267629","uncharacterized LOC126267629","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.75542735477566,7.91699872816752e-13,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1736,"LOC126335545","leukocyte elastase inhibitor-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.00618448616532,7.59113849254715e-12,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1737,"LOC126267422","U-scoloptoxin(19)-Sm1a","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",3.71594877568654,1.30980532022332e-07,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1738,"LOC126346580","chitinase-like protein Idgf4","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.70956839208609,2.98400320778109e-06,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1739,"LOC126284575","uncharacterized LOC126284575","lncRNA","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.78019240140252,5.80494244583433e-06,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1740,"LOC126298648","uncharacterized LOC126298648","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.70564010281276,5.95717097000478e-09,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1741,"LOC126297444","lysosomal aspartic protease","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.38943591680145,0.0001429124731528,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1742,"LOC126272290","uncharacterized LOC126272290","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.03492786453498,4.59733052608604e-16,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1743,"LOC126336415","allergen Cr-PI-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.31904213660571,9.5499358949673e-07,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1744,"LOC126361021","G-protein coupled receptor Mth2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.54539618277697,3.85794547700227e-12,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1745,"LOC126295063","forkhead box protein D1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.72128782637631,2.30629484379984e-15,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1746,"LOC126295065","POU domain, class 4, transcription factor 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.54260753782111,5.26181423631131e-13,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1747,"LOC126267056","trypsin-2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.02047596281201,0.00721120422236562,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1748,"LOC126299290","uncharacterized LOC126299290","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.24083743301299,0.000104334227000702,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1749,"LOC126355922","pro-corazonin-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.51246001634066,0.0275026763222096,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1750,"LOC126272149","uncharacterized LOC126272149","lncRNA","Infection + diet","infected_diet83_vs50; infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",5.53434485251617,4.33157894487077e-08,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1751,"LOC126353879","cyclic GMP-AMP synthase-like receptor","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.71291971858606,7.3799037219567e-09,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1752,"LOC126285340","nascent polypeptide-associated complex subunit alpha, muscle-specific form-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.50721205663296,2.18428528638559e-07,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1753,"LOC126334542","poly(A)-specific ribonuclease PARN-like","protein_coding","Infection within diet","infection_diet33; infection_diet50","Infected diet 33; Infected diet 50",1.21173427003618,0.000950616438853384,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1754,"LOC126284462","peptidoglycan-recognition protein LC-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.69281210773928,0.00038847776953839,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1755,"LOC126356149","uncharacterized LOC126356149","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.84957562827922,0.00130698088774991,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1756,"LOC126291728","uncharacterized LOC126291728","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.39544421335566,0.000150469555276549,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1757,"LOC126354959","radical S-adenosyl methionine domain-containing protein 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.94996221756914,0.00269129794657808,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1758,"LOC126267685","homeobox protein Hox-B4-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.46114409633656,0.00529774233232159,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1759,"LOC126335184","protein 5NUC-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.61446593032031,0.00825783671136463,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1760,"LOC126278480","slit homolog 1 protein-like","protein_coding","Infection within diet","infection_diet33","Infected diet 33",1.38415150807971,0.000614869210620108,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1761,"LOC126282480","uncharacterized LOC126282480","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.62537365710216,0.0147925419979124,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1762,"LOC126335582","cytochrome P450 9e2-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.16205170370267,0.0428240514677577,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1763,"LOC126335801","putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.74749843737988,0.000146300458286514,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1764,"LOC126293326","peroxidase-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.83687010648839,3.98799371113209e-09,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1765,"LOC126335041","xaa-Pro aminopeptidase ApepP-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.28696955936618,2.38248448895007e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1766,"LOC126278221","gremlin-1-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",3.03570172458792,0.000335702969383076,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1767,"LOC126355528","uncharacterized LOC126355528","lncRNA","Infection within diet","infection_diet50","Infected diet 50",1.6345365826903,0.00775168118030683,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1768,"LOC126284840","serine protease inhibitor I/II-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.13228265464757,0.0136230691954567,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1769,"LOC126281487","periodic tryptophan protein 2 homolog","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.10525042484462,0.00210244434382776,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1770,"LOC126355804","facilitated trehalose transporter Tret1-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.90670381845269,4.18193952390451e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1771,"LOC126291751","uncharacterized LOC126291751","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.47692030051115,0.00690997070507927,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1772,"LOC126335136","esterase E4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.04578017107401,0.00291678850799873,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1773,"LOC126365760","putative defense protein","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.92897256983067,7.06686882335915e-07,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1774,"LOC126357156","pantothenate kinase 3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.55817684482418,1.31910615100951e-06,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1775,"LOC126267973","terminal nucleotidyltransferase 5C","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.60067743321467,8.79442853521497e-10,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1776,"LOC126297555","protein Malvolio","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.55395839017508,1.22953743811668e-16,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1777,"LOC126271975","lysozyme-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.86586363369274,1.02577580288534e-25,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1778,"LOC126336236","transmembrane protease serine 9","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.86957868905896,3.36548189041335e-16,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1779,"LOC126284379","vanin-like protein 3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",3.1486600996304,5.93377575163822e-07,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1780,"LOC126285344","uncharacterized LOC126285344","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.01050165672493,0.0127935156305137,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1781,"LOC126298354","cytochrome P450 4C1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.23241648809297,1.54719080190179e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1782,"LOC126272382","peroxiredoxin-6-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.86597522013282,1.27749328095133e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1783,"LOC126354843","methanethiol oxidase-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.50016010070954,0.00326329232027129,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1784,"LOC126268518","glutamine synthetase 2 cytoplasmic-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.59656563007675,0.00236870935254206,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1785,"LOC126267477","kininogen-1-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.70136349038355,7.40155797453146e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1786,"LOC126267114","juvenile hormone acid O-methyltransferase-like","protein_coding","Infection + diet","infected_diet33_vs50; infected_diet83_vs33; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",8.84507894595318,3.48144970563008e-16,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1787,"LOC126336619","transmembrane protein 205","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",3.75117226673435,2.30465263172788e-08,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1788,"LOC126278965","uncharacterized LOC126278965","lncRNA","Infection within diet","infection_average_all_diets","Average infected",2.20015860005292,1.99537978242267e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1789,"LOC126270012","F-box/LRR-repeat protein 2-like","protein_coding","Infection within diet","infection_diet33; infection_diet50","Infected diet 33; Infected diet 50",1.30236486517508,0.000835278311956237,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1790,"LOC126335827","uncharacterized LOC126335827","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.76453083317275,1.47432534626233e-07,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1791,"LOC126356145","retinol dehydrogenase 14-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.78048064793692,7.55797726031025e-09,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1792,"LOC126285464","putative fatty acyl-CoA reductase CG5065","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.7403248586232,0.0110531259265615,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1793,"LOC126283972","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.97523482774279,8.41029171313606e-06,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1794,"LOC126285239","homeotic protein female sterile-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.7331479033449,2.43945430261012e-06,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1795,"LOC126329703","phospholipid-transporting ATPase IF-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.42204416170238,5.33894429944879e-06,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1796,"LOC126282679","uncharacterized LOC126282679","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.41522959825359,2.71206905071099e-08,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1797,"LOC126334513","nose resistant to fluoxetine protein 6-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.13832051579525,8.91056479507078e-07,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1798,"LOC126280573","uncharacterized LOC126280573","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.68824230833208,9.6783819297207e-10,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1799,"LOC126356364","retinol-binding protein pinta","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.90479096001146,0.000130331138310825,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1800,"LOC126273757","G-protein coupled receptor Mth2-like","protein_coding","Infection within diet","infection_diet33; infection_diet50","Infected diet 33; Infected diet 50",1.14473070453484,0.0149436144206785,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1801,"LOC126298001","elongation of very long chain fatty acids protein AAEL008004","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.84472620216432,0.00124076213998857,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1802,"LOC126355739","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.90042415789961,0.000181555459591335,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1803,"LOC126299393","uncharacterized LOC126299393","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",1.33448201004918,2.05357462783583e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1804,"LOC126336437","dynein axonemal assembly factor 3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.60522824382667,2.12285691465264e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1805,"LOC126332724","esterase FE4-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.16605852542287,0.0131080882910632,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1806,"LOC126299185","UTP--glucose-1-phosphate uridylyltransferase-like","protein_coding","Infection + diet","control_diet83_vs33; infection_diet50","Control diet 33; Infected diet 50",2.28374794985419,0.000719899222126221,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1807,"LOC126281573","dolichol kinase-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.11715264483064,0.0025458277396009,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1808,"LOC126284832","uncharacterized LOC126284832","protein_coding","Infection + diet","control_diet83_vs33; infection_average_all_diets; infection_diet50; infection_diet83; interaction_diet83_vs33","Average infected; Control diet 33; Infected diet 50; Infected diet 83; Infection response diet 83",5.4463138999848,3.067477146281e-06,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1809,"LOC126355051","dorsal-ventral patterning protein Sog-like","protein_coding","Infection within diet","infection_diet83","Infected diet 83",1.06558123610387,0.00560123667369717,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1810,"LOC126356328","uncharacterized LOC126356328","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.8231131113731,3.46483693382391e-09,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1811,"LOC126284880","choline/ethanolamine kinase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.25549685221071,7.27245748002362e-08,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1812,"LOC126355485","phosphatidate phosphatase LPIN2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",3.28093289392321,1.19284357561009e-07,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1813,"LOC126281081","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like","protein_coding","Infection within diet","infection_diet33","Infected diet 33",1.0115933976091,0.0368176456823235,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
1814,"LOC126335563","androgen-dependent TFPI-regulating protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.82328991801433,7.87116947496915e-05,"Candidate cluster 2","Candidate cluster 2","Candidate cluster 2"
