"canonical_gene_order","gene_id","heatmap_row_order","original_branch","original_pheatmap_cluster_id","original_within_cluster_order","proposed_merged_cluster","Description","gene_biotype","DEG_context","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","n_GO_annotations","n_KEGG_annotations"
2811,"LOC126278393",2811,"Branch 4",1,597,"DEG cluster 3+4","protein borderless","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.76069441904995,0.0224400135249585,4.60239802219579,"1016","Higher than gene mean",1,0
2812,"LOC126279638",2812,"Branch 4",1,598,"DEG cluster 3+4","solute carrier organic anion transporter family member 74D-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.56132849727186,0.027117980996281,4.57268972027058,"1016","Higher than gene mean",0,0
2813,"LOC126354785",2813,"Branch 4",1,599,"DEG cluster 3+4","proton channel OtopLc-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.5356733394286,0.0367544537954687,4.72923214019936,"1016","Higher than gene mean",1,0
2814,"LOC126278287",2814,"Branch 4",1,600,"DEG cluster 3+4","thyrostimulin beta-5 subunit","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.69181969640416,0.000200332160845235,5.23483065877752,"1016","Higher than gene mean",1,0
2815,"LOC126278307",2815,"Branch 4",1,601,"DEG cluster 3+4","thyrostimulin alpha-2 subunit","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.24003540094455,0.00400430519238228,5.34809670040229,"1016","Higher than gene mean",1,0
2816,"LOC126299131",2816,"Branch 4",1,602,"DEG cluster 3+4","uncharacterized LOC126299131","lncRNA","Infection within diet",1,"infection_diet50","Infected diet 50",1.5235805420507,0.0151125879255013,4.64237575809832,"1016","Higher than gene mean",0,0
2817,"LOC126334957",2817,"Branch 4",1,603,"DEG cluster 3+4","kinesin-like protein unc-104","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.21953441671942,0.0197827997351204,5.23650514073234,"1016","Higher than gene mean",1,0
2818,"LOC126297875",2818,"Branch 4",1,604,"DEG cluster 3+4","uncharacterized LOC126297875","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.7679325128126,0.0176801365617277,4.74869838209782,"1016","Higher than gene mean",0,0
2819,"LOC126354570",2819,"Branch 4",1,605,"DEG cluster 3+4","equilibrative nucleoside transporter 4","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.57464426226726,0.0223074970659916,5.21032969441606,"1016","Higher than gene mean",1,0
2820,"LOC126292321",2820,"Branch 4",1,606,"DEG cluster 3+4","glutamate receptor ionotropic, kainate 2-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.19188471944084,0.028522753266326,4.53284756334989,"1016","Higher than gene mean",0,0
2821,"LOC126355816",2821,"Branch 4",1,607,"DEG cluster 3+4","prolactin-releasing peptide receptor-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.16471167923355,0.0107029872959412,4.6020865658243,"1016","Higher than gene mean",0,1
2822,"LOC126267195",2822,"Branch 4",1,608,"DEG cluster 3+4","Kv channel-interacting protein 4-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.15638689044043,0.0478475247703201,4.60685076849648,"1016","Higher than gene mean",0,0
2823,"LOC126282446",2823,"Branch 4",1,609,"DEG cluster 3+4","uncharacterized LOC126282446","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.34155706016269,0.0315950641606539,4.76721081307254,"1016","Higher than gene mean",1,0
2824,"LOC126267844",2824,"Branch 4",1,610,"DEG cluster 3+4","uncharacterized LOC126267844","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.46353305450862,0.00768990568922377,4.8744543142519,"1016","Higher than gene mean",0,0
2825,"LOC126291537",2825,"Branch 4",1,611,"DEG cluster 3+4","melanopsin-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.80388180889715,0.00583773827019418,4.75985541521758,"1016","Higher than gene mean",0,0
2826,"LOC126266645",2826,"Branch 4",1,612,"DEG cluster 3+4","nephrin-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.50598057861901,0.021065258821931,4.56505992587562,"1016","Higher than gene mean",0,0
2827,"LOC126355445",2827,"Branch 4",1,613,"DEG cluster 3+4","synaptotagmin-12-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.76980641290371,0.0179866968971251,4.70891152174166,"1016","Higher than gene mean",1,0
2828,"LOC126292064",2828,"Branch 4",1,614,"DEG cluster 3+4","uncharacterized LOC126292064","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.8764812319923,0.00361646739010616,4.91669031575149,"1016","Higher than gene mean",0,0
2829,"LOC126278568",2829,"Branch 4",1,615,"DEG cluster 3+4","protein unc-80 homolog","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.32717869776838,0.00298712979100938,4.81059223160924,"1016","Higher than gene mean",1,0
2830,"LOC126284412",2830,"Branch 4",1,616,"DEG cluster 3+4","serine/threonine-protein kinase BRSK2","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.4634577565508,0.0199263632414433,4.42499032433504,"1016","Higher than gene mean",1,0
2831,"LOC126299396",2831,"Branch 4",1,617,"DEG cluster 3+4","uncharacterized LOC126299396","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.22618189898726,0.0200803176550465,4.08134472490546,"1016","Higher than gene mean",0,0
2832,"LOC126310439",2832,"Branch 4",1,618,"DEG cluster 3+4","lachesin-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.69010777315569,0.00204031655544106,4.63942192918271,"1016","Higher than gene mean",1,0
2833,"LOC126304998",2833,"Branch 4",1,619,"DEG cluster 3+4","cardioactive peptide","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.56332938026363,0.000158201745824266,5.33326876065942,"1016","Higher than gene mean",1,0
2834,"LOC126281503",2834,"Branch 4",1,620,"DEG cluster 3+4","synaptotagmin-10-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.3565049952347,0.0138307215002036,5.14760836179318,"1016","Higher than gene mean",0,0
2835,"LOC126335335",2835,"Branch 4",1,621,"DEG cluster 3+4","diuretic hormone 45","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.47105872634753,0.00554829320140177,5.2275556763669,"1016","Higher than gene mean",1,0
2836,"LOC126295162",2836,"Branch 4",1,622,"DEG cluster 3+4","immunoglobulin domain-containing protein oig-4-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.4448817206087,0.00374821634586423,3.9405553739947,"1016","Higher than gene mean",0,0
2837,"LOC126355988",2837,"Branch 4",1,623,"DEG cluster 3+4","serine/threonine-protein kinase 32B","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.51076619622025,0.00963756731754594,4.25382663615514,"1016","Higher than gene mean",1,0
2838,"LOC126293695",2838,"Branch 4",1,624,"DEG cluster 3+4","acetylcholinesterase-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.70928649984044,0.023917588704415,4.02158720845902,"1016","Higher than gene mean",1,1
2839,"LOC126336594",2839,"Branch 4",1,625,"DEG cluster 3+4","uncharacterized transporter slc-17.2-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.16440885138718,0.0293996646902097,3.87540654154091,"1016","Higher than gene mean",0,0
2840,"LOC126281382",2840,"Branch 4",1,626,"DEG cluster 3+4","probable cytochrome P450 6a20","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.2126899032422,0.0145289512458368,3.88023675296356,"1016","Higher than gene mean",0,0
2841,"LOC126284203",2841,"Branch 4",1,627,"DEG cluster 3+4","uncharacterized LOC126284203","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",5.31395803577316,0.00158611179699136,3.71785646654919,"1016","Higher than gene mean",0,0
2842,"LOC126346830",2842,"Branch 4",1,628,"DEG cluster 3+4","uncharacterized LOC126346830","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.72937904136436,0.000620381093705326,4.14437468466596,"1016","Higher than gene mean",0,0
2843,"LOC126266799",2843,"Branch 4",1,629,"DEG cluster 3+4","follistatin-related protein 5-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.32111019166768,0.038443930652808,4.46155679244473,"1016","Higher than gene mean",0,0
2844,"LOC126355431",2844,"Branch 4",1,630,"DEG cluster 3+4","regulating synaptic membrane exocytosis protein 1-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",2.51037969435266,0.00646371512833991,4.59727405439745,"1016","Higher than gene mean",0,0
2845,"LOC126278890",2845,"Branch 4",1,631,"DEG cluster 3+4","vesicular inhibitory amino acid transporter","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.03075070565887,0.00304113989344966,4.52844274702541,"1016","Higher than gene mean",1,1
2846,"LOC126284341",2846,"Branch 4",1,632,"DEG cluster 3+4","lysocardiolipin acyltransferase 1-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.29921310593344,0.00485568618138501,4.71826932892911,"1016","Higher than gene mean",0,1
2847,"LOC126267676",2847,"Branch 4",1,633,"DEG cluster 3+4","nephrin-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.59843202937904,0.037984949805959,4.40765378338477,"1016","Higher than gene mean",1,0
2848,"LOC126267423",2848,"Branch 4",1,634,"DEG cluster 3+4","nephrin-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.64928247667586,0.0277252848823719,3.91109613265096,"1016","Higher than gene mean",0,0
2849,"LOC126267939",2849,"Branch 4",1,635,"DEG cluster 3+4","uncharacterized LOC126267939","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.79278757715823,0.0225844790314931,4.6914482068725,"1016","Higher than gene mean",1,0
2850,"LOC126299061",2850,"Branch 4",1,636,"DEG cluster 3+4","uncharacterized LOC126299061","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.36565895106101,0.0305761785142829,4.62958649163321,"1016","Higher than gene mean",0,0
2851,"LOC126267159",2851,"Branch 4",1,637,"DEG cluster 3+4","glutamate receptor 1-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.90306561958581,0.0131898809053734,4.53737263134388,"1016","Higher than gene mean",0,0
2852,"LOC126281695",2852,"Branch 4",1,638,"DEG cluster 3+4","acetylcholine receptor subunit alpha-L1","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.58944204767621,0.0360130697941033,4.44346654727446,"1016","Higher than gene mean",1,0
2853,"LOC126273342",2853,"Branch 4",1,639,"DEG cluster 3+4","neural-cadherin-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.97264567451086,0.0120246504723102,4.47012267731685,"1016","Higher than gene mean",0,0
2854,"LOC126365371",2854,"Branch 4",1,640,"DEG cluster 3+4","neuroligin-1-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.68085234177844,0.0435353799518707,4.21565281838876,"1016","Higher than gene mean",1,1
2855,"LOC126297822",2855,"Branch 4",1,641,"DEG cluster 3+4","glutamate receptor ionotropic, kainate 2","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.39207899611565,0.0301108203099064,4.57717237110324,"1016","Higher than gene mean",1,0
2856,"LOC126355545",2856,"Branch 4",1,642,"DEG cluster 3+4","octopamine receptor beta-1R-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.07033417124664,0.00583050813425812,4.76152682652492,"1016","Higher than gene mean",1,0
2857,"LOC126355537",2857,"Branch 4",1,643,"DEG cluster 3+4","dipeptidase 1-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.30838327979903,0.0376593985797654,4.72853454725995,"1016","Higher than gene mean",1,0
2858,"LOC126334710",2858,"Branch 4",1,644,"DEG cluster 3+4","cubilin-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.33288151078256,0.00661818341327338,4.82108524989687,"1016","Higher than gene mean",0,0
2859,"LOC126354525",2859,"Branch 4",1,645,"DEG cluster 3+4","uncharacterized LOC126354525","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.82117329604641,0.027721000416902,4.34394405397008,"1016","Higher than gene mean",1,0
2860,"LOC126284284",2860,"Branch 4",1,646,"DEG cluster 3+4","armadillo repeat-containing protein 2","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.99989542970081,0.00732218594436177,5.23438921489606,"1016","Higher than gene mean",0,0
2861,"LOC126299516",2861,"Branch 4",1,647,"DEG cluster 3+4","GTP-binding protein Rhes-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.33657193599925,0.00294738072923438,4.87160280641361,"1016","Higher than gene mean",0,0
2862,"LOC126336393",2862,"Branch 4",1,648,"DEG cluster 3+4","uncharacterized LOC126336393","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.15141200561478,0.00374115524469404,4.77850549161462,"1016","Higher than gene mean",0,0
2863,"LOC126278743",2863,"Branch 4",1,649,"DEG cluster 3+4","basement membrane-specific heparan sulfate proteoglycan core protein-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.83570241078255,0.0104673465617279,4.41387070407668,"1016","Higher than gene mean",1,0
2864,"LOC126267877",2864,"Branch 4",1,650,"DEG cluster 3+4","Down syndrome cell adhesion molecule-like protein Dscam2","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.36752985384283,0.0270644006970323,4.45605547509635,"1016","Higher than gene mean",1,0
2865,"LOC126285144",2865,"Branch 4",1,651,"DEG cluster 3+4","ras-like protein family member 10B","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.37060315831186,0.00605414614399906,4.60226107070835,"1016","Higher than gene mean",0,0
2866,"LOC126267439",2866,"Branch 4",1,652,"DEG cluster 3+4","locomotion-related protein Hikaru genki-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",2.13793402769269,0.00590593458353417,4.41849746791274,"1016","Higher than gene mean",1,0
2867,"LOC126272947",2867,"Branch 4",1,653,"DEG cluster 3+4","lachesin-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.36994400223927,0.0098311872853653,4.37894580543395,"1016","Higher than gene mean",0,0
2868,"LOC126278174",2868,"Branch 4",1,654,"DEG cluster 3+4","uncharacterized LOC126278174","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.91322706056599,0.00227777413807239,4.73856311809476,"1016","Higher than gene mean",0,0
2869,"LOC126356631",2869,"Branch 4",1,655,"DEG cluster 3+4","high-affinity choline transporter 1","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.27301484016454,0.0128143302676296,4.58101887944177,"1016","Higher than gene mean",1,1
2870,"LOC126284514",2870,"Branch 4",1,656,"DEG cluster 3+4","uncharacterized LOC126284514","lncRNA","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.62660089477179,0.011900033065959,4.23264003902236,"1016","Higher than gene mean",0,0
