"foreground_set","pathway_theme","pathway_scope","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj"
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126272560","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_diet50; infection_diet83","Control diet 50; Control diet 83",1.51612003011281,0.0207031042496105
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126272567","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.22328760318891,0.029048000452434
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126272584","putative phosphatidate phosphatase","protein_coding","Infection within diet","infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.18118965913715,0.0019312098812704
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126272715","fumarylacetoacetase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.04589541647465,0.0060305006538259
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126272831","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.40802821506732,2.66511305117321e-13
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126272926","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.32363162535896,0.0305339862137302
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126272931","beta-hexosaminidase subunit beta-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.3186889717555,0.000377123463841523
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126278249","arginine kinase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.41252979681241,0.000619938614176479
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126278697","ornithine decarboxylase 1-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.31759639621361,0.00102921666651697
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126279052","thymidine kinase, cytosolic-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.6492519268143,8.30046813653941e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126281399","sorbitol dehydrogenase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.50522993073683,2.12285691465264e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126281446","aldehyde dehydrogenase, mitochondrial","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.40381350253425,9.70370585933816e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126281492","myogenesis-regulating glycosidase-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",3.34193447407797,0.0303363229857984
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126281506","glucosamine-6-phosphate isomerase","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.21086002020474,0.0432752399071949
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126281532","transaldolase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.83327113607125,2.88913050489602e-16
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126281556","myogenesis-regulating glycosidase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",3.78908089551341,0.00542390905245418
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126281562","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.67639811977324,1.2901651155649e-11
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126281672","D-aspartate oxidase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.53887184679559,0.000133960951084479
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126281954","alcohol dehydrogenase class-3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.43941423411776,1.16513263907724e-09
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126281958","fructose-1,6-bisphosphatase 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.1463202186871,3.07332891596629e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126283957","aldo-keto reductase family 1 member B1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.19266020931517,1.10759337008669e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126283960","aldo-keto reductase family 1 member B1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.78135700541861,1.46242770969644e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126284198","aminopeptidase N-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.08984077814724,0.0435176587799206
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126284296","DNA replication ATP-dependent helicase/nuclease DNA2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.21560458997,1.44390767107964e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126284573","deoxyuridine 5'-triphosphate nucleotidohydrolase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.93981533691415,2.85905878188951e-09
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126284686","uncharacterized LOC126284686","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.70350445895661,3.32389178286607e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126284756","glucose dehydrogenase [FAD, quinone]","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.52839994887482,0.012855709294437
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126284812","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.36003704359695,1.51881628831467e-13
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126284898","fructose-bisphosphate aldolase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.83022136433726,1.34144443781094e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126285375","sepiapterin reductase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.28756702610983,9.10228961014123e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126285378","acetyl-CoA carboxylase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.83064226731146,1.18359985516693e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126291591","UTP--glucose-1-phosphate uridylyltransferase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.32811499026723,2.7820667040366e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126292317","dihydropyrimidinase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.64570248596725,1.27844750256427e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126293404","aminomethyltransferase, mitochondrial","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.28423936128332,0.0112231520014169
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126295125","prostamide/prostaglandin F synthase-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.33505504588764,0.000602012186864097
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126297427","uncharacterized LOC126297427","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.20139805165444,0.0281608906175094
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126297442","beta-1,4-glucuronyltransferase 1","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.27568117718507,0.0154383924945494
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126297494","glucose-6-phosphate 1-dehydrogenase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.37221322080482,1.46727259494981e-12
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126297511","dihydrofolate reductase-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.14584274452514,0.000817708251468086
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126297701","glycoprotein 3-alpha-L-fucosyltransferase A-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.51948180729736,0.0363575976900479
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126298221","L-threonine ammonia-lyase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.1835789752452,0.000101538943463765
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126298882","histidine ammonia-lyase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83; interaction_diet83_vs50","Average control; Control diet 83; Infection response diet 50",4.07490705026424,0.00280827779969533
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126298944","alkaline phosphatase-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.49585984741664,0.0274419799760066
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126299078","UDP-N-acetylhexosamine pyrophosphorylase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.45222314962411,3.48032613021839e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126299364","amidophosphoribosyltransferase-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.1923602419604,0.0423744719950616
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126322655","inositol polyphosphate multikinase-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.05053239464198,1.16015985768356e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126323251","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.24759541105448,0.00783282721494655
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126323656","pancreatic triacylglycerol lipase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.23214449949664,3.15024284459898e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126331446","alkaline phosphatase 4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.30701009583931,0.000255526810679155
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126333363","tyrosine aminotransferase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.89602362714588,2.29027075907068e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126334561","adenosylhomocysteinase-like 1","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.25283384767856,0.00241919754038947
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126334891","porphobilinogen deaminase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.12662474373471,0.0230219245086845
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126334905","probable imidazolonepropionase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.38775018123526,0.00668619908720271
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126335182","apyrase-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.13651083805247,0.00102347036426265
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126335256","probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.40360109828935,2.82064564088596e-16
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126335258","galactoside alpha-(1,2)-fucosyltransferase 2-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.19314651674062,0.0108929926434016
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126335359","DNA polymerase alpha catalytic subunit","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.13812838854143,2.03342059179317e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126335481","DNA primase large subunit","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.11554565997957,1.19383822873958e-07
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126335505","isocitrate dehydrogenase [NADP] cytoplasmic","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.5180888832306,6.77477367762524e-09
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126336122","NADP-dependent malic enzyme-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.15906430951041,3.95946935872499e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126336244","acetyl-CoA acetyltransferase, mitochondrial","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.32262780894186,7.61352132091513e-20
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126336251","enoyl-CoA hydratase, mitochondrial-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.10476208074477,0.0239687094686089
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126336316","thiamin pyrophosphokinase 1-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.07855686063448,9.24292203094555e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126336692","glutathione S-transferase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.48431987588218,3.23578719368072e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126336695","glutathione S-transferase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.62375771998625,1.66336646657934e-14
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126336714","4-hydroxyphenylpyruvate dioxygenase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",3.00927083620963,9.09504527098776e-10
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126336773","uncharacterized LOC126336773","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.04800225575463,0.0100501732842261
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126336866","NADP-dependent malic enzyme-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.07808647969435,7.47456554555734e-13
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126341237","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.94765930657854,3.80637395072095e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126345263","peroxisomal acyl-coenzyme A oxidase 3","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.30769246612182,4.52385022755708e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126350022","alpha-aminoadipic semialdehyde dehydrogenase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.22418922766733,0.000204932334110024
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126354110","V-type proton ATPase subunit B","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.11449197987198,0.00182473923597505
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126354225","ethanolamine-phosphate cytidylyltransferase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.43118633786848,0.010176526548689
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126354574","phosphoenolpyruvate phosphomutase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.32573172154775,0.000687986922503077
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126354588","ribonucleoside-diphosphate reductase subunit M2 B-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.25154553793097,0.00657909485563373
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126355148","thymidylate synthase","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.19050040776689,0.00186801424887617
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126355818","alpha-amylase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.80582491776201,0.00367335096018565
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126355885","pyridoxine/pyridoxamine 5'-phosphate oxidase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.31894208386764,4.78332143725188e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126356100","glycerol-3-phosphate acyltransferase 1, mitochondrial","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.01092834290264,7.70165275259945e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126356371","fatty acid synthase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.48132185955845,1.58258665517486e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","92/264","962/3900",7.99424719545589e-05,0.00909730284345418,0.00909730284345418,92,"LOC126357545","aldo-keto reductase family 1 member B1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.47239745902951,9.1901035283674e-05
