"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","pathway_theme","pathway_scope"
"ko04926","Relaxin signaling pathway","3/275","52/3900",0.0576923076923077,0.818181818181818,-0.363505017369966,0.721213799391055,1,1,"LOC126297585/LOC126330497/LOC126281608",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05218","Melanoma","1/275","18/3900",0.0555555555555556,0.787878787878788,-0.248417133552493,0.732647206093514,1,1,"LOC126334974",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko03440","Homologous recombination","2/275","36/3900",0.0555555555555556,0.787878787878788,-0.352132208641739,0.733115005562887,1,1,"LOC126272375/LOC126365943",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04666","Fc gamma R-mediated phagosome formation","2/275","36/3900",0.0555555555555556,0.787878787878788,-0.352132208641739,0.733115005562887,1,1,"LOC126281608/LOC126272584",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04750","Inflammatory mediator regulation of TRP channels","2/275","36/3900",0.0555555555555556,0.787878787878788,-0.352132208641739,0.733115005562887,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05224","Breast cancer","3/275","53/3900",0.0566037735849057,0.802744425385935,-0.39819434338814,0.733277361110124,1,1,"LOC126335021/LOC126334974/LOC126266832",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko05169","Epstein-Barr virus infection","6/275","103/3900",0.058252427184466,0.8261253309797,-0.492519680574564,0.744896532813,1,1,"LOC126297585/LOC126282371/LOC126266662/LOC126281636/LOC126279120/LOC126281690",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00510","N-Glycan biosynthesis","2/275","37/3900",0.0540540540540541,0.766584766584766,-0.392877052656043,0.74700368155304,1,1,"LOC126266596/LOC126272567",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04724","Glutamatergic synapse","2/275","37/3900",0.0540540540540541,0.766584766584766,-0.392877052656043,0.74700368155304,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05031","Amphetamine addiction","2/275","37/3900",0.0540540540540541,0.766584766584766,-0.392877052656043,0.74700368155304,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko05145","Toxoplasmosis","2/275","37/3900",0.0540540540540541,0.766584766584766,-0.392877052656043,0.74700368155304,1,1,"LOC126266662/LOC126266752",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04658","Th1 and Th2 cell differentiation","1/275","19/3900",0.0526315789473684,0.746411483253589,-0.305157129961232,0.751586417408374,1,1,"LOC126266832",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04152","AMPK signaling pathway","4/275","72/3900",0.0555555555555556,0.787878787878788,-0.50032631195848,0.758496484513814,1,1,"LOC126281958/LOC126281636/LOC126356371/LOC126285378",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko05206","MicroRNAs in cancer","5/275","89/3900",0.0561797752808989,0.796731358529111,-0.534238118992412,0.763390205983256,1,1,"LOC126354850/LOC126334974/LOC126271923/LOC126281608/LOC126353951",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Genetic information processing","Reference disease pathway"
"ko04614","Renin-angiotensin system","1/275","20/3900",0.05,0.709090909090909,-0.359207492885958,0.769188513572429,1,1,"LOC126284198",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05323","Rheumatoid arthritis","1/275","20/3900",0.05,0.709090909090909,-0.359207492885958,0.769188513572429,1,1,"LOC126354110",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04668","TNF signaling pathway","2/275","39/3900",0.0512820512820513,0.727272727272727,-0.471411237820987,0.772930512273395,1,1,"LOC126266832/LOC126281690",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04070","Phosphatidylinositol signaling system","3/275","57/3900",0.0526315789473684,0.746411483253589,-0.53115439350957,0.777459536070259,1,1,"LOC126279052/LOC126322655/LOC126281608",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04728","Dopaminergic synapse","3/275","57/3900",0.0526315789473684,0.746411483253589,-0.53115439350957,0.777459536070259,1,1,"LOC126297585/LOC126281608/LOC126273149",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05231","Choline metabolism in cancer","3/275","57/3900",0.0526315789473684,0.746411483253589,-0.53115439350957,0.777459536070259,1,1,"LOC126281608/LOC126341744/LOC126272584",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko05162","Measles","2/275","40/3900",0.05,0.709090909090909,-0.50931045991046,0.78500605098937,1,1,"LOC126354850/LOC126266662",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00073","Cutin, suberine and wax biosynthesis","1/275","21/3900",0.0476190476190476,0.675324675324675,-0.410854454641191,0.785547575110465,1,1,"LOC126354620",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04139","Mitophagy - yeast","1/275","21/3900",0.0476190476190476,0.675324675324675,-0.410854454641191,0.785547575110465,1,1,"LOC126281608",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04370","VEGF signaling pathway","1/275","21/3900",0.0476190476190476,0.675324675324675,-0.410854454641191,0.785547575110465,1,1,"LOC126281608",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04622","RIG-I-like receptor signaling pathway","1/275","21/3900",0.0476190476190476,0.675324675324675,-0.410854454641191,0.785547575110465,1,1,"LOC126281690",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04664","Fc epsilon RI signaling pathway","1/275","21/3900",0.0476190476190476,0.675324675324675,-0.410854454641191,0.785547575110465,1,1,"LOC126281608",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04962","Vasopressin-regulated water reabsorption","1/275","21/3900",0.0476190476190476,0.675324675324675,-0.410854454641191,0.785547575110465,1,1,"LOC126297585",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04977","Vitamin digestion and absorption","1/275","21/3900",0.0476190476190476,0.675324675324675,-0.410854454641191,0.785547575110465,1,1,"LOC126284530",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04723","Retrograde endocannabinoid signaling","4/275","75/3900",0.0533333333333333,0.756363636363636,-0.586740382831738,0.786231292104731,1,1,"LOC126297585/LOC126281608/LOC126281810/LOC126355973",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04550","Signaling pathways regulating pluripotency of stem cells","3/275","58/3900",0.0517241379310345,0.733542319749216,-0.563057202488048,0.787520700587797,1,1,"LOC126335021/LOC126284788/LOC126298316",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04726","Serotonergic synapse","2/275","41/3900",0.048780487804878,0.69179600886918,-0.546363598196209,0.796515273089596,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04925","Aldosterone synthesis and secretion","3/275","59/3900",0.0508474576271186,0.721109399075501,-0.594465546675465,0.797203458475251,1,1,"LOC126297585/LOC126281608/LOC126361668",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko03060","Protein export","1/275","22/3900",0.0454545454545455,0.644628099173554,-0.460340815097814,0.800751085511244,1,1,"LOC126267253",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Genetic information processing","Core metabolism or cross-domain"
"ko04650","Natural killer cell mediated cytotoxicity","1/275","22/3900",0.0454545454545455,0.644628099173554,-0.460340815097814,0.800751085511244,1,1,"LOC126281608",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04657","IL-17 signaling pathway","1/275","23/3900",0.0434782608695652,0.616600790513834,-0.507874244922187,0.814880392237497,1,1,"LOC126281690",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04659","Th17 cell differentiation","1/275","23/3900",0.0434782608695652,0.616600790513834,-0.507874244922187,0.814880392237497,1,1,"LOC126299004",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04350","TGF-beta signaling pathway","2/275","43/3900",0.0465116279069767,0.659619450317125,-0.618106204044422,0.817912791859604,1,1,"LOC126298316/LOC126354642",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04520","Adherens junction","2/275","43/3900",0.0465116279069767,0.659619450317125,-0.618106204044422,0.817912791859604,1,1,"LOC126299291/LOC126354218",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04022","cGMP-PKG signaling pathway","4/275","79/3900",0.0506329113924051,0.718066743383199,-0.697204680183957,0.819208205672362,1,1,"LOC126355586/LOC126334943/LOC126361668/LOC126267118",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05205","Proteoglycans in cancer","5/275","97/3900",0.0515463917525773,0.731021555763824,-0.738803834443033,0.825347511564031,1,1,"LOC126297585/LOC126335021/LOC126267315/LOC126281608/LOC126299291",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko04064","NF-kappa B signaling pathway","1/275","24/3900",0.0416666666666667,0.590909090909091,-0.553633708072383,0.828011135630504,1,1,"LOC126281690",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04330","Notch signaling pathway","1/275","24/3900",0.0416666666666667,0.590909090909091,-0.553633708072383,0.828011135630504,1,1,"LOC126266832",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04630","JAK-STAT signaling pathway","1/275","24/3900",0.0416666666666667,0.590909090909091,-0.553633708072383,0.828011135630504,1,1,"LOC126354850",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04260","Cardiac muscle contraction","1/275","25/3900",0.04,0.567272727272727,-0.597774489906259,0.840213647937421,1,1,"LOC126361668",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05030","Cocaine addiction","1/275","25/3900",0.04,0.567272727272727,-0.597774489906259,0.840213647937421,1,1,"LOC126297585",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko04141","Protein processing in endoplasmic reticulum","6/275","117/3900",0.0512820512820513,0.727272727272727,-0.824882877520328,0.844418232865433,1,1,"LOC126272911/LOC126267253/LOC126266662/LOC126272984/LOC126267073/LOC126272567",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko05168","Herpes simplex virus 1 infection","4/275","83/3900",0.0481927710843374,0.683461117196057,-0.802775279586244,0.847898604651378,1,1,"LOC126282371/LOC126279120/LOC126349792/LOC126281690",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04917","Prolactin signaling pathway","1/275","26/3900",0.0384615384615385,0.545454545454545,-0.640432177195809,0.851553324535411,1,1,"LOC126354850",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04810","Regulation of actin cytoskeleton","4/275","84/3900",0.0476190476190476,0.675324675324675,-0.828464116741848,0.854442916867833,1,1,"LOC126354819/LOC126356108/LOC126299291/LOC126335682",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04912","GnRH signaling pathway","2/275","47/3900",0.0425531914893617,0.60348162475822,-0.753185067996627,0.854768988263003,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04146","Peroxisome","4/275","85/3900",0.0470588235294118,0.667379679144385,-0.853886070464435,0.86074764191059,1,1,"LOC126335505/LOC126354620/LOC126281672/LOC126345263",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko03320","PPAR signaling pathway","2/275","48/3900",0.0416666666666667,0.590909090909091,-0.785391627281069,0.862857195186705,1,1,"LOC126273423/LOC126345263",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05212","Pancreatic cancer","1/275","28/3900",0.0357142857142857,0.506493506493506,-0.721760601777985,0.871883115796745,1,1,"LOC126334974",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko05152","Tuberculosis","2/275","50/3900",0.04,0.567272727272727,-0.848121092350512,0.877811417500013,1,1,"LOC126298572/LOC126295407",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko01521","EGFR tyrosine kinase inhibitor resistance","1/275","29/3900",0.0344827586206897,0.489028213166144,-0.760629725509206,0.880982326322544,1,1,"LOC126281608",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04921","Oxytocin signaling pathway","3/275","70/3900",0.0428571428571429,0.607792207792208,-0.911915945793512,0.881302280223006,1,1,"LOC126297585/LOC126281608/LOC126299291",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04020","Calcium signaling pathway","3/275","71/3900",0.0422535211267606,0.599231754161332,-0.938574506829341,0.887154226523974,1,1,"LOC126297585/LOC126281608/LOC126267118",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04138","Autophagy - yeast","3/275","71/3900",0.0422535211267606,0.599231754161332,-0.938574506829341,0.887154226523974,1,1,"LOC126297585/LOC126322655/LOC126354753",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04150","mTOR signaling pathway","4/275","90/3900",0.0444444444444444,0.63030303030303,-0.977222857616602,0.888888856170732,1,1,"LOC126272370/LOC126354110/LOC126335021/LOC126281608",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko05220","Chronic myeloid leukemia","1/275","30/3900",0.0333333333333333,0.472727272727273,-0.798416332427666,0.889437469763851,1,1,"LOC126334974",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko04922","Glucagon signaling pathway","2/275","52/3900",0.0384615384615385,0.545454545454545,-0.908762543424914,0.891252574097938,1,1,"LOC126297585/LOC126285378",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04620","Toll-like receptor signaling pathway","1/275","31/3900",0.032258064516129,0.457478005865103,-0.835194816949532,0.897293980310348,1,1,"LOC126281690",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04979","Cholesterol metabolism","1/275","31/3900",0.032258064516129,0.457478005865103,-0.835194816949532,0.897293980310348,1,1,"LOC126278068",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05034","Alcoholism","2/275","53/3900",0.0377358490566038,0.53516295025729,-0.938353626592922,0.897447680489617,1,1,"LOC126282271/LOC126278549",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko05167","Kaposi sarcoma-associated herpesvirus infection","2/275","53/3900",0.0377358490566038,0.53516295025729,-0.938353626592922,0.897447680489617,1,1,"LOC126334974/LOC126281690",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04071","Sphingolipid signaling pathway","2/275","54/3900",0.037037037037037,0.525252525252525,-0.96748415784124,0.903313837149775,1,1,"LOC126281608/LOC126298572",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00600","Sphingolipid metabolism","1/275","32/3900",0.03125,0.443181818181818,-0.871032026000631,0.904594098018969,1,1,"LOC126272584",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko05164","Influenza A","3/275","75/3900",0.04,0.567272727272727,-1.04212097846234,0.908071242269344,1,1,"LOC126266662/LOC126281608/LOC126299291",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04012","ErbB signaling pathway","1/275","33/3900",0.0303030303030303,0.429752066115702,-0.905988246130059,0.911377092601384,1,1,"LOC126281608",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04927","Cortisol synthesis and secretion","1/275","33/3900",0.0303030303030303,0.429752066115702,-0.905988246130059,0.911377092601384,1,1,"LOC126297585",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05132","Salmonella infection","1/275","33/3900",0.0303030303030303,0.429752066115702,-0.905988246130059,0.911377092601384,1,1,"LOC126299291",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04062","Chemokine signaling pathway","2/275","56/3900",0.0357142857142857,0.506493506493506,-1.02443440252359,0.914120292978522,1,1,"LOC126297585/LOC126354218",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04010","MAPK signaling pathway","4/275","96/3900",0.0416666666666667,0.590909090909091,-1.11769716680169,0.916015690616389,1,1,"LOC126297585/LOC126266662/LOC126282257/LOC126281608",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05230","Central carbon metabolism in cancer","1/275","34/3900",0.0294117647058824,0.417112299465241,-0.940118034935126,0.917679471586287,1,1,"LOC126297494",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Carbohydrate and energy metabolism","Reference disease pathway"
"ko04214","Apoptosis - fly","2/275","58/3900",0.0344827586206897,0.489028213166144,-1.07974498830061,0.923788670564346,1,1,"LOC126334657/LOC126281715",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04721","Synaptic vesicle cycle","1/275","36/3900",0.0277777777777778,0.393939393939394,-1.00609202469068,0.928975750183155,1,1,"LOC126354110",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05131","Shigellosis","1/275","36/3900",0.0277777777777778,0.393939393939394,-1.00609202469068,0.928975750183155,1,1,"LOC126299291",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05210","Colorectal cancer","1/275","36/3900",0.0277777777777778,0.393939393939394,-1.00609202469068,0.928975750183155,1,1,"LOC126278346",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko05215","Prostate cancer","1/275","36/3900",0.0277777777777778,0.393939393939394,-1.00609202469068,0.928975750183155,1,1,"LOC126334974",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko05100","Bacterial invasion of epithelial cells","1/275","38/3900",0.0263157894736842,0.373205741626794,-1.06930016093504,0.938726777417541,1,1,"LOC126299291",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Microbial/prokaryote-associated label"
"ko05160","Hepatitis C","1/275","39/3900",0.0256410256410256,0.363636363636364,-1.09995955491564,0.943089837026598,1,1,"LOC126281690",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko03018","RNA degradation","2/275","64/3900",0.03125,0.443181818181818,-1.23695259112751,0.947007366087153,1,1,"LOC126268088/LOC126295407",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Genetic information processing","Core metabolism or cross-domain"
"ko05226","Gastric cancer","2/275","64/3900",0.03125,0.443181818181818,-1.23695259112751,0.947007366087153,1,1,"LOC126335021/LOC126334974",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko04924","Renin secretion","1/275","40/3900",0.025,0.354545454545455,-1.13003258292633,0.947143267437809,1,1,"LOC126297585",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05120","Epithelial cell signaling in Helicobacter pylori infection","1/275","41/3900",0.024390243902439,0.34589800443459,-1.15954864365382,0.950908967296514,1,1,"LOC126354110",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04142","Lysosome biogenesis","6/275","146/3900",0.0410958904109589,0.582814445828144,-1.41497092027192,0.952399641194501,1,1,"LOC126336948/LOC126354818/LOC126272931/LOC126298572/LOC126336962/LOC126278068",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04212","Longevity regulating pathway - worm","2/275","66/3900",0.0303030303030303,0.429752066115702,-1.28676308417854,0.953125079801948,1,1,"LOC126354620/LOC126295407",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04066","HIF-1 signaling pathway","1/275","43/3900",0.0232558139534884,0.329809725158562,-1.21701656324274,0.957657160775763,1,1,"LOC126281608",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04211","Longevity regulating pathway","1/275","45/3900",0.0222222222222222,0.315151515151515,-1.27255781981445,0.963480635291249,1,1,"LOC126297585",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05202","Transcriptional misregulation in cancer","2/275","77/3900",0.025974025974026,0.368358913813459,-1.54170948505881,0.976411744790192,1,1,"LOC126354850/LOC126354460",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Genetic information processing","Reference disease pathway"
"ko04621","NOD-like receptor signaling pathway","1/275","51/3900",0.0196078431372549,0.27807486631016,-1.42919751864971,0.976582251186246,1,1,"LOC126281690",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04931","Insulin resistance","1/275","53/3900",0.0188679245283019,0.267581475128645,-1.4785129097977,0.979809376371468,1,1,"LOC126281478",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04144","Endocytosis","4/275","125/3900",0.032,0.453818181818182,-1.70931745062876,0.980635480828458,1,1,"LOC126266662/LOC126334906/LOC126354218/LOC126273149",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04140","Autophagy - animal","2/275","81/3900",0.0246913580246914,0.35016835016835,-1.62763679452816,0.981706893203179,1,1,"LOC126297585/LOC126298572",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04722","Neurotrophin signaling pathway","1/275","59/3900",0.0169491525423729,0.240369799691834,-1.61917963818234,0.987065345925268,1,1,"LOC126282257",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04714","Thermogenesis","5/275","161/3900",0.031055900621118,0.44042913608131,-1.99700548536184,0.991200519442557,1,1,"LOC126355586/LOC126297585/LOC126332411/LOC126299291/LOC126268200",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05012","Parkinson disease","2/275","100/3900",0.02,0.283636363636364,-1.9986221355027,0.994676295025134,1,1,"LOC126297585/LOC126267118",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko03015","mRNA surveillance pathway","1/275","72/3900",0.0138888888888889,0.196969696969697,-1.89409246669996,0.995083516645157,1,1,"LOC126334946",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Genetic information processing","Core metabolism or cross-domain"
"ko04013","MAPK signaling pathway - fly","1/275","81/3900",0.0123456790123457,0.175084175084175,-2.06617106041139,0.997488417366587,1,1,"LOC126284584",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko03013","Nucleocytoplasmic transport","3/275","141/3900",0.0212765957446809,0.30174081237911,-2.32583558741909,0.997994789009376,1,1,"LOC126334929/LOC126276381/LOC126272402",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Genetic information processing","Core metabolism or cross-domain"
