"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","pathway_theme","pathway_scope"
"ko05161","Hepatitis B","5/275","47/3900",0.106382978723404,1.50870406189555,0.966281331137136,0.234360306336993,0.782808063671636,0.782808063671636,"LOC126278346/LOC126334974/LOC126281608/LOC126281636/LOC126284030",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00062","Fatty acid elongation","3/275","24/3900",0.125,1.77272727272727,1.04575255969228,0.237269814222546,0.782808063671636,0.782808063671636,"LOC126284002/LOC126299546/LOC126336251",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04961","Endocrine and other factor-regulated calcium reabsorption","3/275","24/3900",0.125,1.77272727272727,1.04575255969228,0.237269814222546,0.782808063671636,0.782808063671636,"LOC126297585/LOC126281608/LOC126361668",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04934","Cushing syndrome","8/275","84/3900",0.0952380952380952,1.35064935064935,0.894741246081195,0.238245932421802,0.782808063671636,0.782808063671636,"LOC126297585/LOC126354850/LOC126335021/LOC126334974/LOC126354276/LOC126273185/LOC126299004/LOC126356006",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05032","Morphine addiction","4/275","36/3900",0.111111111111111,1.57575757575758,0.95578742345615,0.246314913255847,0.799017501159903,0.799017501159903,"LOC126297585/LOC126281608/LOC126281810/LOC126355973",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko00310","Lysine degradation","5/275","48/3900",0.104166666666667,1.47727272727273,0.916290231827913,0.247811224997419,0.799017501159903,0.799017501159903,"LOC126298275/LOC126336244/LOC126350022/LOC126281446/LOC126336251",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04960","Aldosterone-regulated sodium reabsorption","2/275","15/3900",0.133333333333333,1.89090909090909,0.952077863360205,0.286078071617882,0.913860506557123,0.913860506557123,"LOC126281608/LOC126361668",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00362","Benzoate degradation","1/275","5/3900",0.2,2.83636363636364,1.13156345885907,0.306362644609457,0.969679930185897,0.969679930185897,"LOC126336244",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04911","Insulin secretion","4/275","40/3900",0.1,1.41818181818182,0.732133786121285,0.310734892724285,0.974577618089801,0.974577618089801,"LOC126297585/LOC126281608/LOC126361668/LOC126354710",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04745","Phototransduction - fly","3/275","28/3900",0.107142857142857,1.51948051948052,0.759748001871563,0.31590468090568,0.981865900112248,0.981865900112248,"LOC126281608/LOC126355884/LOC126299291",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05222","Small cell lung cancer","4/275","41/3900",0.0975609756097561,1.38359201773836,0.680006492719022,0.327136660712161,1,1,"LOC126334974/LOC126266752/LOC126291792/LOC126281690",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko04530","Tight junction","7/275","80/3900",0.0875,1.24090909090909,0.5995914894401,0.333311280551579,1,1,"LOC126297585/LOC126356108/LOC126267179/LOC126299291/LOC126284030/LOC126354218/LOC126281570",7,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04978","Mineral absorption","2/275","17/3900",0.117647058823529,1.66844919786096,0.760673227078629,0.339551745393775,1,1,"LOC126283953/LOC126361668",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04510","Focal adhesion","7/275","81/3900",0.0864197530864197,1.22558922558923,0.565034534888012,0.345055051833068,1,1,"LOC126354819/LOC126356108/LOC126354850/LOC126266752/LOC126281608/LOC126299291/LOC126293286",7,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko00627","Aminobenzoate degradation","1/275","6/3900",0.166666666666667,2.36363636363636,0.920587735140548,0.355335756992615,1,1,"LOC126336251",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04217","Necroptosis","4/275","43/3900",0.0930232558139535,1.31923890063425,0.579714514352222,0.360065436310066,1,1,"LOC126282271/LOC126278549/LOC126267118/LOC126281690",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00564","Glycerophospholipid metabolism","5/275","56/3900",0.0892857142857143,1.26623376623377,0.552655401361411,0.360502169055975,1,1,"LOC126284686/LOC126356100/LOC126354225/LOC126336773/LOC126272584",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04514","Cell adhesion molecule (CAM) interaction","2/275","18/3900",0.111111111111111,1.57575757575758,0.674275076785338,0.365852214453519,1,1,"LOC126354819/LOC126336041",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko05412","Arrhythmogenic right ventricular cardiomyopathy","2/275","18/3900",0.111111111111111,1.57575757575758,0.674275076785338,0.365852214453519,1,1,"LOC126354819/LOC126299291",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05414","Dilated cardiomyopathy","3/275","31/3900",0.0967741935483871,1.37243401759531,0.573349955419409,0.375377857281892,1,1,"LOC126354819/LOC126297585/LOC126299291",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05225","Hepatocellular carcinoma","8/275","97/3900",0.0824742268041237,1.16963448922212,0.465935519282889,0.376009028776326,1,1,"LOC126331335/LOC126335021/LOC126282396/LOC126334974/LOC126336888/LOC126281608/LOC126336713/LOC126299291",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko00500","Starch and sucrose metabolism","4/275","44/3900",0.0909090909090909,1.28925619834711,0.531409677053862,0.376531565842966,1,1,"LOC126291591/LOC126281556/LOC126355818/LOC126281492",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04713","Circadian entrainment","4/275","44/3900",0.0909090909090909,1.28925619834711,0.531409677053862,0.376531565842966,1,1,"LOC126355586/LOC126297585/LOC126281608/LOC126365874",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00460","Cyanoamino acid metabolism","1/275","7/3900",0.142857142857143,2.02597402597403,0.748224876630037,0.400862892798221,1,1,"LOC126325353",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko02024","Quorum sensing","1/275","7/3900",0.142857142857143,2.02597402597403,0.748224876630037,0.400862892798221,1,1,"LOC126268126",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Transport and environmental response","Microbial/prokaryote-associated label"
"ko04744","Phototransduction","1/275","7/3900",0.142857142857143,2.02597402597403,0.748224876630037,0.400862892798221,1,1,"LOC126334943",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05143","African trypanosomiasis","1/275","7/3900",0.142857142857143,2.02597402597403,0.748224876630037,0.400862892798221,1,1,"LOC126281608",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05340","Primary immunodeficiency","1/275","7/3900",0.142857142857143,2.02597402597403,0.748224876630037,0.400862892798221,1,1,"LOC126355366",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05165","Human papillomavirus infection","10/275","127/3900",0.078740157480315,1.11667859699356,0.368161707225283,0.40612687266444,1,1,"LOC126354819/LOC126297585/LOC126354850/LOC126335021/LOC126266752/LOC126266832/LOC126281636/LOC126354218/LOC126293286/LOC126281690",10,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00531","Glycosaminoglycan degradation","2/275","20/3900",0.1,1.41818181818182,0.516360771023565,0.417146590291329,1,1,"LOC126354818/LOC126272931",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko01040","Biosynthesis of unsaturated fatty acids","2/275","20/3900",0.1,1.41818181818182,0.516360771023565,0.417146590291329,1,1,"LOC126284002/LOC126345263",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04011","MAPK signaling pathway - yeast","2/275","20/3900",0.1,1.41818181818182,0.516360771023565,0.417146590291329,1,1,"LOC126279052/LOC126281608",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04261","Adrenergic signaling in cardiomyocytes","5/275","60/3900",0.0833333333333333,1.18181818181818,0.390873549452303,0.417984375789582,1,1,"LOC126297585/LOC126353821/LOC126281608/LOC126361668/LOC126354710",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko03460","Fanconi anemia pathway","3/275","34/3900",0.0882352941176471,1.25133689839572,0.405371996715146,0.433773235894926,1,1,"LOC126298818/LOC126284632/LOC126278608",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05418","Fluid shear stress and atherosclerosis","6/275","75/3900",0.08,1.13454545454545,0.324020808429467,0.43669395327602,1,1,"LOC126331335/LOC126282396/LOC126298299/LOC126336888/LOC126336713/LOC126299291",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Core metabolism or cross-domain"
"ko00930","Caprolactam degradation","1/275","8/3900",0.125,1.77272727272727,0.602523204639232,0.443185704121234,1,1,"LOC126336251",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko00960","Tropane, piperidine and pyridine alkaloid biosynthesis","1/275","8/3900",0.125,1.77272727272727,0.602523204639232,0.443185704121234,1,1,"LOC126333363",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04151","PI3K-Akt signaling pathway","8/275","105/3900",0.0761904761904762,1.08051948051948,0.230344943329761,0.464078961192995,1,1,"LOC126322142/LOC126354819/LOC126354850/LOC126282257/LOC126266752/LOC126267042/LOC126281608/LOC126293286",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko01210","2-Oxocarboxylic acid metabolism","2/275","22/3900",0.0909090909090909,1.28925619834711,0.374696012288919,0.466273856694104,1,1,"LOC126335505/LOC126365941",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Broad KEGG reference map"
"ko05223","Non-small cell lung cancer","2/275","22/3900",0.0909090909090909,1.28925619834711,0.374696012288919,0.466273856694104,1,1,"LOC126334974/LOC126281608",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko04974","Protein digestion and absorption","4/275","50/3900",0.08,1.13454545454545,0.263701516108983,0.473662940768495,1,1,"LOC126353821/LOC126361668/LOC126299514/LOC126293286",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00400","Phenylalanine, tyrosine and tryptophan biosynthesis","1/275","9/3900",0.111111111111111,1.57575757575758,0.476232751536153,0.482528954729318,1,1,"LOC126333363",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00430","Taurine and hypotaurine metabolism","1/275","9/3900",0.111111111111111,1.57575757575758,0.476232751536153,0.482528954729318,1,1,"LOC126268126",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05200","Pathways in cancer","16/275","220/3900",0.0727272727272727,1.03140495867769,0.132061010609683,0.487534012651131,1,1,"LOC126331335/LOC126297585/LOC126278346/LOC126354850/LOC126335021/LOC126282396/LOC126334974/LOC126266752/LOC126336888/LOC126266832/LOC126267315/LOC126267042/LOC126281608/LOC126336713/LOC126291792/LOC126281690",16,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko04270","Vascular smooth muscle contraction","5/275","65/3900",0.0769230769230769,1.09090909090909,0.203549606937618,0.48847917884296,1,1,"LOC126284686/LOC126355586/LOC126297585/LOC126281608/LOC126336773",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00562","Inositol phosphate metabolism","4/275","51/3900",0.0784313725490196,1.11229946524064,0.222319614012178,0.489358731139565,1,1,"LOC126279052/LOC126322655/LOC126277893/LOC126335256",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04970","Salivary secretion","4/275","51/3900",0.0784313725490196,1.11229946524064,0.222319614012178,0.489358731139565,1,1,"LOC126355586/LOC126297585/LOC126281608/LOC126361668",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko03430","Mismatch repair","2/275","23/3900",0.0869565217391304,1.23320158102767,0.308913200519681,0.489906337533686,1,1,"LOC126284030/LOC126298976",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05217","Basal cell carcinoma","2/275","23/3900",0.0869565217391304,1.23320158102767,0.308913200519681,0.489906337533686,1,1,"LOC126335021/LOC126267315",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko05146","Amoebiasis","3/275","37/3900",0.0810810810810811,1.14987714987715,0.252268423284407,0.490063175735198,1,1,"LOC126297585/LOC126266752/LOC126281608",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko01522","Endocrine resistance","3/275","38/3900",0.0789473684210526,1.11961722488038,0.204064916208977,0.50822128033998,1,1,"LOC126297585/LOC126334974/LOC126266832",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00900","Terpenoid backbone biosynthesis","2/275","24/3900",0.0833333333333333,1.18181818181818,0.246059425809948,0.512873294198335,1,1,"LOC126268218/LOC126336244",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko03420","Nucleotide excision repair","3/275","39/3900",0.0769230769230769,1.09090909090909,0.157137079273662,0.52603824787396,1,1,"LOC126267081/LOC126284030/LOC126359832",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04024","cAMP signaling pathway","8/275","112/3900",0.0714285714285714,1.01298701298701,0.0384062814369457,0.539057309195236,1,1,"LOC126298974/LOC126297585/LOC126335577/LOC126334943/LOC126267315/LOC126361668/LOC126354710/LOC126345263",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04145","Phagocytosis","5/275","69/3900",0.072463768115942,1.02766798418972,0.0638608871270457,0.54261551599773,1,1,"LOC126354110/LOC126267179/LOC126299291/LOC126334906/LOC126281570",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04611","Platelet activation","4/275","55/3900",0.0727272727272727,1.03140495867769,0.0645981912676826,0.550054066106479,1,1,"LOC126355586/LOC126297585/LOC126356108/LOC126299291",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00100","Steroid biosynthesis","1/275","11/3900",0.0909090909090909,1.28925619834711,0.264575121412577,0.553098363013512,1,1,"LOC126278068",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko02010","ABC transporters","3/275","41/3900",0.0731707317073171,1.03769401330377,0.0668214472614069,0.560576220034963,1,1,"LOC126298974/LOC126335577/LOC126278971",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Transport and environmental response","Core metabolism or cross-domain"
"ko04624","Toll and Imd signaling pathway","4/275","56/3900",0.0714285714285714,1.01298701298701,0.0269588000664102,0.56463498126421,1,1,"LOC126281581/LOC126334780/LOC126355040/LOC126334779",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04390","Hippo signaling pathway","5/275","71/3900",0.0704225352112676,0.998719590268886,-0.00299864059689884,0.568667778233617,1,1,"LOC126278346/LOC126354850/LOC126335021/LOC126299291/LOC126354218",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko00270","Cysteine and methionine metabolism","3/275","42/3900",0.0714285714285714,1.01298701298701,0.0233046061346772,0.577267425394878,1,1,"LOC126271923/LOC126334561/LOC126333363",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04725","Cholinergic synapse","3/275","42/3900",0.0714285714285714,1.01298701298701,0.0233046061346772,0.577267425394878,1,1,"LOC126297585/LOC126353821/LOC126281608",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05214","Glioma","2/275","27/3900",0.0740740740740741,1.05050505050505,0.0725240255750906,0.577574561094055,1,1,"LOC126334974/LOC126281608",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko04640","Hematopoietic cell lineage","1/275","12/3900",0.0833333333333333,1.18181818181818,0.173721577534357,0.584699790159638,1,1,"LOC126284198",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04072","Phospholipase D signaling pathway","4/275","59/3900",0.0677966101694915,0.961479198767334,-0.0821085009220257,0.606775886688658,1,1,"LOC126267042/LOC126281608/LOC126354710/LOC126272584",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","1/275","13/3900",0.0769230769230769,1.09090909090909,0.0904192040635646,0.614074161997627,1,1,"LOC126284742",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04964","Proximal tubule bicarbonate reclamation","1/275","13/3900",0.0769230769230769,1.09090909090909,0.0904192040635646,0.614074161997627,1,1,"LOC126361668",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04910","Insulin signaling pathway","5/275","75/3900",0.0666666666666667,0.945454545454545,-0.131359787201135,0.61838424764611,1,1,"LOC126297585/LOC126281958/LOC126356371/LOC126281478/LOC126285378",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04371","Apelin signaling pathway","4/275","60/3900",0.0666666666666667,0.945454545454545,-0.117262064835691,0.62026099461002,1,1,"LOC126297585/LOC126298299/LOC126266832/LOC126278997",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko05203","Viral carcinogenesis","6/275","91/3900",0.0659340659340659,0.935064935064935,-0.172616953710314,0.628874059147234,1,1,"LOC126297585/LOC126282371/LOC126354850/LOC126281636/LOC126279120/LOC126281690",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko05134","Legionellosis","2/275","30/3900",0.0666666666666667,0.945454545454545,-0.0825947930097585,0.635783166524634,1,1,"LOC126266662/LOC126295407",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05410","Hypertrophic cardiomyopathy","2/275","30/3900",0.0666666666666667,0.945454545454545,-0.0825947930097585,0.635783166524634,1,1,"LOC126354819/LOC126299291",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04916","Melanogenesis","3/275","46/3900",0.0652173913043478,0.924901185770751,-0.141105876090734,0.63994023870107,1,1,"LOC126297585/LOC126335021/LOC126281608",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00515","Mannose type O-glycan biosynthesis","1/275","14/3900",0.0714285714285714,1.01298701298701,0.0134063592683446,0.641377893783233,1,1,"LOC126297442",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00760","Nicotinate and nicotinamide metabolism","1/275","14/3900",0.0714285714285714,1.01298701298701,0.0134063592683446,0.641377893783233,1,1,"LOC126335182",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00950","Isoquinoline alkaloid biosynthesis","1/275","14/3900",0.0714285714285714,1.01298701298701,0.0134063592683446,0.641377893783233,1,1,"LOC126333363",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04966","Collecting duct acid secretion","1/275","14/3900",0.0714285714285714,1.01298701298701,0.0134063592683446,0.641377893783233,1,1,"LOC126354110",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04014","Ras signaling pathway","5/275","78/3900",0.0641025641025641,0.909090909090909,-0.223356313972745,0.65337887299061,1,1,"LOC126284686/LOC126297585/LOC126282257/LOC126281608/LOC126336773",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04923","Regulation of lipolysis in adipocytes","2/275","31/3900",0.0645161290322581,0.914956011730205,-0.130922430765062,0.653742153368961,1,1,"LOC126355586/LOC126297585",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04933","AGE-RAGE signaling pathway in diabetic complications","2/275","31/3900",0.0645161290322581,0.914956011730205,-0.130922430765062,0.653742153368961,1,1,"LOC126281608/LOC126278997",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04310","Wnt signaling pathway","5/275","79/3900",0.0632911392405063,0.897583429228999,-0.253270271577029,0.664581918942323,1,1,"LOC126297585/LOC126354850/LOC126335021/LOC126281608/LOC126271928",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko00601","Glycosphingolipid biosynthesis - lacto and neolacto series","1/275","15/3900",0.0666666666666667,0.945454545454545,-0.0582904814302167,0.66675645250933,1,1,"LOC126335258",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko05416","Viral myocarditis","1/275","15/3900",0.0666666666666667,0.945454545454545,-0.0582904814302167,0.66675645250933,1,1,"LOC126299291",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04340","Hedgehog signaling pathway","4/275","64/3900",0.0625,0.886363636363636,-0.252439304311737,0.671235452206235,1,1,"LOC126297585/LOC126354850/LOC126267315/LOC126295382",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04919","Thyroid hormone signaling pathway","4/275","65/3900",0.0615384615384615,0.872727272727273,-0.284969449712665,0.683219470131696,1,1,"LOC126297585/LOC126281608/LOC126299291/LOC126361668",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04015","Rap1 signaling pathway","5/275","81/3900",0.0617283950617284,0.875420875420875,-0.312033996878455,0.686276564792584,1,1,"LOC126267042/LOC126281608/LOC126299291/LOC126354218/LOC126354710",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05219","Bladder cancer","1/275","16/3900",0.0625,0.886363636363636,-0.125437291402114,0.690345120607125,1,1,"LOC126334974",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Reference disease pathway","Reference disease pathway"
"ko00020","Citrate cycle (TCA cycle)","2/275","34/3900",0.0588235294117647,0.834224598930481,-0.26737301910999,0.70339858609959,1,1,"LOC126335505/LOC126365941",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00250","Alanine, aspartate and glutamate metabolism","2/275","34/3900",0.0588235294117647,0.834224598930481,-0.26737301910999,0.70339858609959,1,1,"LOC126299364/LOC126268126",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04720","Long-term potentiation","2/275","34/3900",0.0588235294117647,0.834224598930481,-0.26737301910999,0.70339858609959,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04341","Hedgehog signaling pathway - fly","4/275","67/3900",0.0597014925373134,0.846675712347354,-0.348632529071477,0.706262996387,1,1,"LOC126297585/LOC126297907/LOC126267315/LOC126295382",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Cellular process","Eukaryote/metazoan-compatible"
"ko04915","Estrogen signaling pathway","3/275","51/3900",0.0588235294117647,0.834224598930481,-0.328186096875119,0.708731926247723,1,1,"LOC126297585/LOC126266662/LOC126298572",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04913","Ovarian steroidogenesis","1/275","17/3900",0.0588235294117647,0.834224598930481,-0.1886469603155,0.712269706557959,1,1,"LOC126297585",1,"KEGG_pathway","Expressed rRNA-filtered genes",275,3900,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
