"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","expression_cluster","n_cluster_genes","pathway_theme","pathway_scope"
"ko04110","Cell cycle","19/275","24/698",0.791666666666667,2.00939393939394,4.05460841774506,6.4698083404881e-05,0.0139747860154543,0.0139747860154543,"LOC126272743/LOC126272438/LOC126282371/LOC126354268/LOC126354850/LOC126272470/LOC126334974/LOC126268148/LOC126335501/LOC126326589/LOC126284310/LOC126281636/LOC126284030/LOC126336750/LOC126284276/LOC126279120/LOC126293483/LOC126272178/LOC126355755",19,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko03030","DNA replication","9/275","9/698",1,2.53818181818182,3.7422420081275,0.000211026995446144,0.0227909155081836,0.0227909155081836,"LOC126272438/LOC126284296/LOC126335481/LOC126267081/LOC126335359/LOC126284030/LOC126336750/LOC126293483/LOC126359832",9,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Genetic information processing","Core metabolism or cross-domain"
