"gene_id","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","phase_class","n_context_families","single_context","DEG_context","Description","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","heatmap_row_order"
"LOC126335154",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.80345202093415,2.43631316026515e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","sterol O-acyltransferase 2",2.47990102788073,"1046","Higher than gene mean",1277
"LOC126272939",1,"infection_diet50","Infected diet 50",1.14160232456385,0.0368064375289366,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cytochrome P450 4V2-like",3.40582914529196,"1023","Higher than gene mean",1278
"LOC126284336",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.76996399499364,6.44962938949248e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","serine protease inhibitor I/II-like",2.2003850723391,"1029","Higher than gene mean",1279
"LOC126334902",1,"infection_diet83","Infected diet 83",1.31430937871109,0.028747048572469,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","galactoside alpha-(1,2)-fucosyltransferase 2-like",3.56758289143073,"1020","Lower than gene mean",1280
"LOC126335611",1,"infection_diet83","Infected diet 83",1.20072212605669,0.0448263979296828,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126335611",2.21135571575466,"1016","Higher than gene mean",1281
"LOC126266985",1,"infection_average_all_diets","Average infected",3.1591689309379,0.00492803513345035,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126266985",3.26882833958178,"1023","Higher than gene mean",1282
"LOC126282638",1,"infection_diet83","Infected diet 83",1.40013972232226,0.0357417367565859,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126282638",2.5653358268106,"1023","Higher than gene mean",1283
"LOC126331737",1,"infection_diet83","Infected diet 83",1.08103764195541,0.0333339696539142,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","nose resistant to fluoxetine protein 6-like",3.45528335355383,"1023","Higher than gene mean",1284
"LOC126292985",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",4.51448190896384,3.0123336596784e-07,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","transcription factor JunD-like",2.89759632095863,"1058","Higher than gene mean",1285
"LOC126334702",4,"infected_diet33_vs50; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.78607917201255,3.15340719803355e-10,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","macrophage mannose receptor 1-like",2.52118798530576,"1052","Higher than gene mean",1286
"LOC126278724",1,"infection_diet50","Infected diet 50",1.06652552877767,0.00124639210862588,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","protein FAM151B-like",2.30007814502216,"1016","Higher than gene mean",1287
"LOC126279135",1,"infection_diet50","Infected diet 50",1.15747259826614,0.00128094464136622,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","protein FAM151B-like",2.54511818692879,"1023","Higher than gene mean",1288
"LOC126284463",4,"infected_diet33_vs50; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",3.54741490958732,1.58004894945215e-09,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","peptidoglycan-recognition protein LB-like",2.27965074290793,"1052","Higher than gene mean",1289
"LOC126355963",1,"infection_diet50","Infected diet 50",1.48421362413827,0.00762705254919019,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126355963",2.10702640244552,"1058","Higher than gene mean",1290
"LOC126284095",1,"infection_diet50","Infected diet 50",1.11966313736833,0.0354848409339183,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","apolipoprotein D-like",2.22192769049826,"1029","Higher than gene mean",1291
"LOC126273010",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.75823779294432,3.09784755372958e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ejaculatory bulb-specific protein 3-like",2.16453789544819,"1029","Higher than gene mean",1292
"LOC126349353",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",1.68602865541347,1.6918146600337e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","serine-rich adhesin for platelets",1.99177539068229,"1057","Higher than gene mean",1293
"LOC126284543",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.84294171014236,4.25079228612249e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","scavenger receptor class B member 1-like",2.3747004879468,"1023","Higher than gene mean",1294
"LOC126354477",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.30489147053486,1.29675873880635e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ABC transporter G family member 23",2.13230952502827,"1052","Higher than gene mean",1295
"LOC126278947",1,"infection_diet50","Infected diet 50",1.35047713548681,0.00146569889728477,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126278947",2.05287794339883,"1016","Higher than gene mean",1296
"LOC126278949",1,"infection_diet50","Infected diet 50",1.23995285538647,0.00816746545116371,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","G-protein coupled receptor Mth2-like",2.22077207744845,"1052","Higher than gene mean",1297
"LOC126272992",4,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",3.4258160615197,4.07858221552939e-07,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126272992",3.07846605518021,"1052","Higher than gene mean",1298
"LOC126298679",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.47754360522169,4.90635067845818e-08,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","b(0,+)-type amino acid transporter 1",2.76304708102374,"1052","Higher than gene mean",1299
"LOC126334955",4,"infected_diet33_vs50; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.44559683158114,7.47364840600357e-09,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","sialin",3.10862074745983,"1052","Higher than gene mean",1300
"LOC126281410",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.73253197866406,2.32045497777693e-19,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","glutathione S-transferase D7-like",2.51323469250434,"1023","Higher than gene mean",1301
"LOC126336688",5,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.61473896917368,3.17562582631067e-15,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","organic cation transporter protein-like",2.62033364172379,"1052","Higher than gene mean",1302
"LOC126284768",5,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.09160395949772,2.28486007302445e-13,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126284768",2.63001807178643,"1052","Higher than gene mean",1303
"LOC126335084",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.84025771238584,2.2925780615658e-14,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","esterase E4-like",2.24487217333368,"1023","Higher than gene mean",1304
"LOC126267442",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.0904365389485,2.64427912915892e-17,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","CLIP domain-containing serine protease 14D-like",2.22290163777769,"1023","Higher than gene mean",1305
"LOC126278225",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.80656086145008,5.88600641204624e-16,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","innexin inx3-like",2.52222331959542,"1023","Higher than gene mean",1306
"LOC126284651",5,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.06231360771188,8.66101295508504e-16,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","PI-PLC X domain-containing protein 1-like",2.41897499102569,"1052","Higher than gene mean",1307
"LOC126335241",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.06181744114256,4.24006740096289e-11,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126335241",3.1384287688675,"1052","Higher than gene mean",1308
"LOC126273393",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.84916230889169,1.98884531493826e-15,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","mucin-4-like",2.13626451108274,"1029","Higher than gene mean",1309
"LOC126335132",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.39524337355771,3.78045380112977e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126335132",2.55069286498627,"1055","Higher than gene mean",1310
"LOC126353933",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.23081343740698,1.31300659584586e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","aromatic-L-amino-acid decarboxylase-like",2.35782629507649,"1016","Higher than gene mean",1311
"LOC126278382",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.524110741796,6.05225380576952e-15,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","GTP-binding protein Rit2",2.57148613589819,"1016","Higher than gene mean",1312
"LOC126297857",1,"infection_diet33","Infected diet 33",1.12150458024879,0.00151947454751636,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","protein sickie",2.17745695207195,"1023","Higher than gene mean",1313
"LOC126278381",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.73857255008604,0.00061705106365215,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126278381",3.29969648625147,"1016","Higher than gene mean",1314
"LOC126291637",1,"infection_diet50","Infected diet 50",1.00915034149918,0.0241496968072336,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","juvenile hormone esterase-like",2.54761239287,"1016","Higher than gene mean",1315
"LOC126282088",1,"infection_diet50","Infected diet 50",1.02925414279233,0.021719819760484,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126282088",3.73712548372928,"1002","Lower than gene mean",1316
"LOC126278279",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.20029501941427,0.000277095941491986,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","chitin deacetylase 1",2.82712290339578,"1002","Lower than gene mean",1317
"LOC126353965",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.39857603049508,1.70621203399976e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","protein yellow-like",3.55685460997199,"1002","Lower than gene mean",1318
"LOC126355055",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.67305079573571,4.8650712255573e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126355055",3.04317910830663,"1002","Lower than gene mean",1319
"LOC126278728",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.33409226374478,0.00131211630292128,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","E3 ubiquitin-protein ligase MARCHF2-like",2.77545618010414,"1052","Higher than gene mean",1320
"LOC126336605",1,"infection_diet50","Infected diet 50",1.0508194672691,0.0157658558251665,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","globin-1",2.95761948669864,"1002","Lower than gene mean",1321
"LOC126271955",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.78649744813897,2.85989197583965e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","aromatic-L-amino-acid decarboxylase",2.88238681672507,"1002","Lower than gene mean",1322
"LOC126336607",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.3691623906717,3.17426198808863e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126336607",2.63429379173402,"1002","Lower than gene mean",1323
"LOC126272850",5,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.55234747819968,5.83438104183657e-18,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","protein rolling stone-like",2.15553331460997,"1052","Higher than gene mean",1324
"LOC126281664",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",4.49157011288113,1.34495890238637e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126281664",2.80961794721942,"1028","Higher than gene mean",1325
"LOC126335721",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",4.23918456451187,2.0593673901485e-10,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","histone acetyltransferase KAT6A-like",1.69467388382216,"1027","Higher than gene mean",1326
"LOC126354913",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.75523998798222,9.2076105613115e-10,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354913",2.4102833700897,"1046","Higher than gene mean",1327
"LOC126335165",1,"infection_diet50","Infected diet 50",1.22760443286284,0.00485225747413332,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","juvenile hormone acid O-methyltransferase-like",2.13525320681385,"1046","Higher than gene mean",1328
"LOC126273081",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",3.21171711373079,0.000502685840954612,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126273081",2.53350293741164,"1046","Higher than gene mean",1329
"LOC126278867",1,"infection_diet50","Infected diet 50",1.36790075243007,0.000185287168630823,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cytochrome P450 4c3",2.42163093337312,"1052","Higher than gene mean",1330
"LOC126279107",1,"infection_diet50","Infected diet 50",1.39088901700046,0.000249752958520693,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126279107",1.88433611363871,"1028","Higher than gene mean",1331
"LOC126335471",1,"infection_diet50","Infected diet 50",1.8057322505773,0.00210522895416216,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","serpin B6-like",2.35918824622865,"1016","Higher than gene mean",1332
"LOC126273224",1,"infection_diet50","Infected diet 50",1.26748175244289,0.00321077653931659,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","doublesex- and mab-3-related transcription factor A2-like",2.64431622850282,"1002","Lower than gene mean",1333
"LOC126291921",1,"infection_diet50","Infected diet 50",1.35554098984686,1.01549769938412e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","chymotrypsin-like protease CTRL-1",1.9306959638753,"1002","Lower than gene mean",1334
"LOC126334774",1,"infection_average_all_diets","Average infected",1.14511268120679,0.0064443930277398,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ATP-binding cassette sub-family C member 4-like",1.93473982068511,"1007","Higher than gene mean",1335
"LOC126335001",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",2.54869174682214,0.000237551800373624,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","exostosin-3-like",2.1730571097311,"1023","Higher than gene mean",1336
"LOC126336931",1,"infection_diet83","Infected diet 83",1.95599790503619,0.000965753971681113,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126336931",2.98984255627684,"1029","Higher than gene mean",1337
"LOC126278410",2,"infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",3.63475163792611,3.7975862093838e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","astakine-like",2.01316715759082,"1058","Higher than gene mean",1338
"LOC126354186",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",2.73350059485803,2.09738516534393e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","probable Na(+)/H(+) antiporter nhx-9",1.88379504463166,"1023","Higher than gene mean",1339
"LOC126292258",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.13433649393239,1.00943626323221e-08,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","zinc finger protein 501-like",2.2822145823477,"1016","Higher than gene mean",1340
"LOC126354807",1,"infection_diet50","Infected diet 50",1.40674107826045,0.000190890112636085,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354807",2.28096271512652,"1049","Higher than gene mean",1341
"LOC126291516",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.97486154591303,2.40500595906444e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126291516",2.61105492993861,"1023","Higher than gene mean",1342
"LOC126291901",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.41070197217305,1.15177418549401e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","proteoglycan 4",2.52823755126581,"1050","Higher than gene mean",1343
"LOC126298824",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.2763023296023,2.10992278122351e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","solute carrier family 41 member 2-like",1.97628602422179,"1054","Higher than gene mean",1344
"LOC126335187",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",3.24130505346795,2.40785156256613e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","esterase E4-like",2.18672911987488,"1029","Higher than gene mean",1345
"LOC126336687",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",1.61981783492177,1.68934004702005e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","high-affinity choline transporter 1-like",2.12599660109146,"1054","Higher than gene mean",1346
"LOC126293732",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.84957316298436,5.9122052376321e-08,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","calexcitin-2-like",2.14800148033958,"1029","Higher than gene mean",1347
"LOC126354870",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.72460808690882,4.06715562748261e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","patched domain-containing protein 3",2.6735373348484,"1016","Higher than gene mean",1348
"LOC126299374",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.63058511192296,1.61477017306316e-11,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126299374",1.91924352123716,"1029","Higher than gene mean",1349
"LOC126281165",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.20762873420192,1.66984873321501e-15,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","vascular endothelial growth factor A-like",2.50583085856222,"1023","Higher than gene mean",1350
"LOC126299221",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.85013348480951,5.08733699235083e-17,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126299221",1.9610000788988,"1040","Lower than gene mean",1351
"LOC126353927",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.01032811417789,2.14954928662432e-13,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cationic amino acid transporter 3",1.90981348245826,"1057","Higher than gene mean",1352
"LOC126353931",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.67602952991407,1.05108009958166e-11,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","high affinity cationic amino acid transporter 1-like",2.27298854182805,"1057","Higher than gene mean",1353
"LOC126335233",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.10111395020727,1.2075751486728e-11,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126335233",2.52056751360622,"1029","Higher than gene mean",1354
"LOC126335237",5,"control_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Control diet 83; Infected diet 33; Infected diet 50; Infected diet 83",7.64741211184781,7.63257912377272e-15,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126335237",1.98038938190395,"1029","Higher than gene mean",1355
"LOC126271618",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.08458936400672,6.05225380576952e-15,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","hatching enzyme 1.2-like",2.04500662755297,"1046","Higher than gene mean",1356
"LOC126298233",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.19008358627696,2.27802455903862e-29,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126298233",1.68363441838969,"1046","Higher than gene mean",1357
"LOC126278049",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.87649097257461,2.28576405246524e-31,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cytokine-inducible SH2-containing protein-like",1.89854017896901,"1052","Higher than gene mean",1358
"LOC126335463",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.87500752829169,2.23488299698817e-44,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","serpin B8-like",1.9850515679408,"1052","Higher than gene mean",1359
"LOC126334990",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.40755988615195,7.48361890443529e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","sodium-independent sulfate anion transporter-like",2.15507472393711,"1054","Higher than gene mean",1360
"LOC126273028",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.37749739875271,4.50611920397949e-13,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","allergen Tha p 1-like",2.27888421900603,"1046","Higher than gene mean",1361
"LOC126346425",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.02583683264769,1.24850926550085e-15,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126346425",2.29068345801276,"1052","Higher than gene mean",1362
"LOC126273691",1,"infection_diet50","Infected diet 50",1.00960689842448,1.3932052499734e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","pneumococcal serine-rich repeat protein-like",2.15057943491882,"1023","Higher than gene mean",1363
"LOC126278308",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.83497238134239,7.83819616391635e-17,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","selenoprotein N-like",2.29485239763158,"1029","Higher than gene mean",1364
"LOC126331066",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.8593766234785,8.1083615789385e-11,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","single Ig IL-1-related receptor-like",1.99885471979514,"1023","Higher than gene mean",1365
"LOC126272858",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.24668831298079,1.41108521281666e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","growth arrest and DNA damage-inducible protein GADD45 gamma",2.21940794620505,"1027","Higher than gene mean",1366
"LOC126277903",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.18913583816365,1.63513212949183e-22,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126277903",1.76220819378969,"1023","Higher than gene mean",1367
"LOC126298649",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.38684558900029,1.925030402698e-12,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","annexin B9-like",1.98569298311914,"1023","Higher than gene mean",1368
"LOC126267038",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.29336330538692,7.82609217024017e-17,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","signal transducer and activator of transcription 5A",1.95721096064717,"1023","Higher than gene mean",1369
"LOC126334818",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.23234614986508,8.27752836033775e-20,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ribosomal protein S6 kinase alpha-5-like",1.83908018168667,"1029","Higher than gene mean",1370
"LOC126336546",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.38911255812442,2.72282390820219e-21,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","locustin",1.85901236489707,"1029","Higher than gene mean",1371
