"enrichment_context","database","family","comparison","direction","plot_label","DEG_set","term_id","term_name","term_description","ontology_or_theme","pathway_scope","GeneRatio","BgRatio","FoldEnrichment","p.adjust","qvalue","Count","n_listed_genes","DEG_gene_IDs","DEG_gene_names"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0019005","SCF ubiquitin ligase complex","SCF ubiquitin ligase complex","CC",NA,"17/375","77/5278",3.10739393939394,0.00142422127197146,0.00142422127197146,17,17,"LOC126278128; LOC126279111; LOC126281663; LOC126291884; LOC126291991; LOC126292145; LOC126293188; LOC126294945; LOC126294949; LOC126294955; LOC126295040; LOC126295087; LOC126295133; LOC126295191; LOC126295425; LOC126297745; LOC126354672","Skp2; unannotated"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:1900180","regulation of protein localization to nucleus","regulation of protein localization to nucleus","BP",NA,"12/375","42/5278",4.02133333333333,0.0015482381571497,0.0015482381571497,12,12,"LOC126278128; LOC126281663; LOC126291991; LOC126292145; LOC126294945; LOC126294949; LOC126294955; LOC126295040; LOC126295087; LOC126295133; LOC126295191; LOC126295425","unannotated"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0006952","defense response","defense response","BP",NA,"26/375","156/5278",2.34577777777778,0.00215067020320945,0.00215067020320945,26,26,"LOC126267038; LOC126267163; LOC126267215; LOC126267216; LOC126267343; LOC126267652; LOC126267876; LOC126268068; LOC126269416; LOC126271975; LOC126272362; LOC126278673; LOC126282030; LOC126282035; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126299506; LOC126322960; LOC126334779; LOC126334929; LOC126335036; LOC126352738; LOC126365918","4EBP; LYSC6; PGRPLA; Rel; SamDC; spz; Trx-2; unannotated"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0097164","GO:0097164","GO:0097164",NA,NA,"7/375","15/5278",6.56817777777778,0.00229885798667134,0.00229885798667134,7,7,"LOC126271955; LOC126284548; LOC126333165; LOC126335036; LOC126356204; LOC126356585; LOC126365745","Ddc; SamDC; Th; unannotated"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0046330","positive regulation of JNK cascade","positive regulation of JNK cascade","BP",NA,"13/375","51/5278",3.58766013071895,0.00252700105920193,0.00252700105920193,13,13,"LOC126278128; LOC126281663; LOC126291991; LOC126292145; LOC126294945; LOC126294949; LOC126294955; LOC126295040; LOC126295087; LOC126295133; LOC126295191; LOC126295425; LOC126354602","unannotated"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0008514","GO:0008514","GO:0008514",NA,NA,"18/375","89/5278",2.84656179775281,0.00257741256222635,0.00257741256222635,18,18,"LOC126267409; LOC126268194; LOC126272718; LOC126278890; LOC126279835; LOC126281351; LOC126285413; LOC126298679; LOC126299447; LOC126336638; LOC126336688; LOC126353931; LOC126354788; LOC126355684; LOC126355939; LOC126355940; LOC126356039; LOC126356065","Orct; unannotated; w"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0034220","monoatomic ion transmembrane transport","monoatomic ion transmembrane transport","BP",NA,"36/375","255/5278",1.98701176470588,0.00271881764004098,0.00271881764004098,36,36,"LOC126267409; LOC126267806; LOC126268194; LOC126269352; LOC126272139; LOC126272718; LOC126272767; LOC126278232; LOC126278890; LOC126279309; LOC126279835; LOC126281351; LOC126282259; LOC126285413; LOC126292020; LOC126297555; LOC126298679; LOC126299447; LOC126324336; LOC126336038; LOC126336638; LOC126336688; LOC126337983; LOC126353931; LOC126354478; LOC126354788; LOC126355303; LOC126355684; LOC126355939; LOC126355940; LOC126356039; LOC126356065; LOC126356316; LOC126358740; LOC126365875; LOC126366011","Csat; mfrn; Mvl; Orct; Pain; Rdl; unannotated; w"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0051051","negative regulation of transport","negative regulation of transport","BP",NA,"14/375","59/5278",3.33975141242938,0.00285469637085007,0.00285469637085007,14,14,"LOC126278128; LOC126278382; LOC126281663; LOC126291991; LOC126292145; LOC126294945; LOC126294949; LOC126294955; LOC126295040; LOC126295087; LOC126295133; LOC126295191; LOC126295425; LOC126335605","unannotated"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:1901565","GO:1901565","GO:1901565",NA,NA,"39/375","288/5278",1.90594444444444,0.00322785439536265,0.00322785439536265,39,39,"LOC126266748; LOC126267215; LOC126267216; LOC126267343; LOC126267477; LOC126267652; LOC126268068; LOC126269625; LOC126269996; LOC126278128; LOC126278279; LOC126279111; LOC126281663; LOC126282517; LOC126284573; LOC126285462; LOC126291884; LOC126291991; LOC126292145; LOC126293188; LOC126294945; LOC126294949; LOC126294955; LOC126295040; LOC126295087; LOC126295133; LOC126295191; LOC126295425; LOC126297745; LOC126333165; LOC126346021; LOC126346580; LOC126346606; LOC126346622; LOC126354672; LOC126354914; LOC126354995; LOC126356122; LOC126365918","Cda4; PGRPLA; Skp2; unannotated; v"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0006576","biogenic amine metabolic process","biogenic amine metabolic process","BP",NA,"7/375","16/5278",6.15766666666667,0.00327027093307657,0.00327027093307657,7,7,"LOC126271955; LOC126282517; LOC126284548; LOC126333165; LOC126335036; LOC126356039; LOC126356204","Ddc; SamDC; unannotated; v; w"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0009308","amine metabolic process","amine metabolic process","BP",NA,"7/375","16/5278",6.15766666666667,0.00327027093307657,0.00327027093307657,7,7,"LOC126271955; LOC126282517; LOC126284548; LOC126333165; LOC126335036; LOC126356039; LOC126356204","Ddc; SamDC; unannotated; v; w"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0044106","GO:0044106","GO:0044106",NA,NA,"7/375","16/5278",6.15766666666667,0.00327027093307657,0.00327027093307657,7,7,"LOC126271955; LOC126282517; LOC126284548; LOC126333165; LOC126335036; LOC126356039; LOC126356204","Ddc; SamDC; unannotated; v; w"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0032874","positive regulation of stress-activated MAPK cascade","positive regulation of stress-activated MAPK cascade","BP",NA,"13/375","53/5278",3.45227672955975,0.0032878314406292,0.0032878314406292,13,13,"LOC126278128; LOC126281663; LOC126291991; LOC126292145; LOC126294945; LOC126294949; LOC126294955; LOC126295040; LOC126295087; LOC126295133; LOC126295191; LOC126295425; LOC126354602","unannotated"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","positive regulation of stress-activated protein kinase signaling cascade","BP",NA,"13/375","53/5278",3.45227672955975,0.0032878314406292,0.0032878314406292,13,13,"LOC126278128; LOC126281663; LOC126291991; LOC126292145; LOC126294945; LOC126294949; LOC126294955; LOC126295040; LOC126295087; LOC126295133; LOC126295191; LOC126295425; LOC126354602","unannotated"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0030203","glycosaminoglycan metabolic process","glycosaminoglycan metabolic process","BP",NA,"9/375","27/5278",4.69155555555556,0.00341651476305926,0.00341651476305926,9,9,"LOC126267215; LOC126267216; LOC126267343; LOC126267652; LOC126268068; LOC126281994; LOC126285462; LOC126335966; LOC126365918","GlcAT-P; PGRPLA; unannotated"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0008509","monoatomic anion transmembrane transporter activity","monoatomic anion transmembrane transporter activity","MF",NA,"20/375","111/5278",2.53597597597598,0.00455859607953256,0.00455859607953256,20,20,"LOC126267409; LOC126268194; LOC126269352; LOC126272718; LOC126278890; LOC126279835; LOC126281351; LOC126285413; LOC126298679; LOC126299447; LOC126336638; LOC126336688; LOC126353931; LOC126354788; LOC126355684; LOC126355939; LOC126355940; LOC126356039; LOC126356065; LOC126366011","Orct; Rdl; unannotated; w"
"Non-directional enrichment","GO","Diet 50","Diet 50","Not split by direction","Diet 50","Diet 50","GO:0055085","transmembrane transport","transmembrane transport","BP",NA,"44/375","347/5278",1.78468395773295,0.00455859607953256,0.00455859607953256,44,44,"LOC126267409; LOC126267806; LOC126268194; LOC126269352; LOC126272139; LOC126272718; LOC126272767; LOC126278232; LOC126278890; LOC126278946; LOC126279309; LOC126279835; LOC126281351; LOC126282259; LOC126285413; LOC126292020; LOC126297555; LOC126298679; LOC126299447; LOC126299550; LOC126324336; LOC126334835; LOC126334955; LOC126336038; LOC126336375; LOC126336638; LOC126336688; LOC126337983; LOC126353931; LOC126354017; LOC126354018; LOC126354478; LOC126354788; LOC126355303; LOC126355684; LOC126355939; LOC126355940; LOC126356039; LOC126356065; LOC126356316; LOC126357744; LOC126358740; LOC126365875; LOC126366011","Csat; mfrn; Mvl; NaPi-T; Orct; Pain; Rdl; Sur; unannotated; w"
